missed packet number, sample offset, latency (ms), sample
-86, 3036, 3.036, 1111 1110 1111 1110
-86, 3221, 3.221, 1111 1110 0111 1110
-86, 3759, 3.759, 1111 1110 1111 1110
-86, 4097, 4.097, 1000 0001 1000 0001
-86, 4109, 4.109, 1111 1110 0111 1110
-88, 0, 0.0, 0111 1110 0111 1110
-88, 1, 0.001, 0000 0001 0000 0001
-88, 21, 0.021, 0000 0001 1000 0001
-88, 98, 0.098, 0111 1110 1111 1110
-88, 333, 0.333, 0111 1110 0111 1110
-88, 683, 0.683, 0111 1110 1111 1110
-88, 1348, 1.348, 0111 1110 0111 1110
-88, 1599, 1.599, 0111 1110 1111 1110
-88, 2272, 2.272, 0111 1110 0111 1110
-88, 2499, 2.499, 0111 1110 1111 1110
-88, 3241, 3.241, 0111 1110 0111 1110
-88, 3450, 3.45, 0111 1110 1111 1110
-88, 4010, 4.01, 0111 1110 0111 1110
-88, 4097, 4.097, 0000 0001 0000 0001
-88, 4117, 4.117, 0000 0001 1000 0001
-88, 4194, 4.194, 0111 1110 1111 1110
-90, 0, 0.0, 1111 1110 1111 1110
-90, 1, 0.001, 1000 0001 1000 0001
-90, 20, 0.02, 1000 0001 0000 0001
-90, 183, 0.183, 1111 1110 0111 1110
-90, 444, 0.444, 1111 1110 1111 1110
-90, 743, 0.743, 1111 1110 0111 1110
-90, 1373, 1.373, 1111 1110 1111 1110
-90, 1614, 1.614, 1111 1110 0111 1110
-90, 2317, 2.317, 1111 1110 1111 1110
-90, 2513, 2.513, 1111 1110 0111 1110
-90, 3239, 3.239, 1111 1110 1111 1110
-90, 3401, 3.401, 1111 1110 0111 1110
-90, 3947, 3.947, 1111 1110 1111 1110
-90, 4097, 4.097, 1000 0001 1000 0001
-90, 4116, 4.116, 1000 0001 0000 0001
-90, 4279, 4.279, 1111 1110 0111 1110
-90, 334989, 334.989, 0000 0000 0000 0000
-90, 339085, 339.085, 1111 1110 0111 1110
-92, 0, 0.0, 0000 0001 0000 0001
-92, 20, 0.02, 0000 0001 1000 0001
-92, 66, 0.066, 0111 1110 1111 1110
-92, 268, 0.268, 0111 1110 0111 1110
-92, 571, 0.571, 0111 1110 1111 1110
-92, 1100, 1.1, 0111 1110 0111 1110
-92, 1377, 1.377, 0111 1110 1111 1110
-92, 1947, 1.947, 0111 1110 0111 1110
-92, 2174, 2.174, 0111 1110 1111 1110
-92, 2839, 2.839, 0111 1110 0111 1110
-92, 3026, 3.026, 0111 1110 1111 1110
-92, 3707, 3.707, 0111 1110 0111 1110
-92, 3866, 3.866, 0111 1110 1111 1110
-108, 0, 0.0, 1111 1110 1111 1110
-108, 1, 0.001, 1000 0001 1000 0001
-108, 21, 0.021, 1000 0001 0000 0001
-108, 73, 0.073, 1111 1110 0111 1110
-108, 300, 0.3, 1111 1110 1111 1110
-108, 596, 0.596, 1111 1110 0111 1110
-108, 1170, 1.17, 1111 1110 1111 1110
-108, 1482, 1.482, 1111 1110 0111 1110
-108, 2102, 2.102, 1111 1110 1111 1110
-108, 2344, 2.344, 1111 1110 0111 1110
-108, 2970, 2.97, 1111 1110 1111 1110
-108, 3131, 3.131, 1111 1110 0111 1110
-108, 3617, 3.617, 1111 1110 1111 1110
-108, 3961, 3.961, 1111 1110 0111 1110
-110, 0, 0.0, 0111 1110 1111 1110
-110, 1, 0.001, 0000 0001 1000 0001
-110, 20, 0.02, 0000 0001 0000 0001
-110, 105, 0.105, 0111 1110 0111 1110
-110, 328, 0.328, 0111 1110 1111 1110
-110, 635, 0.635, 0111 1110 0111 1110
-110, 1217, 1.217, 0111 1110 1111 1110
-110, 1478, 1.478, 0111 1110 0111 1110
-110, 2123, 2.123, 0111 1110 1111 1110
-110, 2371, 2.371, 0111 1110 0111 1110
-110, 3122, 3.122, 0111 1110 1111 1110
-110, 3301, 3.301, 0111 1110 0111 1110
-110, 3818, 3.818, 0111 1110 1111 1110
-110, 4097, 4.097, 0000 0001 1000 0001
-110, 4116, 4.116, 0000 0001 0000 0001
-110, 4145, 4.145, 0111 1110 0111 1110
-113, 0, 0.0, 0111 1110 0111 1110
-113, 1, 0.001, 0000 0001 0000 0001
-113, 21, 0.021, 0000 0001 1000 0001
-113, 73, 0.073, 0111 1110 1111 1110
-113, 304, 0.304, 0111 1110 0111 1110
-113, 609, 0.609, 0111 1110 1111 1110
-113, 1194, 1.194, 0111 1110 0111 1110
-113, 1473, 1.473, 0111 1110 1111 1110
-113, 2109, 2.109, 0111 1110 0111 1110
-113, 2334, 2.334, 0111 1110 1111 1110
-113, 3027, 3.027, 0111 1110 0111 1110
-113, 3197, 3.197, 0111 1110 1111 1110
-113, 3689, 3.689, 0111 1110 0111 1110
-113, 4033, 4.033, 0111 1110 1111 1110
-117, 0, 0.0, 1111 1110 1111 1110
-117, 1, 0.001, 1000 0001 1000 0001
-117, 20, 0.02, 1000 0001 0000 0001
-117, 61, 0.061, 1111 1110 0111 1110
-117, 320, 0.32, 1111 1110 1111 1110
-117, 669, 0.669, 1111 1110 0111 1110
-117, 1435, 1.435, 1111 1110 1111 1110
-117, 1692, 1.692, 1111 1110 0111 1110
-117, 2455, 2.455, 1111 1110 1111 1110
-117, 2696, 2.696, 1111 1110 0111 1110
-117, 3497, 3.497, 1111 1110 1111 1110
-117, 3641, 3.641, 1111 1110 0111 1110
-136, 0, 0.0, 1111 1110 0111 1110
-136, 1, 0.001, 1000 0001 0000 0001
-136, 20, 0.02, 1000 0001 1000 0001
-136, 71, 0.071, 1111 1110 1111 1110
-136, 314, 0.314, 1111 1110 0111 1110
-136, 655, 0.655, 1111 1110 1111 1110
-136, 1359, 1.359, 1111 1110 0111 1110
-136, 1644, 1.644, 1111 1110 1111 1110
-136, 2293, 2.293, 1111 1110 0111 1110
-136, 2505, 2.505, 1111 1110 1111 1110
-136, 3194, 3.194, 1111 1110 0111 1110
-136, 3365, 3.365, 1111 1110 1111 1110
-136, 3859, 3.859, 1111 1110 0111 1110
-136, 4097, 4.097, 1000 0001 0000 0001
-136, 4116, 4.116, 1000 0001 1000 0001
-136, 4167, 4.167, 1111 1110 1111 1110
-137, 0, 0.0, 1111 1110 1111 1110
-137, 1, 0.001, 1000 0001 1000 0001
-137, 20, 0.02, 1000 0001 0000 0001
-137, 73, 0.073, 1111 1110 0111 1110
-137, 317, 0.317, 1111 1110 1111 1110
-137, 626, 0.626, 1111 1110 0111 1110
-137, 1205, 1.205, 1111 1110 1111 1110
-137, 1474, 1.474, 1111 1110 0111 1110
-137, 2106, 2.106, 1111 1110 1111 1110
-137, 2342, 2.342, 1111 1110 0111 1110
-137, 3093, 3.093, 1111 1110 1111 1110
-137, 3282, 3.282, 1111 1110 0111 1110
-137, 3783, 3.783, 1111 1110 1111 1110
-137, 4097, 4.097, 1000 0001 1000 0001
-137, 4116, 4.116, 1000 0001 0000 0001
-137, 4127, 4.127, 1111 1110 0111 1110
-141, 0, 0.0, 0111 1110 0111 1110
-141, 1, 0.001, 0000 0001 0000 0001
-141, 21, 0.021, 0000 0001 1000 0001
-141, 61, 0.061, 0111 1110 1111 1110
-141, 278, 0.278, 0111 1110 0111 1110
-141, 598, 0.598, 0111 1110 1111 1110
-141, 1194, 1.194, 0111 1110 0111 1110
-141, 1467, 1.467, 0111 1110 1111 1110
-141, 2071, 2.071, 0111 1110 0111 1110
-141, 2298, 2.298, 0111 1110 1111 1110
-141, 2924, 2.924, 0111 1110 0111 1110
-141, 3105, 3.105, 0111 1110 1111 1110
-141, 3765, 3.765, 0111 1110 0111 1110
-141, 3902, 3.902, 0111 1110 1111 1110
-155, 0, 0.0, 1000 0001 1000 0001
-155, 20, 0.02, 1000 0001 0000 0001
-155, 59, 0.059, 1111 1110 0111 1110
-155, 275, 0.275, 1111 1110 1111 1110
-155, 598, 0.598, 1111 1110 0111 1110
-155, 1121, 1.121, 1111 1110 1111 1110
-155, 1381, 1.381, 1111 1110 0111 1110
-155, 1950, 1.95, 1111 1110 1111 1110
-155, 2186, 2.186, 1111 1110 0111 1110
-155, 2808, 2.808, 1111 1110 1111 1110
-155, 2982, 2.982, 1111 1110 0111 1110
-155, 3644, 3.644, 1111 1110 1111 1110
-155, 3788, 3.788, 1111 1110 0111 1110
-157, 0, 0.0, 0111 1110 0111 1110
-157, 1, 0.001, 0000 0001 0000 0001
-157, 20, 0.02, 0000 0001 1000 0001
-157, 62, 0.062, 0111 1110 1111 1110
-157, 275, 0.275, 0111 1110 0111 1110
-157, 574, 0.574, 0111 1110 1111 1110
-157, 1106, 1.106, 0111 1110 0111 1110
-157, 1391, 1.391, 0111 1110 1111 1110
-157, 1995, 1.995, 0111 1110 0111 1110
-157, 2209, 2.209, 0111 1110 1111 1110
-157, 2919, 2.919, 0111 1110 0111 1110
-157, 3124, 3.124, 0111 1110 1111 1110
-157, 3673, 3.673, 0111 1110 0111 1110
-157, 4000, 4.0, 0111 1110 1111 1110
-166, 0, 0.0, 0111 1110 1111 1110
-166, 1, 0.001, 0000 0001 1000 0001
-166, 20, 0.02, 0000 0001 0000 0001
-166, 107, 0.107, 0111 1110 0111 1110
-166, 419, 0.419, 0111 1110 1111 1110
-166, 762, 0.762, 0111 1110 0111 1110
-166, 1575, 1.575, 0111 1110 1111 1110
-166, 1877, 1.877, 0111 1110 0111 1110
-166, 2735, 2.735, 0111 1110 1111 1110
-166, 2955, 2.955, 0111 1110 0111 1110
-166, 3598, 3.598, 0111 1110 1111 1110
-166, 3931, 3.931, 0111 1110 0111 1110
-170, 0, 0.0, 1111 1110 0111 1110
-170, 1, 0.001, 1000 0001 0000 0001
-170, 20, 0.02, 1000 0001 1000 0001
-170, 84, 0.084, 1111 1110 1111 1110
-170, 417, 0.417, 1111 1110 0111 1110
-170, 766, 0.766, 1111 1110 1111 1110
-170, 1463, 1.463, 1111 1110 0111 1110
-170, 1735, 1.735, 1111 1110 1111 1110
-170, 2498, 2.498, 1111 1110 0111 1110
-170, 2764, 2.764, 1111 1110 1111 1110
-170, 3543, 3.543, 1111 1110 0111 1110
-170, 3710, 3.71, 1111 1110 1111 1110
-176, 0, 0.0, 0111 1110 1111 1110
-176, 1, 0.001, 0000 0001 1000 0001
-176, 21, 0.021, 0000 0001 0000 0001
-176, 67, 0.067, 0111 1110 0111 1110
-176, 287, 0.287, 0111 1110 1111 1110
-176, 603, 0.603, 0111 1110 0111 1110
-176, 1148, 1.148, 0111 1110 1111 1110
-176, 1421, 1.421, 0111 1110 0111 1110
-176, 2014, 2.014, 0111 1110 1111 1110
-176, 2244, 2.244, 0111 1110 0111 1110
-176, 2888, 2.888, 0111 1110 1111 1110
-176, 3072, 3.072, 0111 1110 0111 1110
-176, 3767, 3.767, 0111 1110 1111 1110
-176, 3919, 3.919, 0111 1110 0111 1110
-176, 201889, 201.889, 0000 0000 0000 0000
-176, 205985, 205.985, 0111 1110 0111 1110
-201, 0, 0.0, 0111 1110 0111 1110
-201, 1, 0.001, 0000 0001 0000 0001
-201, 20, 0.02, 0000 0001 1000 0001
-201, 121, 0.121, 0111 1110 1111 1110
-201, 442, 0.442, 0111 1110 0111 1110
-201, 779, 0.779, 0111 1110 1111 1110
-201, 1545, 1.545, 0111 1110 0111 1110
-201, 1784, 1.784, 0111 1110 1111 1110
-201, 2391, 2.391, 0111 1110 0111 1110
-201, 2606, 2.606, 0111 1110 1111 1110
-201, 3306, 3.306, 0111 1110 0111 1110
-201, 3470, 3.47, 0111 1110 1111 1110
-201, 3951, 3.951, 0111 1110 0111 1110
-201, 4097, 4.097, 0000 0001 0000 0001
-201, 4116, 4.116, 0000 0001 1000 0001
-201, 4217, 4.217, 0111 1110 1111 1110
-204, 0, 0.0, 0111 1110 1111 1110
-204, 1, 0.001, 0000 0001 1000 0001
-204, 20, 0.02, 0000 0001 0000 0001
-204, 62, 0.062, 0111 1110 0111 1110
-204, 266, 0.266, 0111 1110 1111 1110
-204, 569, 0.569, 0111 1110 0111 1110
-204, 1123, 1.123, 0111 1110 1111 1110
-204, 1384, 1.384, 0111 1110 0111 1110
-204, 1948, 1.948, 0111 1110 1111 1110
-204, 2171, 2.171, 0111 1110 0111 1110
-204, 2791, 2.791, 0111 1110 1111 1110
-204, 2974, 2.974, 0111 1110 0111 1110
-204, 3659, 3.659, 0111 1110 1111 1110
-204, 3796, 3.796, 0111 1110 0111 1110
-205, 0, 0.0, 0111 1110 0111 1110
-205, 1, 0.001, 0000 0001 0000 0001
-205, 20, 0.02, 0000 0001 1000 0001
-205, 62, 0.062, 0111 1110 1111 1110
-205, 280, 0.28, 0111 1110 0111 1110
-205, 585, 0.585, 0111 1110 1111 1110
-205, 1139, 1.139, 0111 1110 0111 1110
-205, 1401, 1.401, 0111 1110 1111 1110
-205, 1993, 1.993, 0111 1110 0111 1110
-205, 2209, 2.209, 0111 1110 1111 1110
-205, 2859, 2.859, 0111 1110 0111 1110
-205, 3064, 3.064, 0111 1110 1111 1110
-205, 3680, 3.68, 0111 1110 0111 1110
-205, 3868, 3.868, 0111 1110 1111 1110
-215, 0, 0.0, 1111 1110 1111 1110
-215, 1, 0.001, 1000 0001 1000 0001
-215, 28, 0.028, 1000 0001 0000 0001
-215, 114, 0.114, 1111 1110 0111 1110
-215, 374, 0.374, 1111 1110 1111 1110
-215, 664, 0.664, 1111 1110 0111 1110
-215, 1312, 1.312, 1111 1110 1111 1110
-215, 1582, 1.582, 1111 1110 0111 1110
-215, 2325, 2.325, 1111 1110 1111 1110
-215, 2527, 2.527, 1111 1110 0111 1110
-215, 3241, 3.241, 1111 1110 1111 1110
-215, 3440, 3.44, 1111 1110 0111 1110
-215, 3931, 3.931, 1111 1110 1111 1110
-215, 4097, 4.097, 1000 0001 1000 0001
-215, 4124, 4.124, 1000 0001 0000 0001
-215, 4210, 4.21, 1111 1110 0111 1110
-216, 0, 0.0, 1111 1110 0111 1110
-216, 1, 0.001, 1000 0001 0000 0001
-216, 21, 0.021, 1000 0001 1000 0001
-216, 160, 0.16, 1111 1110 1111 1110
-216, 472, 0.472, 1111 1110 0111 1110
-216, 797, 0.797, 1111 1110 1111 1110
-216, 1647, 1.647, 1111 1110 0111 1110
-216, 1940, 1.94, 1111 1110 1111 1110
-216, 2781, 2.781, 1111 1110 0111 1110
-216, 2963, 2.963, 1111 1110 1111 1110
-216, 3538, 3.538, 1111 1110 0111 1110
-216, 3901, 3.901, 1111 1110 1111 1110
-219, 0, 0.0, 1000 0000 1000 0001
-219, 1, 0.001, 1000 0001 1000 0001
-219, 20, 0.02, 1000 0001 0000 0001
-219, 109, 0.109, 1111 1110 0111 1110
-219, 372, 0.372, 1111 1110 1111 1110
-219, 763, 0.763, 1111 1110 0111 1110
-219, 1356, 1.356, 1111 1110 1111 1110
-219, 1619, 1.619, 1111 1110 0111 1110
-219, 2238, 2.238, 1111 1110 1111 1110
-219, 2446, 2.446, 1111 1110 0111 1110
-219, 3116, 3.116, 1111 1110 1111 1110
-219, 3277, 3.277, 1111 1110 0111 1110
-219, 3747, 3.747, 1111 1110 1111 1110
-219, 4095, 4.095, 1111 1110 0111 1110
-219, 615245, 615.245, 0000 0000 0000 0000
-219, 619341, 619.341, 1111 1110 0111 1110
-226, 0, 0.0, 1111 1110 0111 1110
-226, 1, 0.001, 1000 0001 0000 0001
-226, 20, 0.02, 1000 0001 1000 0001
-226, 62, 0.062, 1111 1110 1111 1110
-226, 321, 0.321, 1111 1110 0111 1110
-226, 648, 0.648, 1111 1110 1111 1110
-226, 1330, 1.33, 1111 1110 0111 1110
-226, 1650, 1.65, 1111 1110 1111 1110
-226, 2382, 2.382, 1111 1110 0111 1110
-226, 2594, 2.594, 1111 1110 1111 1110
-226, 3252, 3.252, 1111 1110 0111 1110
-226, 3406, 3.406, 1111 1110 1111 1110
-226, 3882, 3.882, 1111 1110 0111 1110
-226, 4097, 4.097, 1000 0001 0000 0001
-226, 4116, 4.116, 1000 0001 1000 0001
-226, 4158, 4.158, 1111 1110 1111 1110
-234, 0, 0.0, 0111 1110 0111 1110
-234, 1, 0.001, 0000 0001 0000 0001
-234, 20, 0.02, 0000 0001 1000 0001
-234, 126, 0.126, 0111 1110 1111 1110
-234, 418, 0.418, 0111 1110 0111 1110
-234, 723, 0.723, 0111 1110 1111 1110
-234, 1326, 1.326, 0111 1110 0111 1110
-234, 1566, 1.566, 0111 1110 1111 1110
-234, 2170, 2.17, 0111 1110 0111 1110
-234, 2373, 2.373, 0111 1110 1111 1110
-234, 3001, 3.001, 0111 1110 0111 1110
-234, 3198, 3.198, 0111 1110 1111 1110
-234, 3673, 3.673, 0111 1110 0111 1110
-234, 3998, 3.998, 0111 1110 1111 1110
-236, 0, 0.0, 1111 1110 1111 1110
-236, 1, 0.001, 1000 0001 1000 0001
-236, 20, 0.02, 1000 0001 0000 0001
-236, 116, 0.116, 1111 1110 0111 1110
-236, 483, 0.483, 1111 1110 1111 1110
-236, 885, 0.885, 1111 1110 0111 1110
-236, 1693, 1.693, 1111 1110 1111 1110
-236, 1976, 1.976, 1111 1110 0111 1110
-236, 2819, 2.819, 1111 1110 1111 1110
-236, 3041, 3.041, 1111 1110 0111 1110
-236, 3734, 3.734, 1111 1110 1111 1110
-236, 4097, 4.097, 1000 0001 1000 0001
-236, 4116, 4.116, 1000 0001 0000 0001
-236, 4122, 4.122, 1111 1110 0111 1110
-242, 0, 0.0, 0111 1110 0111 1110
-242, 1, 0.001, 0000 0001 0000 0001
-242, 21, 0.021, 0000 0001 1000 0001
-242, 116, 0.116, 0111 1110 1111 1110
-242, 454, 0.454, 0111 1110 0111 1110
-242, 802, 0.802, 0111 1110 1111 1110
-242, 1565, 1.565, 0111 1110 0111 1110
-242, 1810, 1.81, 0111 1110 1111 1110
-242, 2504, 2.504, 0111 1110 0111 1110
-242, 2693, 2.693, 0111 1110 1111 1110
-242, 3374, 3.374, 0111 1110 0111 1110
-242, 3527, 3.527, 0111 1110 1111 1110
-242, 4050, 4.05, 0111 1110 0111 1110
-242, 4097, 4.097, 0000 0001 0000 0001
-242, 4117, 4.117, 0000 0001 1000 0001
-242, 4212, 4.212, 0111 1110 1111 1110
-247, 0, 0.0, 0111 1110 1111 1110
-247, 1, 0.001, 0000 0001 1000 0001
-247, 20, 0.02, 0000 0001 0000 0001
-247, 65, 0.065, 0111 1110 0111 1110
-247, 304, 0.304, 0111 1110 1111 1110
-247, 619, 0.619, 0111 1110 0111 1110
-247, 1169, 1.169, 0111 1110 1111 1110
-247, 1426, 1.426, 0111 1110 0111 1110
-247, 2069, 2.069, 0111 1110 1111 1110
-247, 2289, 2.289, 0111 1110 0111 1110
-247, 2974, 2.974, 0111 1110 1111 1110
-247, 3168, 3.168, 0111 1110 0111 1110
-247, 3691, 3.691, 0111 1110 1111 1110
-247, 4029, 4.029, 0111 1110 0111 1110
-249, 0, 0.0, 1111 1110 0111 1110
-249, 1, 0.001, 1000 0001 0000 0001
-249, 36, 0.036, 1000 0001 1000 0001
-249, 59, 0.059, 1111 1110 1111 1110
-249, 271, 0.271, 1111 1110 0111 1110
-249, 586, 0.586, 1111 1110 1111 1110
-249, 1123, 1.123, 1111 1110 0111 1110
-249, 1390, 1.39, 1111 1110 1111 1110
-249, 1980, 1.98, 1111 1110 0111 1110
-249, 2208, 2.208, 1111 1110 1111 1110
-249, 2848, 2.848, 1111 1110 0111 1110
-249, 3020, 3.02, 1111 1110 1111 1110
-249, 3705, 3.705, 1111 1110 0111 1110
-249, 3850, 3.85, 1111 1110 1111 1110
-251, 0, 0.0, 0111 1110 1111 1110
-251, 1, 0.001, 0000 0001 1000 0001
-251, 62, 0.062, 0111 1110 1111 1110
-251, 228, 0.228, 0111 1110 0111 1110
-251, 265, 0.265, 0111 1110 1111 1110
-251, 568, 0.568, 0111 1110 0111 1110
-251, 1100, 1.1, 0111 1110 1111 1110
-251, 1400, 1.4, 0111 1110 0111 1110
-251, 1966, 1.966, 0111 1110 1111 1110
-251, 2210, 2.21, 0111 1110 0111 1110
-251, 2906, 2.906, 0111 1110 1111 1110
-251, 3083, 3.083, 0111 1110 0111 1110
-251, 3785, 3.785, 0111 1110 1111 1110
-251, 3920, 3.92, 0111 1110 0111 1110
-251, 326822, 326.822, 0000 0000 0000 0000
-251, 330918, 330.918, 0111 1110 0111 1110
-251, 1328868, 1328.868, 0111 1110 1111 1110
-251, 1329660, 1329.66, 0111 1110 0111 1110
-251, 1329870, 1329.87, 0111 1110 1111 1110
-251, 1330633, 1330.633, 0111 1110 0111 1110
-251, 1330793, 1330.793, 0111 1110 1111 1110
-251, 1331370, 1331.37, 0111 1110 0111 1110
-251, 1331730, 1331.73, 0111 1110 1111 1110
-251, 1332346, 1332.346, 0111 1110 0111 1110
-251, 1332640, 1332.64, 0111 1110 1111 1110
-254, 0, 0.0, 0111 1110 1111 1110
-254, 1, 0.001, 0000 0001 1000 0001
-254, 21, 0.021, 0000 0001 0000 0001
-254, 74, 0.074, 0111 1110 0111 1110
-254, 323, 0.323, 0111 1110 1111 1110
-254, 674, 0.674, 0111 1110 0111 1110
-254, 1296, 1.296, 0111 1110 1111 1110
-254, 1580, 1.58, 0111 1110 0111 1110
-254, 2241, 2.241, 0111 1110 1111 1110
-254, 2468, 2.468, 0111 1110 0111 1110
-254, 3158, 3.158, 0111 1110 1111 1110
-254, 3338, 3.338, 0111 1110 0111 1110
-254, 3862, 3.862, 0111 1110 1111 1110
-254, 4097, 4.097, 0000 0001 1000 0001
-254, 4117, 4.117, 0000 0001 0000 0001
-254, 4170, 4.17, 0111 1110 0111 1110
-256, 0, 0.0, 1111 1110 0111 1110
-256, 1, 0.001, 1000 0001 0000 0001
-256, 20, 0.02, 1000 0001 1000 0001
-256, 144, 0.144, 1111 1110 1111 1110
-256, 523, 0.523, 1111 1110 0111 1110
-256, 936, 0.936, 1111 1110 1111 1110
-256, 1765, 1.765, 1111 1110 0111 1110
-256, 2044, 2.044, 1111 1110 1111 1110
-256, 2765, 2.765, 1111 1110 0111 1110
-256, 2960, 2.96, 1111 1110 1111 1110
-256, 3683, 3.683, 1111 1110 0111 1110
-256, 3903, 3.903, 1111 1110 1111 1110
-259, 0, 0.0, 1111 1110 1111 1110
-259, 1, 0.001, 1000 0001 1000 0001
-259, 76, 0.076, 1111 1110 1111 1110
-259, 106, 0.106, 1111 1110 0111 1110
-259, 328, 0.328, 1111 1110 1111 1110
-259, 652, 0.652, 1111 1110 0111 1110
-259, 1294, 1.294, 1111 1110 1111 1110
-259, 1543, 1.543, 1111 1110 0111 1110
-259, 2261, 2.261, 1111 1110 1111 1110
-259, 2466, 2.466, 1111 1110 0111 1110
-259, 3223, 3.223, 1111 1110 1111 1110
-259, 3404, 3.404, 1111 1110 0111 1110
-259, 3924, 3.924, 1111 1110 1111 1110
-259, 4097, 4.097, 1000 0001 1000 0001
-259, 4172, 4.172, 1111 1110 1111 1110
-259, 4202, 4.202, 1111 1110 0111 1110
-261, 0, 0.0, 0111 1110 0111 1110
-261, 1, 0.001, 0000 0001 0000 0001
-261, 20, 0.02, 0000 0001 1000 0001
-261, 74, 0.074, 0111 1110 1111 1110
-261, 304, 0.304, 0111 1110 0111 1110
-261, 615, 0.615, 0111 1110 1111 1110
-261, 1165, 1.165, 0111 1110 0111 1110
-261, 1442, 1.442, 0111 1110 1111 1110
-261, 2032, 2.032, 0111 1110 0111 1110
-261, 2262, 2.262, 0111 1110 1111 1110
-261, 2977, 2.977, 0111 1110 0111 1110
-261, 3151, 3.151, 0111 1110 1111 1110
-261, 3761, 3.761, 0111 1110 0111 1110
-261, 4015, 4.015, 0111 1110 1111 1110
-272, 0, 0.0, 0111 1110 1111 1110
-272, 1, 0.001, 0000 0001 1000 0001
-272, 144, 0.144, 0111 1110 1111 1110
-272, 163, 0.163, 0111 1110 0111 1110
-272, 526, 0.526, 0111 1110 1111 1110
-272, 993, 0.993, 0111 1110 0111 1110
-272, 2072, 2.072, 0111 1110 1111 1110
-272, 2275, 2.275, 0111 1110 0111 1110
-272, 3023, 3.023, 0111 1110 1111 1110
-272, 3165, 3.165, 0111 1110 0111 1110
-272, 3674, 3.674, 0111 1110 1111 1110
-272, 3991, 3.991, 0111 1110 0111 1110
-275, 0, 0.0, 0111 1110 0111 1110
-275, 1, 0.001, 0000 0001 0000 0001
-275, 20, 0.02, 0000 0001 1000 0001
-275, 139, 0.139, 0111 1110 1111 1110
-275, 534, 0.534, 0111 1110 0111 1110
-275, 816, 0.816, 0111 1110 1111 1110
-275, 1368, 1.368, 0111 1110 0111 1110
-275, 1626, 1.626, 0111 1110 1111 1110
-275, 2221, 2.221, 0111 1110 0111 1110
-275, 2426, 2.426, 0111 1110 1111 1110
-275, 3054, 3.054, 0111 1110 0111 1110
-275, 3219, 3.219, 0111 1110 1111 1110
-275, 3701, 3.701, 0111 1110 0111 1110
-275, 4029, 4.029, 0111 1110 1111 1110
-284, 0, 0.0, 0111 1110 1111 1110
-284, 1, 0.001, 0000 0001 1000 0001
-284, 20, 0.02, 0000 0001 0000 0001
-284, 71, 0.071, 0111 1110 0111 1110
-284, 286, 0.286, 0111 1110 1111 1110
-284, 606, 0.606, 0111 1110 0111 1110
-284, 1168, 1.168, 0111 1110 1111 1110
-284, 1432, 1.432, 0111 1110 0111 1110
-284, 2035, 2.035, 0111 1110 1111 1110
-284, 2259, 2.259, 0111 1110 0111 1110
-284, 2895, 2.895, 0111 1110 1111 1110
-284, 3079, 3.079, 0111 1110 0111 1110
-284, 3750, 3.75, 0111 1110 1111 1110
-284, 3902, 3.902, 0111 1110 0111 1110
-284, 441404, 441.404, 0000 0000 0000 0000
-284, 445500, 445.5, 0111 1110 0111 1110
-284, 445774, 445.774, 0000 0000 0000 0000
-284, 449870, 449.87, 0111 1110 0111 1110
-288, 0, 0.0, 1111 1110 0111 1110
-288, 1, 0.001, 1000 0001 0000 0001
-288, 20, 0.02, 1000 0001 1000 0001
-288, 65, 0.065, 1111 1110 1111 1110
-288, 309, 0.309, 1111 1110 0111 1110
-288, 672, 0.672, 1111 1110 1111 1110
-288, 1241, 1.241, 1111 1110 0111 1110
-288, 1513, 1.513, 1111 1110 1111 1110
-288, 2096, 2.096, 1111 1110 0111 1110
-288, 2327, 2.327, 1111 1110 1111 1110
-288, 2937, 2.937, 1111 1110 0111 1110
-288, 3123, 3.123, 1111 1110 1111 1110
-288, 3741, 3.741, 1111 1110 0111 1110
-288, 3923, 3.923, 1111 1110 1111 1110
-292, 0, 0.0, 0111 1110 1111 1110
-292, 1, 0.001, 0000 0001 1000 0001
-292, 20, 0.02, 0000 0001 0000 0001
-292, 94, 0.094, 0111 1110 0111 1110
-292, 351, 0.351, 0111 1110 1111 1110
-292, 661, 0.661, 0111 1110 0111 1110
-292, 1257, 1.257, 0111 1110 1111 1110
-292, 1565, 1.565, 0111 1110 0111 1110
-292, 2171, 2.171, 0111 1110 1111 1110
-292, 2435, 2.435, 0111 1110 0111 1110
-292, 3195, 3.195, 0111 1110 1111 1110
-292, 3384, 3.384, 0111 1110 0111 1110
-292, 3955, 3.955, 0111 1110 1111 1110
-292, 4097, 4.097, 0000 0001 1000 0001
-292, 4116, 4.116, 0000 0001 0000 0001
-292, 4190, 4.19, 0111 1110 0111 1110
-295, 0, 0.0, 0111 1110 0111 1110
-295, 1, 0.001, 0000 0001 0000 0001
-295, 20, 0.02, 0000 0001 1000 0001
-295, 72, 0.072, 0111 1110 1111 1110
-295, 295, 0.295, 0111 1110 0111 1110
-295, 584, 0.584, 0111 1110 1111 1110
-295, 1152, 1.152, 0111 1110 0111 1110
-295, 1401, 1.401, 0111 1110 1111 1110
-295, 2046, 2.046, 0111 1110 0111 1110
-295, 2272, 2.272, 0111 1110 1111 1110
-295, 2923, 2.923, 0111 1110 0111 1110
-295, 3083, 3.083, 0111 1110 1111 1110
-295, 3573, 3.573, 0111 1110 0111 1110
