missed packet number, sample offset, latency (ms), sample
-39705, 57740, 57.74, 1111 1110 0111 1110
-39705, 57899, 57.899, 0111 1110 0111 1110
-39705, 60234, 60.234, 0000 0000 0000 0000
-39705, 68426, 68.426, 0111 1110 0111 1110
-39705, 71267, 71.267, 1111 1110 0111 1110
-39705, 71729, 71.729, 0111 1110 0111 1110
-39705, 85688, 85.688, 0000 0000 0000 0000
-39705, 114360, 114.36, 0111 1110 0111 1110
-39705, 150748, 150.748, 0000 0000 0000 0000
-39705, 154844, 154.844, 0111 1110 0111 1110
-39705, 157940, 157.94, 0000 0000 0000 0000
-39705, 162036, 162.036, 0111 1110 0111 1110
-39705, 164715, 164.715, 0000 0000 0000 0000
-39705, 168811, 168.811, 0111 1110 0111 1110
-39705, 174033, 174.033, 0000 0000 0000 0000
-39705, 178129, 178.129, 0111 1110 0111 1110
-39705, 181507, 181.507, 0000 0000 0000 0000
-39705, 185603, 185.603, 0111 1110 0111 1110
-39705, 187085, 187.085, 0000 0000 0000 0000
-39705, 191181, 191.181, 0111 1110 0111 1110
-39705, 195051, 195.051, 0000 0000 0000 0000
-39705, 207339, 207.339, 0111 1110 0111 1110
-39705, 212491, 212.491, 0000 0000 0000 0000
-39705, 220683, 220.683, 0111 1110 0111 1110
-39705, 491756, 491.756, 0000 0000 0000 0000
-39705, 499948, 499.948, 0111 1110 0111 1110
-39705, 506990, 506.99, 0000 0000 0000 0000
-39705, 515182, 515.182, 0111 1110 0111 1110
-45296, 0, 0.0, 0111 1110 0111 1110
-45296, 1, 0.001, 0000 0001 0000 0001
-45296, 182, 0.182, 0111 1110 0111 1110
-45296, 241, 0.241, 0111 1110 1111 1110
-45296, 1101, 1.101, 0111 1110 0111 1110
-45296, 1402, 1.402, 0111 1110 1111 1110
-45296, 2219, 2.219, 0111 1110 0111 1110
-45296, 2494, 2.494, 0111 1110 1111 1110
-45296, 3171, 3.171, 0111 1110 0111 1110
-45296, 3594, 3.594, 0111 1110 1111 1110
-45296, 24136, 24.136, 0000 0000 0000 0000
-45296, 44616, 44.616, 0111 1110 1111 1110
-45296, 44721, 44.721, 0000 0000 0000 0000
-45296, 52913, 52.913, 0111 1110 1111 1110
-45296, 55561, 55.561, 0000 0000 0000 0000
-45296, 59657, 59.657, 1111 1110 1111 1110
-45296, 63619, 63.619, 0000 0000 0000 0000
-45296, 84099, 84.099, 0111 1110 1111 1110
-45296, 87921, 87.921, 0000 0000 0000 0000
-45296, 104305, 104.305, 0111 1110 1111 1110
-45296, 131538, 131.538, 0000 0000 0000 0000
-45296, 135634, 135.634, 0111 1110 1111 1110
-45296, 140241, 140.241, 0000 0000 0000 0000
-45296, 160721, 160.721, 0111 1110 1111 1110
-45296, 173439, 173.439, 0000 0000 0000 0000
-45296, 193919, 193.919, 0111 1110 1111 1110
-45296, 195117, 195.117, 0000 0000 0000 0000
-45296, 207405, 207.405, 0111 1110 1111 1110
-45296, 309323, 309.323, 0000 0000 0000 0000
-45296, 329803, 329.803, 0111 1110 1111 1110
