Packet, Sample offset, Latency (ms), Sample
-1, 0, 0.0, 0111 1110 1111 1110 
-1, 1, 0.001, 0000 0000 1000 0001 
-1, 112, 0.112, 0111 1110 1111 1110 
-1, 4097, 4.097, 0000 0000 1000 0001 
-1, 4100, 4.1, 0111 1110 1111 1110 
-2, 0, 0.0, 0111 1110 0111 1110 
-2, 1, 0.001, 0000 0000 0000 0001 
-2, 75, 0.075, 0111 1110 0111 1110 
-2, 318, 0.318, 0111 1110 1111 1110 
-2, 799, 0.799, 0111 1110 0111 1110 
-2, 1647, 1.647, 0111 1110 1111 1110 
-2, 1895, 1.895, 0111 1110 0111 1110 
-2, 2565, 2.565, 0111 1110 1111 1110 
-2, 2742, 2.742, 0111 1110 0111 1110 
-2, 3412, 3.412, 0111 1110 1111 1110 
-2, 3541, 3.541, 0111 1110 0111 1110 
-2, 4097, 4.097, 0000 0000 0000 0001 
-2, 4171, 4.171, 0111 1110 0111 1110 
-3, 0, 0.0, 0111 1110 0111 1110 
-3, 1, 0.001, 0000 0000 0000 0001 
-3, 60, 0.06, 0111 1110 0111 1110 
-4, 0, 0.0, 0111 1110 0111 1110 
-4, 1, 0.001, 0000 0000 0000 0001 
-4, 403, 0.403, 0111 1110 0111 1110 
-4, 4347, 4.347, 0000 0000 0000 0001 
-4, 4499, 4.499, 0111 1110 0111 1110 
-4, 6722597, 6722.597, 0000 0000 0000 0000 
-4, 6726693, 6726.693, 0111 1110 0111 1110 
-5, 0, 0.0, 0111 1110 0111 1110 
-5, 1, 0.001, 0000 0000 0000 0001 
-5, 127, 0.127, 0111 1110 0111 1110 
-5, 4136, 4.136, 0000 0000 0000 0001 
-5, 4223, 4.223, 0111 1110 0111 1110 
-6, 0, 0.0, 0111 1110 0111 1110 
-6, 1, 0.001, 0000 0000 0000 0001 
-6, 137, 0.137, 0111 1110 0111 1110 
-7, 0, 0.0, 0111 1110 0111 1110 
-7, 1, 0.001, 0000 0000 0000 0001 
-7, 103, 0.103, 0111 1110 0111 1110 
-7, 4097, 4.097, 0000 0000 0000 0001 
-7, 4199, 4.199, 0111 1110 0111 1110 
-7, 220378, 220.378, 0111 1110 1111 1110 
-7, 220937, 220.937, 0111 1110 0111 1110 
-7, 221290, 221.29, 0111 1110 1111 1110 
-7, 221888, 221.888, 0111 1110 0111 1110 
-7, 222202, 222.202, 0111 1110 1111 1110 
-7, 222889, 222.889, 0111 1110 0111 1110 
-7, 223143, 223.143, 0111 1110 1111 1110 
-7, 223900, 223.9, 0111 1110 0111 1110 
-7, 224090, 224.09, 0111 1110 1111 1110 
-7, 4934386, 4934.386, 0000 0000 0000 0000 
-7, 4938482, 4938.482, 0111 1110 1111 1110 
-8, 0, 0.0, 0111 1110 1111 1110 
-8, 1, 0.001, 0000 0000 1000 0001 
-8, 110, 0.11, 0111 1110 1111 1110 
-9, 0, 0.0, 0000 0000 1000 0001 
-9, 73, 0.073, 0111 1110 1111 1110 
-9, 4105, 4.105, 0000 0000 1000 0001 
-9, 4127, 4.127, 0111 1110 1111 1110 
-9, 4130, 4.13, 0000 0000 1000 0001 
-9, 4169, 4.169, 0111 1110 1111 1110 
-10, 0, 0.0, 0111 1110 1111 1110 
-10, 1, 0.001, 0000 0000 1000 0001 
-10, 72, 0.072, 0111 1110 1111 1110 
-10, 2734466, 2734.466, 0000 0000 0000 0000 
-10, 2738562, 2738.562, 0111 1110 1111 1110 
-11, 0, 0.0, 0111 1110 1111 1110 
-11, 1, 0.001, 0000 0000 1000 0001 
-11, 74, 0.074, 0111 1110 1111 1110 
-11, 8208549, 8208.549, 0000 0000 0000 0000 
-11, 8212645, 8212.645, 0111 1110 1111 1110 
-12, 0, 0.0, 0111 1110 1111 1110 
-12, 1, 0.001, 0000 0000 1000 0001 
-12, 100, 0.1, 0111 1110 1111 1110 
-12, 1320143, 1320.143, 0111 1110 0111 1110 
-12, 1320755, 1320.755, 0111 1110 1111 1110 
-12, 1320985, 1320.985, 0111 1110 0111 1110 
-12, 1321695, 1321.695, 0111 1110 1111 1110 
-12, 1321869, 1321.869, 0111 1110 0111 1110 
-12, 1322490, 1322.49, 0111 1110 1111 1110 
-12, 1322722, 1322.722, 0111 1110 0111 1110 
-12, 1323270, 1323.27, 0111 1110 1111 1110 
-12, 1323579, 1323.579, 0111 1110 0111 1110 
-13, 0, 0.0, 0000 0001 0000 0001 
-13, 1, 0.001, 0000 0000 0000 0001 
-13, 63, 0.063, 0111 1110 0111 1110 
-14, 0, 0.0, 0111 1110 0111 1110 
-14, 1, 0.001, 0000 0000 0000 0001 
-14, 64, 0.064, 0111 1110 0111 1110 
-14, 6544818, 6544.818, 0000 0000 0000 0000 
-14, 6548914, 6548.914, 0111 1110 0111 1110 
-15, 0, 0.0, 0111 1110 0111 1110 
-15, 1, 0.001, 0000 0000 0000 0001 
-15, 81, 0.081, 0111 1110 0111 1110 
-15, 4097, 4.097, 0000 0000 0000 0001 
-15, 4177, 4.177, 0111 1110 0111 1110 
-16, 0, 0.0, 0111 1110 0111 1110 
-16, 1, 0.001, 0000 0000 0000 0001 
-16, 78, 0.078, 0111 1110 0111 1110 
-16, 3863022, 3863.022, 0000 0000 0000 0000 
-16, 3875310, 3875.31, 0111 1110 0111 1110 
-17, 0, 0.0, 0111 1110 0111 1110 
-17, 1, 0.001, 0000 0000 0000 0001 
-17, 66, 0.066, 0111 1110 0111 1110 
-17, 2653365, 2653.365, 0111 1110 1111 1110 
-17, 2653847, 2653.847, 0111 1110 0111 1110 
-17, 2653989, 2653.989, 0111 1110 1111 1110 
-17, 2654491, 2654.491, 0111 1110 0111 1110 
-17, 2654810, 2654.81, 0111 1110 1111 1110 
-17, 2655425, 2655.425, 0111 1110 0111 1110 
-17, 2655679, 2655.679, 0111 1110 1111 1110 
-17, 2656293, 2656.293, 0111 1110 0111 1110 
-17, 2656507, 2656.507, 0111 1110 1111 1110 
-17, 2657158, 2657.158, 0111 1110 0111 1110 
-17, 2657329, 2657.329, 0111 1110 1111 1110 
-17, 4454243, 4454.243, 0000 0000 0000 0000 
