Packet, Latency (ms)
272, 16.5
273, 38.5
274, 14.0
275, 8.0
276, 8.0
277, 62.0
278, 72.5
279, 7.5
280, 7.5
281, 10.0
282, 10.0
283, 71.0
284, 13.5
285, 10.0
286, 40.0
287, 17.0
288, 22.5
289, 16.5
290, 26.5
291, 42.5
292, 13.0
293, 55.0
294, 24.5
295, 12.0
296, 63.5
297, 9.0
298, 37.5
299, 35.5
300, 44.5
301, 79.0
302, 29.5
303, 11.5
304, 11.5
305, 13.5
306, 47.0
307, 16.5
308, 16.5
309, 75.5
310, 9.5
311, 76.0
312, 66.0
313, 74.0
314, 69.5
315, 33.0
316, 8.5
317, 57.0
318, 16.0
319, 7.5
320, 11.5
321, 29.5
322, 86.0
323, 28.5
324, 10.0
325, 46.0
326, 60.5
327, 80.5
328, 8.0
329, 15.5
330, 55.5
331, 38.5
332, 17.0
333, 28.0
334, 15.5
335, 76.5
336, 10.0
337, 48.0
338, 66.5
339, 11.0
340, 10.0
341, 16.0
342, 12.5
343, 33.5
344, 40.5
345, 25.0
346, 63.5
347, 72.5
348, 64.0
349, 54.0
350, 8.0
351, 16.5
352, 74.0
353, 8.5
354, 34.0
355, 59.5
356, 50.0
357, 54.0
358, 9.5
359, 17.0
360, 48.5
361, 9.0
362, 9.5
363, 76.5
364, 62.5
365, 9.0
366, 11.5
367, 13.5
368, 17.0
369, 13.0
370, 79.5
371, 17.5
372, 8.0
373, 16.5
374, 56.0
375, 51.5
376, 12.5
377, 58.5
378, 18.5
379, 28.0
380, 8.0
381, 22.5
382, 8.5
383, 58.5
384, 56.5
385, 11.0
386, 39.5
387, 25.5
388, 52.0
389, 65.5
390, 34.0
391, 42.5
392, 41.0
393, 7.5
394, 70.0
395, 11.0
396, 8.5
397, 76.5
398, 28.5
399, 10.0
400, 15.0
401, 25.0
402, 30.5
403, 53.0
404, 61.0
405, 62.0
406, 26.5
407, 61.5
408, 46.5
409, 7.5
410, 69.0
411, 25.0
412, 67.0
413, 59.0
414, 42.5
415, 13.0
416, 14.5
417, 65.5
418, 19.5
419, 12.0
420, 78.5
421, 11.0
422, 11.5
423, 17.0
424, 62.0
425, 14.0
426, 18.5
427, 72.5
428, 11.0
429, 14.0
430, 12.0
431, 7.5
432, 7.5
433, 7.5
434, 70.0
435, 58.0
436, 8.5
437, 14.5
438, 17.0
439, 7.5
440, 54.0
441, 11.5
442, 36.0
443, 39.0
444, 7.5
445, 15.5
446, 48.5
447, 14.5
448, 30.0
449, 69.5
450, 61.5
451, 39.5
452, 16.0
453, 15.5
454, 47.0
455, 40.5
456, 73.0
457, 43.5
458, 70.0
459, 56.0
460, 27.5
461, 9.0
462, 35.0
463, 54.0
464, 13.0
465, 43.5
466, 11.5
467, 62.5
468, 52.5
469, 31.5
470, 14.5
471, 8.5
472, 40.0
473, 13.5
474, 32.5
475, 52.0
476, 10.0
477, 27.0
478, 11.5
479, 18.0
480, 12.0
481, 33.0
482, 8.5
483, 59.0
484, 15.5
485, 49.0
486, 11.5
487, 52.0
488, 7.0
489, 11.0
490, 11.5
491, 10.0
492, 14.0
493, 19.0
494, 13.0
495, 22.5
496, 73.5
497, 15.5
498, 11.5
499, 19.0
500, 39.0
501, 43.5
502, 9.5
503, 15.0
504, 56.0
505, 17.0
506, 16.5
507, 74.5
508, 52.5
509, 16.5
510, 89.0
511, 13.5
512, 29.5
513, 9.0
514, 12.5
515, 19.0
516, 83.5
517, 7.5
518, 82.0
519, 14.0
520, 14.5
521, 14.5
522, 74.5
523, 43.5
524, 72.5
525, 28.5
526, 9.0
527, 14.5
528, 67.0
529, 41.5
530, 94.5
531, 15.5
532, 8.0
533, 15.0
534, 21.5
535, 15.0
536, 74.5
537, 9.5
538, 31.5
539, 22.0
540, 14.0
541, 70.0
542, 45.5
543, 10.0
544, 20.0
545, 38.5
546, 73.5
547, 41.0
548, 14.0
549, 10.0
550, 71.0
551, 16.5
552, 15.0
553, 20.5
554, 16.5
555, 32.5
556, 15.0
557, 9.0
558, 43.0
559, 29.5
560, 59.5
561, 72.0
562, 26.0
563, 36.5
564, 15.0
565, 7.5
566, 58.0
567, 16.0
568, 30.0
569, 78.5
570, 14.5
571, 31.0
572, 19.5
573, 11.5
574, 26.0
575, 10.0
576, 26.5
577, 9.0
578, 16.5
579, 46.0
580, 10.5
581, 13.0
582, 15.5
583, 15.5
584, 9.0
585, 38.5
586, 65.0
587, 12.0
588, 10.0
589, 15.5
590, 34.0
591, 44.5
592, 54.0
593, 10.0
594, 63.0
595, 43.5
596, 7.5
597, 31.0
598, 82.5
599, 37.0
600, 11.0
601, 44.5
602, 12.0
603, 7.0
604, 33.0
605, 43.5
606, 8.0
607, 44.0
608, 8.0
609, 63.0
610, 7.5
611, 12.0
612, 21.0
613, 27.0
614, 8.0
615, 13.0
616, 11.5
617, 14.0
618, 18.5
619, 13.0
620, 31.5
621, 15.0
622, 17.0
623, 28.5
624, 14.5
625, 30.5
626, 8.0
627, 13.5
628, 91.0
629, 66.0
630, 19.5
631, 55.0
632, 63.0
633, 55.5
634, 11.0
635, 35.0
636, 15.5
637, 9.5
638, 49.5
639, 10.5
640, 12.0
641, 8.5
642, 15.0
643, 34.0
644, 14.5
645, 47.0
646, 8.5
647, 15.0
648, 47.5
649, 51.0
650, 57.5
651, 7.5
652, 66.0
653, 75.0
654, 9.5
655, 44.5
656, 18.5
657, 49.5
658, 9.5
659, 37.0
660, 49.0
661, 74.5
662, 14.0
663, 26.0
664, 48.0
665, 54.5
666, 27.0
667, 41.5
668, 24.0
669, 8.0
670, 48.0
671, 14.5
672, 12.5
673, 13.0
674, 38.5
675, 10.5
676, 14.0
677, 54.0
678, 8.0
679, 49.0
680, 51.0
681, 39.5
682, 14.0
683, 14.5
684, 26.0
685, 16.0
686, 34.0
687, 10.0
688, 74.5
689, 47.0
690, 16.5
691, 63.0
692, 14.5
693, 15.5
694, 8.5
695, 34.5
696, 7.0
697, 58.5
698, 37.5
699, 13.5
700, 14.0
701, 7.5
702, 65.0
703, 19.5
704, 9.5
705, 51.5
706, 13.5
707, 10.0
708, 73.0
709, 56.0
710, 17.0
711, 46.5
712, 44.5
713, 55.0
714, 74.5
715, 70.5
716, 29.5
717, 21.5
718, 55.0
719, 15.0
720, 43.0
721, 12.0
722, 40.0
723, 30.5
724, 13.5
725, 39.0
726, 13.0
727, 15.5
728, 53.5
729, 13.5
730, 49.0
731, 14.5
732, 14.5
733, 7.5
734, 69.0
735, 15.0
736, 9.5
737, 71.0
738, 9.5
739, 43.5
740, 7.0
741, 16.0
742, 73.0
743, 15.5
744, 9.5
745, 16.5
746, 8.5
747, 35.0
748, 71.5
749, 8.5
750, 20.5
751, 9.0
752, 47.0
753, 12.0
754, 40.0
755, 14.5
756, 30.5
757, 30.5
758, 7.0
759, 15.5
760, 42.0
761, 26.5
762, 69.0
763, 73.0
764, 59.0
765, 45.0
766, 38.5
767, 73.0
768, 73.5
769, 14.0
770, 41.0
771, 31.0
772, 53.5
773, 73.0
774, 36.0
775, 11.5
776, 37.5
777, 24.5
778, 31.0
779, 21.5
780, 14.0
781, 69.0
782, 51.0
783, 29.0
784, 72.0
785, 14.0
786, 7.5
787, 12.0
788, 54.0
789, 24.0
790, 23.0
791, 58.0
792, 16.5
793, 64.0
794, 56.0
795, 16.0
796, 56.5
797, 14.5
798, 43.5
799, 47.5
800, 68.0
801, 29.5
802, 57.0
803, 60.5
804, 7.5
805, 35.0
806, 21.5
807, 29.5
808, 43.0
809, 34.0
810, 16.0
811, 52.5
812, 8.5
813, 45.0
814, 17.5
815, 7.5
816, 13.0
817, 16.0
818, 14.0
819, 15.0
820, 64.0
821, 42.5
822, 53.5
823, 36.0
824, 20.0
825, 12.0
826, 68.0
827, 39.5
828, 9.5
829, 12.5
830, 15.0
831, 9.0
832, 14.5
833, 14.5
834, 39.5
835, 12.0
836, 58.5
837, 13.0
838, 47.5
839, 65.5
840, 17.0
841, 10.0
842, 14.0
843, 13.0
844, 13.0
845, 8.0
846, 16.0
847, 62.0
848, 11.5
849, 16.0
850, 15.5
851, 16.0
852, 15.5
853, 13.5
854, 54.5
855, 54.0
856, 28.0
857, 8.0
858, 35.0
859, 69.0
860, 10.0
861, 57.0
862, 69.5
863, 67.5
864, 13.0
865, 28.5
866, 38.0
867, 14.5
868, 53.0
869, 49.5
870, 8.0
871, 60.5
872, 15.0
873, 9.0
874, 59.5
875, 45.5
876, 7.5
877, 41.0
878, 18.0
879, 13.0
880, 28.0
881, 27.0
882, 7.5
883, 16.0
884, 74.5
885, 43.5
886, 71.5
887, 29.5
888, 60.5
889, 9.0
890, 9.0
891, 11.5
892, 53.5
893, 25.0
894, 71.5
895, 16.5
896, 52.5
897, 12.5
898, 11.0
899, 16.5
900, 63.5
901, 47.5
902, 83.5
903, 8.0
904, 9.0
905, 60.5
906, 16.5
907, 10.5
908, 55.0
909, 47.5
910, 60.0
911, 11.5
912, 22.0
913, 65.0
914, 8.0
915, 19.5
916, 34.5
917, 63.5
918, 9.0
919, 15.0
920, 15.5
921, 22.0
922, 34.0
923, 11.5
924, 26.5
925, 14.5
926, 8.5
927, 73.5
928, 9.0
929, 37.0
930, 47.0
931, 43.5
932, 12.0
933, 16.5
934, 15.0
935, 12.5
936, 35.0
937, 75.5
938, 49.5
939, 73.0
940, 24.5
941, 37.0
942, 64.5
943, 55.0
944, 16.5
945, 10.0
946, 68.5
947, 16.5
948, 8.5
949, 37.0
950, 19.0
951, 65.5
952, 29.0
953, 76.0
954, 29.5
955, 10.5
956, 25.5
957, 50.0
958, 47.0
959, 14.0
960, 9.0
961, 24.0
962, 29.5
963, 52.0
964, 31.0
965, 8.5
966, 35.0
967, 70.5
968, 12.5
969, 37.5
970, 59.5
971, 60.5
972, 45.5
973, 17.0
974, 15.0
975, 59.5
976, 50.0
977, 14.5
978, 13.0
979, 61.0
980, 13.0
981, 58.0
982, 30.5
983, 7.0
984, 39.5
985, 57.5
986, 40.5
987, 19.0
988, 11.0
989, 40.5
990, 8.5
991, 69.0
992, 69.5
993, 25.5
994, 66.5
995, 70.5
996, 67.0
997, 8.5
998, 7.0
999, 15.5
1000, 57.5
1001, 71.5
1002, 13.0
1003, 37.0
1004, 51.0
1005, 11.0
1006, 36.0
1007, 10.0
1008, 40.5
1009, 66.0
1010, 38.5
1011, 69.0
1012, 8.5
1013, 19.0
1014, 33.0
1015, 25.0
1016, 24.0
1017, 13.0
1018, 24.5
1019, 48.5
1020, 8.5
1021, 9.0
1022, 31.0
1023, 66.0
1024, 23.5
1025, 15.0
1026, 13.5
1027, 45.5
1028, 33.5
1029, 15.5
1030, 60.0
1031, 21.5
1032, 7.5
1033, 15.0
1034, 69.5
1035, 39.5
1036, 44.5
1037, 42.5
1038, 50.0
1039, 72.5
1040, 26.0
1041, 67.0
1042, 15.5
1043, 15.5
1044, 52.0
1045, 52.0
1046, 74.0
1047, 56.5
1048, 20.5
1049, 8.5
1050, 14.5
1051, 38.5
1052, 10.5
1053, 28.0
1054, 52.5
1055, 51.5
1056, 24.5
1057, 16.5
1058, 63.0
1059, 22.5
1060, 41.5
1061, 15.5
1062, 13.0
1063, 74.0
1064, 58.0
1065, 9.0
1066, 10.5
1067, 36.5
1068, 25.5
1069, 75.5
1070, 10.5
1071, 14.0
1072, 17.0
1073, 48.0
1074, 19.0
1075, 14.0
1076, 39.5
1077, 9.0
1078, 75.5
1079, 14.5
1080, 10.5
1081, 64.5
1082, 15.0
1083, 67.0
1084, 18.5
1085, 15.0
1086, 28.0
1087, 21.0
1088, 15.0
1089, 19.5
1090, 39.0
1091, 19.5
1092, 54.0
1093, 25.0
1094, 12.0
1095, 63.0
1096, 14.5
1097, 12.0
1098, 60.5
1099, 19.5
1100, 17.0
1101, 16.5
1102, 10.0
1103, 43.0
1104, 13.0
1105, 49.5
1106, 10.0
1107, 23.5
1108, 44.0
1109, 50.0
1110, 11.0
1111, 7.0
1112, 81.5
1113, 23.5
1114, 13.5
1115, 68.0
1116, 9.0
1117, 39.0
1118, 33.5
1119, 16.0
1120, 16.5
1121, 9.0
1122, 51.5
1123, 21.5
1124, 24.0
1125, 32.0
1126, 9.5
1127, 10.5
1128, 29.0
1129, 9.5
1130, 39.5
1131, 61.5
1132, 10.0
1133, 64.0
1134, 45.0
1135, 31.5
1136, 14.0
1137, 26.0
1138, 71.0
1139, 57.0
1140, 53.0
1141, 69.0
1142, 11.0
1143, 11.5
1144, 69.0
1145, 8.0
1146, 20.0
1147, 8.0
1148, 51.5
1149, 11.0
1150, 19.5
1151, 9.5
1152, 49.5
1153, 12.0
1154, 70.5
1155, 18.5
1156, 42.5
1157, 21.5
1158, 31.5
1159, 66.0
1160, 44.0
1161, 7.5
1162, 27.5
1163, 63.5
1164, 76.0
1165, 45.5
1166, 16.0
1167, 42.5
1168, 17.0
1169, 7.0
1170, 14.0
1171, 48.5
1172, 16.5
1173, 57.5
1174, 51.5
1175, 7.5
1176, 17.5
1177, 46.5
1178, 63.5
1179, 53.5
1180, 11.0
1181, 75.5
1182, 74.0
1183, 35.5
1184, 11.0
1185, 16.0
1186, 63.0
1187, 16.5
1188, 11.0
1189, 43.0
1190, 8.0
1191, 46.5
1192, 13.0
1193, 29.5
1194, 15.5
1195, 16.0
1196, 50.0
1197, 16.5
1198, 8.0
1199, 16.5
1200, 11.5
1201, 65.5
1202, 39.0
1203, 70.0
1204, 23.5
1205, 41.0
1206, 15.5
1207, 23.0
1208, 10.5
1209, 73.5
1210, 45.5
1211, 37.0
1212, 60.0
1213, 24.0
1214, 56.5
1215, 45.0
1216, 69.5
1217, 18.0
1218, 14.5
1219, 71.0
1220, 47.0
1221, 74.5
1222, 8.0
1223, 53.5
1224, 64.0
1225, 15.0
1226, 54.5
1227, 59.5
1228, 7.5
1229, 71.0
1230, 33.5
1231, 7.0
1232, 10.5
1233, 17.0
1234, 9.5
1235, 48.5
1236, 22.5
1237, 33.0
1238, 44.5
1239, 68.0
1240, 62.0
1241, 8.5
1242, 35.5
1243, 44.0
1244, 66.0
1245, 50.5
1246, 75.5
1247, 8.5
1248, 13.0
1249, 7.5
1250, 28.0
1251, 8.5
1252, 19.5
1253, 17.0
1254, 14.0
1255, 34.5
1256, 11.0
1257, 16.0
1258, 16.0
1259, 22.0
1260, 12.0
1261, 24.5
1262, 61.5
1263, 16.5
1264, 8.5
1265, 36.5
1266, 66.5
1267, 38.5
1268, 9.0
1269, 34.0
1270, 11.5
1271, 13.5
1272, 14.0
1273, 9.5
1274, 72.0
1275, 52.0
1276, 62.0
1277, 9.0
1278, 15.0
1279, 15.0
1280, 45.5
1281, 10.5
1282, 13.0
1283, 35.0
1284, 14.0
1285, 10.5
1286, 76.5
1287, 10.5
1288, 37.0
1289, 75.5
1290, 17.0
1291, 9.5
1292, 10.0
1293, 11.0
1294, 13.0
1295, 7.5
1296, 39.5
1297, 54.5
1298, 52.5
1299, 59.0
1300, 10.0
1301, 12.5
1302, 35.0
1303, 70.0
1304, 56.5
1305, 29.0
1306, 24.0
1307, 12.5
1308, 75.0
1309, 47.5
1310, 64.5
1311, 59.0
1312, 73.0
1313, 17.5
1314, 10.0
1315, 10.5
1316, 8.5
1317, 10.0
1318, 61.5
1319, 47.5
1320, 9.5
1321, 68.0
1322, 28.5
1323, 71.0
1324, 14.5
1325, 9.0
1326, 34.0
1327, 12.5
1328, 56.5
1329, 53.0
1330, 13.0
1331, 15.5
1332, 71.0
1333, 55.0
1334, 47.5
1335, 13.5
1336, 32.0
1337, 26.0
1338, 14.5
1339, 10.5
1340, 42.5
1341, 71.5
1342, 7.5
1343, 13.5
1344, 11.5
1345, 8.0
1346, 11.5
1347, 35.0
1348, 82.0
1349, 7.5
1350, 36.0
1351, 48.0
1352, 64.0
1353, 8.0
1354, 55.5
1355, 68.5
1356, 59.5
1357, 50.0
1358, 28.0
1359, 38.5
1360, 19.0
1361, 27.5
1362, 73.5
1363, 42.5
1364, 38.5
1365, 12.5
1366, 52.0
1367, 11.5
1368, 73.5
1369, 8.0
1370, 16.0
1371, 49.5
1372, 39.0
1373, 67.5
1374, 45.0
1375, 58.5
1376, 15.5
1377, 17.5
1378, 30.0
1379, 46.0
1380, 16.5
1381, 7.0
1382, 13.5
1383, 79.5
1384, 49.5
1385, 8.0
1386, 17.0
1387, 17.0
1388, 11.0
1389, 29.5
1390, 11.0
1391, 70.5
1392, 62.0
1393, 17.0
1394, 18.0
1395, 12.5
1396, 11.5
1397, 7.0
1398, 58.5
1399, 68.0
1400, 16.0
1401, 44.0
1402, 56.5
1403, 8.0
1404, 44.0
1405, 74.0
1406, 48.0
1407, 8.0
1408, 14.5
1409, 12.0
1410, 70.0
1411, 73.5
1412, 24.0
1413, 7.5
1414, 33.0
1415, 48.5
1416, 11.5
1417, 77.5
1418, 67.0
1419, 50.0
1420, 14.0
1421, 72.0
1422, 36.0
1423, 10.0
1424, 15.0
1425, 15.0
1426, 65.5
1427, 10.5
1428, 25.5
1429, 46.0
1430, 63.0
1431, 45.5
1432, 11.0
1433, 42.5
1434, 67.5
1435, 43.5
1436, 61.5
1437, 15.0
1438, 34.5
1439, 10.5
1440, 46.0
1441, 11.0
1442, 12.5
1443, 13.0
1444, 15.5
1445, 15.5
1446, 65.5
1447, 13.5
1448, 83.5
1449, 51.5
1450, 9.0
1451, 8.0
1452, 56.5
1453, 12.0
1454, 8.0
1455, 66.5
1456, 40.0
1457, 43.5
1458, 17.0
1459, 16.5
1460, 56.0
1461, 8.0
1462, 9.5
1463, 16.0
1464, 47.0
1465, 13.5
1466, 7.0
1467, 8.5
1468, 10.5
1469, 26.5
1470, 38.0
1471, 9.5
1472, 61.5
1473, 67.0
1474, 39.0
1475, 75.5
1476, 10.5
1477, 13.0
1478, 24.5
1479, 13.5
1480, 20.0
1481, 71.5
1482, 57.5
1483, 74.5
1484, 16.5
1485, 13.0
1486, 31.5
1487, 14.0
1488, 11.5
1489, 69.5
1490, 47.5
1491, 14.0
1492, 44.5
1493, 25.0
1494, 66.0
1495, 17.0
1496, 15.5
1497, 13.5
1498, 16.5
1499, 61.0
1500, 13.5
1501, 9.0
1502, 8.0
1503, 16.0
1504, 75.0
1505, 45.0
1506, 62.5
1507, 24.0
1508, 31.5
1509, 20.0
1510, 7.5
1511, 18.0
1512, 19.5
1513, 21.5
1514, 14.5
1515, 37.5
1516, 8.0
1517, 8.5
1518, 76.5
1519, 8.5
1520, 11.0
1521, 21.0
1522, 21.0
1523, 15.5
1524, 8.0
1525, 64.5
1526, 16.0
1527, 12.5
1528, 75.0
1529, 43.0
1530, 48.0
1531, 26.5
1532, 12.5
1533, 65.5
1534, 72.0
1535, 66.5
1536, 16.5
1537, 15.5
1538, 11.5
1539, 50.5
1540, 42.0
1541, 49.0
1542, 13.0
1543, 25.0
1544, 7.5
1545, 39.0
1546, 58.0
1547, 9.5
1548, 76.0
1549, 34.5
1550, 77.0
1551, 12.0
1552, 15.0
1553, 21.0
1554, 61.5
1555, 75.0
1556, 42.5
1557, 40.0
1558, 27.0
1559, 36.0
1560, 16.5
1561, 60.0
1562, 35.5
1563, 76.0
1564, 42.5
1565, 33.0
1566, 8.0
1567, 19.5
1568, 8.5
1569, 34.5
1570, 48.0
1571, 65.5
1572, 50.0
1573, 16.5
1574, 37.5
1575, 53.5
1576, 15.5
1577, 51.0
1578, 30.5
1579, 59.0
1580, 60.0
1581, 14.5
1582, 8.0
1583, 15.0
1584, 59.5
1585, 11.0
1586, 64.0
1587, 19.5
1588, 74.0
1589, 12.5
1590, 51.0
1591, 75.5
1592, 64.0
1593, 14.0
1594, 47.0
1595, 11.5
1596, 7.5
1597, 76.0
1598, 8.5
1599, 24.0
1600, 10.5
1601, 12.0
1602, 28.0
1603, 17.0
1604, 37.0
1605, 17.0
1606, 10.5
1607, 65.0
1608, 19.5
1609, 50.0
1610, 60.0
1611, 56.5
1612, 71.0
1613, 24.5
1614, 30.0
1615, 53.0
1616, 77.0
1617, 62.5
1618, 35.0
1619, 27.5
1620, 9.5
1621, 8.0
1622, 33.5
1623, 46.0
1624, 14.5
1625, 39.5
1626, 11.5
1627, 28.5
1628, 16.0
1629, 10.0
1630, 14.0
1631, 12.5
1632, 52.5
1633, 47.0
1634, 13.0
1635, 39.0
1636, 43.0
1637, 14.0
1638, 72.0
1639, 58.0
1640, 29.5
1641, 61.0
1642, 15.5
1643, 44.0
1644, 9.0
1645, 83.0
1646, 26.0
1647, 55.5
1648, 51.0
1649, 11.0
1650, 21.0
1651, 12.5
1652, 15.0
1653, 7.5
1654, 14.0
1655, 14.0
1656, 17.0
1657, 9.5
1658, 12.0
1659, 10.0
1660, 7.5
1661, 13.5
1662, 55.5
1663, 25.0
1664, 16.5
1665, 52.0
1666, 40.5
1667, 13.0
1668, 19.5
1669, 65.0
1670, 39.5
1671, 14.5
1672, 65.5
1673, 70.0
1674, 42.5
1675, 10.5
1676, 9.0
1677, 73.0
1678, 10.0
1679, 60.5
1680, 21.0
1681, 75.5
1682, 24.5
1683, 16.0
1684, 21.0
1685, 11.0
1686, 59.0
1687, 14.5
1688, 16.0
1689, 10.5
1690, 47.0
1691, 36.0
1692, 63.5
1693, 15.5
1694, 8.0
1695, 71.0
1696, 8.0
1697, 42.0
1698, 7.5
1699, 47.5
1700, 31.5
1701, 13.5
1702, 59.5
1703, 15.0
1704, 9.0
1705, 11.0
1706, 55.5
1707, 20.0
1708, 36.0
1709, 8.5
1710, 14.0
1711, 27.5
1712, 61.0
1713, 52.5
1714, 34.0
1715, 50.5
1716, 22.5
1717, 13.0
1718, 14.5
1719, 53.5
1720, 25.5
1721, 13.0
1722, 16.0
1723, 60.0
1724, 14.5
1725, 69.0
1726, 10.0
1727, 22.0
1728, 16.0
1729, 33.5
1730, 10.0
1731, 16.0
1732, 14.0
1733, 7.5
1734, 27.5
1735, 11.5
1736, 72.0
1737, 16.0
1738, 62.0
1739, 35.5
1740, 13.5
1741, 76.0
1742, 28.5
1743, 44.5
1744, 22.5
1745, 16.5
1746, 7.5
1747, 18.5
1748, 11.0
1749, 11.5
1750, 61.0
1751, 20.5
1752, 9.0
1753, 9.0
1754, 10.0
1755, 29.0
1756, 18.0
1757, 8.5
1758, 43.5
1759, 8.5
1760, 23.0
1761, 74.0
1762, 38.5
1763, 25.5
1764, 15.5
1765, 16.5
1766, 63.5
1767, 14.0
1768, 46.5
1769, 14.5
1770, 32.5
1771, 57.0
1772, 48.5
1773, 54.0
1774, 36.0
1775, 16.0
1776, 10.5
1777, 7.0
1778, 45.5
1779, 48.0
1780, 16.0
1781, 15.0
1782, 11.5
1783, 14.0
1784, 7.5
1785, 8.0
1786, 12.5
1787, 8.5
1788, 49.0
1789, 71.0
1790, 12.5
1791, 30.5
1792, 62.5
1793, 8.0
1794, 71.0
1795, 10.0
1796, 12.0
1797, 16.5
1798, 9.0
1799, 11.0
1800, 12.0
1801, 55.5
1802, 74.0
1803, 7.0
1804, 53.5
1805, 36.0
1806, 28.0
1807, 15.5
1808, 73.0
1809, 18.5
1810, 10.0
1811, 14.0
1812, 57.0
1813, 13.0
1814, 24.0
1815, 16.0
1816, 34.0
1817, 34.5
1818, 57.5
1819, 23.0
1820, 28.5
1821, 10.5
1822, 41.0
1823, 17.0
1824, 16.5
1825, 38.0
1826, 16.5
1827, 47.0
1828, 9.5
1829, 16.0
1830, 68.5
1831, 39.5
1832, 7.0
1833, 7.5
1834, 9.0
1835, 43.0
1836, 45.0
1837, 27.5
1838, 36.0
1839, 56.0
1840, 71.5
1841, 41.5
1842, 7.5
1843, 16.0
1844, 28.5
1845, 9.5
1846, 33.0
1847, 42.5
1848, 49.5
1849, 11.5
1850, 17.0
1851, 46.5
1852, 68.0
1853, 66.0
1854, 24.0
1855, 36.5
1856, 14.0
1857, 17.0
1858, 23.0
1859, 11.0
1860, 47.0
1861, 46.5
1862, 59.0
1863, 9.0
1864, 14.5
1865, 14.0
1866, 61.0
1867, 22.0
1868, 35.0
1869, 16.5
1870, 50.0
1871, 59.0
