Packet, Sample offset, Latency (ms), Sample
-1, 0, 0.0, 0111 1110 0111 1110 
-1, 1, 0.001, 0000 0000 0000 0001 
-1, 61, 0.061, 0111 1110 0111 1110 
-1, 5034203, 5034.203, 0111 1110 1111 1110 
-1, 5034832, 5034.832, 0111 1110 0111 1110 
-1, 5035152, 5035.152, 0111 1110 1111 1110 
-1, 5035853, 5035.853, 0111 1110 0111 1110 
-1, 5036101, 5036.101, 0111 1110 1111 1110 
-1, 5036833, 5036.833, 0111 1110 0111 1110 
-1, 5037032, 5037.032, 0111 1110 1111 1110 
-1, 5037709, 5037.709, 0111 1110 0111 1110 
-1, 5037954, 5037.954, 0111 1110 1111 1110 
-1, 9931690, 9931.69, 0000 0000 0000 0000 
-1, 9935786, 9935.786, 0111 1110 1111 1110 
-1, 9946578, 9946.578, 0000 0000 0000 0000 
-1, 9954770, 9954.77, 0111 1110 1111 1110 
-2, 0, 0.0, 0111 1110 1111 1110 
-2, 1, 0.001, 0000 0000 1000 0001 
-2, 71, 0.071, 0111 1110 1111 1110 
-2, 3429194, 3429.194, 0000 0000 0000 0000 
-2, 3441482, 3441.482, 0111 1110 1111 1110 
