Packet, Sample offset, Latency (ms), [packet_received_bit][packet_created_bit][button_press_mirror_bit]
805, 25108, 25.108, 0000 0000 0000 0000 
805, 33300, 33.3, 1111 1110 1111 1110 
805, 35770, 35.77, 0000 0000 0000 0000 
805, 48058, 48.058, 1111 1110 1111 1110 
805, 48570, 48.57, 0000 0000 0000 0000 
805, 52666, 52.666, 1111 1110 1111 1110 
805, 55022, 55.022, 0000 0000 0000 0000 
805, 59118, 59.118, 1111 1110 1111 1110 
805, 62305, 62.305, 0000 0000 0000 0000 
805, 66401, 66.401, 1111 1110 1111 1110 
805, 68060, 68.06, 0111 1110 1111 1110 
805, 68855, 68.855, 1111 1110 1111 1110 
805, 69400, 69.4, 0000 0000 0000 0000 
806, 0, 0.0, 0111 1110 1111 1110 
806, 1, 0.001, 0000 0001 1000 0001 
806, 20, 0.02, 0000 0001 0000 0001 
806, 770, 0.77, 0111 1110 0111 1110 
806, 1970, 1.97, 0111 1110 1111 1110 
806, 2895, 2.895, 0000 0000 0000 0000 
806, 6991, 6.991, 0111 1110 0111 1110 
806, 9405, 9.405, 0000 0000 0000 0000 
806, 13501, 13.501, 0111 1110 0111 1110 
806, 21117, 21.117, 0000 0000 0000 0000 
806, 29309, 29.309, 0111 1110 0111 1110 
806, 31545, 31.545, 0000 0000 0000 0000 
806, 35641, 35.641, 0111 1110 0111 1110 
806, 35850, 35.85, 0000 0000 0000 0000 
806, 48138, 48.138, 0111 1110 0111 1110 
806, 48637, 48.637, 0000 0000 0000 0000 
806, 52733, 52.733, 0111 1110 0111 1110 
806, 54390, 54.39, 0000 0000 0000 0000 
806, 58486, 58.486, 0111 1110 0111 1110 
806, 60792, 60.792, 0000 0000 0000 0000 
807, 0, 0.0, 1111 1110 0111 1110 
807, 1, 0.001, 1000 0001 0000 0001 
807, 20, 0.02, 1000 0001 1000 0001 
807, 2850, 2.85, 1111 1110 1111 1110 
807, 3411, 3.411, 1111 1110 0111 1110 
807, 3970, 3.97, 0000 0000 0000 0000 
807, 8066, 8.066, 1111 1110 1111 1110 
807, 9440, 9.44, 0000 0000 0000 0000 
807, 13536, 13.536, 1111 1110 1111 1110 
807, 15905, 15.905, 0000 0000 0000 0000 
807, 32289, 32.289, 1111 1110 1111 1110 
807, 34254, 34.254, 0000 0000 0000 0000 
807, 38350, 38.35, 1111 1110 1111 1110 
807, 38422, 38.422, 0000 0000 0000 0000 
807, 42518, 42.518, 1111 1110 1111 1110 
807, 44039, 44.039, 0000 0000 0000 0000 
807, 48135, 48.135, 1111 1110 1111 1110 
807, 51945, 51.945, 0000 0000 0000 0000 
807, 56041, 56.041, 1111 1110 1111 1110 
807, 61638, 61.638, 0000 0000 0000 0000 
807, 65734, 65.734, 1111 1110 1111 1110 
807, 68758, 68.758, 0000 0000 0000 0000 
807, 72854, 72.854, 1111 1110 1111 1110 
807, 80321, 80.321, 0000 0000 0000 0000 
807, 84417, 84.417, 1111 1110 1111 1110 
807, 87395, 87.395, 0000 0000 0000 0000 
807, 91491, 91.491, 1111 1110 1111 1110 
807, 94298, 94.298, 0000 0000 0000 0000 
807, 98394, 98.394, 0111 1110 1111 1110 
807, 98507, 98.507, 1111 1110 1111 1110 
807, 99875, 99.875, 0111 1110 1111 1110 
807, 101876, 101.876, 0000 0000 0000 0000 
808, 0, 0.0, 0111 1110 1111 1110 
808, 1, 0.001, 0000 0001 1000 0001 
808, 19, 0.019, 0000 0001 0000 0001 
808, 482, 0.482, 0111 1110 0111 1110 
808, 1292, 1.292, 0111 1110 1111 1110 
808, 1884, 1.884, 0000 0000 0000 0000 
808, 5980, 5.98, 0111 1110 0111 1110 
808, 9891, 9.891, 0000 0000 0000 0000 
808, 30371, 30.371, 0111 1110 0111 1110 
808, 31894, 31.894, 0000 0000 0000 0000 
808, 35990, 35.99, 0111 1110 0111 1110 
808, 73750, 73.75, 0000 0000 0000 0000 
809, 0, 0.0, 1111 1110 0111 1110 
809, 1, 0.001, 1000 0001 0000 0001 
809, 20, 0.02, 1000 0001 1000 0001 
809, 922, 0.922, 1111 1110 1111 1110 
809, 2010, 2.01, 0111 1110 0111 1110 
809, 2723, 2.723, 0000 0000 0000 0000 
809, 6819, 6.819, 1111 1110 1111 1110 
809, 6834, 6.834, 0000 0000 0000 0000 
809, 10930, 10.93, 1111 1110 1111 1110 
809, 18712, 18.712, 0000 0000 0000 0000 
809, 26904, 26.904, 1111 1110 1111 1110 
809, 30651, 30.651, 0000 0000 0000 0000 
809, 34747, 34.747, 1111 1110 1111 1110 
809, 34829, 34.829, 0000 0000 0000 0000 
809, 38925, 38.925, 1111 1110 1111 1110 
809, 41358, 41.358, 0000 0000 0000 0000 
809, 45454, 45.454, 1111 1110 1111 1110 
809, 48765, 48.765, 0000 0000 0000 0000 
809, 52861, 52.861, 1111 1110 1111 1110 
809, 59717, 59.717, 0000 0000 0000 0000 
810, 0, 0.0, 0111 1110 1111 1110 
810, 1, 0.001, 0000 0001 1000 0001 
810, 20, 0.02, 0000 0001 0000 0001 
810, 305, 0.305, 0111 1110 0111 1110 
810, 1587, 1.587, 1111 1110 1111 1110 
810, 2390, 2.39, 0111 1110 0111 1110 
810, 4134, 4.134, 0000 0001 0000 0001 
810, 4401, 4.401, 0111 1110 0111 1110 
810, 5805, 5.805, 0000 0000 0000 0000 
810, 9901, 9.901, 0111 1110 0111 1110 
810, 11929, 11.929, 0000 0000 0000 0000 
810, 16025, 16.025, 0111 1110 0111 1110 
810, 22814, 22.814, 0000 0000 0000 0000 
810, 31006, 31.006, 0111 1110 0111 1110 
810, 32109, 32.109, 0000 0000 0000 0000 
810, 36205, 36.205, 0111 1110 0111 1110 
810, 36632, 36.632, 0000 0000 0000 0000 
810, 44824, 44.824, 0111 1110 0111 1110 
810, 54230, 54.23, 0000 0000 0000 0000 
810, 58326, 58.326, 0111 1110 0111 1110 
810, 60922, 60.922, 0000 0000 0000 0000 
810, 65018, 65.018, 0111 1110 0111 1110 
810, 71305, 71.305, 0000 0000 0000 0000 
810, 75401, 75.401, 0111 1110 0111 1110 
810, 76064, 76.064, 0000 0000 0000 0000 
811, 0, 0.0, 1111 1110 0111 1110 
811, 1, 0.001, 1000 0001 0000 0001 
811, 20, 0.02, 1000 0001 1000 0001 
811, 377, 0.377, 1111 1110 1111 1110 
811, 996, 0.996, 0111 1110 0111 1110 
811, 1406, 1.406, 1111 1110 1111 1110 
811, 3008, 3.008, 1111 1110 0111 1110 
811, 3214, 3.214, 0111 1110 0111 1110 
811, 3320, 3.32, 1111 1110 0111 1110 
811, 4097, 4.097, 1000 0001 0000 0001 
811, 4116, 4.116, 1000 0001 1000 0001 
811, 4121, 4.121, 1111 1110 1111 1110 
811, 6289, 6.289, 0000 0000 0000 0000 
811, 10385, 10.385, 1111 1110 1111 1110 
811, 15308, 15.308, 0000 0000 0000 0000 
811, 19404, 19.404, 1111 1110 1111 1110 
811, 22408, 22.408, 0000 0000 0000 0000 
811, 26504, 26.504, 1111 1110 1111 1110 
811, 28066, 28.066, 0000 0000 0000 0000 
811, 32162, 32.162, 1111 1110 1111 1110 
811, 33524, 33.524, 0000 0000 0000 0000 
811, 37620, 37.62, 1111 1110 1111 1110 
811, 40366, 40.366, 0000 0000 0000 0000 
811, 44462, 44.462, 1111 1110 1111 1110 
811, 46175, 46.175, 0000 0000 0000 0000 
811, 54367, 54.367, 1111 1110 1111 1110 
811, 55870, 55.87, 0000 0000 0000 0000 
812, 0, 0.0, 0111 1110 1111 1110 
812, 1, 0.001, 0000 0001 1000 0001 
812, 19, 0.019, 0000 0001 0000 0001 
812, 326, 0.326, 0111 1110 0111 1110 
812, 899, 0.899, 0111 1110 1111 1110 
812, 2200, 2.2, 0111 1110 0111 1110 
812, 13155, 13.155, 0000 0000 0000 0000 
812, 17251, 17.251, 0111 1110 0111 1110 
812, 23432, 23.432, 0000 0000 0000 0000 
812, 31624, 31.624, 0111 1110 0111 1110 
812, 34178, 34.178, 0000 0000 0000 0000 
812, 46466, 46.466, 0111 1110 0111 1110 
812, 52944, 52.944, 0000 0000 0000 0000 
813, 0, 0.0, 1111 1110 0111 1110 
813, 1, 0.001, 1000 0001 0000 0001 
813, 19, 0.019, 1000 0001 1000 0001 
813, 497, 0.497, 1111 1110 1111 1110 
813, 1934, 1.934, 1111 1110 0111 1110 
813, 1937, 1.937, 0111 1110 0111 1110 
813, 2160, 2.16, 1111 1110 0111 1110 
813, 2565, 2.565, 0000 0000 0000 0000 
813, 6661, 6.661, 1111 1110 1111 1110 
813, 7046, 7.046, 0000 0000 0000 0000 
813, 11142, 11.142, 1111 1110 1111 1110 
813, 20347, 20.347, 0000 0000 0000 0000 
813, 24443, 24.443, 1111 1110 1111 1110 
813, 25163, 25.163, 0000 0000 0000 0000 
813, 29259, 29.259, 1111 1110 1111 1110 
813, 35142, 35.142, 0000 0000 0000 0000 
813, 43334, 43.334, 1111 1110 1111 1110 
813, 45405, 45.405, 0000 0000 0000 0000 
813, 49501, 49.501, 1111 1110 1111 1110 
813, 50141, 50.141, 0000 0000 0000 0000 
814, 0, 0.0, 0111 1110 1111 1110 
814, 1, 0.001, 0000 0001 1000 0001 
814, 20, 0.02, 0000 0001 0000 0001 
814, 1285, 1.285, 0111 1110 0111 1110 
814, 2663, 2.663, 0111 1110 1111 1110 
814, 4096, 4.096, 0000 0000 0000 0000 
814, 12780, 12.78, 0111 1110 0111 1110 
814, 22126, 22.126, 0000 0000 0000 0000 
814, 30318, 30.318, 0111 1110 0111 1110 
814, 41147, 41.147, 0000 0000 0000 0000 
814, 45243, 45.243, 0111 1110 0111 1110 
814, 45479, 45.479, 0000 0000 0000 0000 
814, 49575, 49.575, 1111 1110 0111 1110 
814, 49768, 49.768, 0111 1110 0111 1110 
814, 50371, 50.371, 0000 0000 0000 0000 
815, 0, 0.0, 1000 0001 0000 0001 
815, 19, 0.019, 1000 0001 1000 0001 
815, 243, 0.243, 1111 1110 1111 1110 
815, 738, 0.738, 1111 1110 0111 1110 
815, 751, 0.751, 0111 1110 0111 1110 
815, 1153, 1.153, 1111 1110 1111 1110 
815, 2159, 2.159, 1111 1110 0111 1110 
815, 2474, 2.474, 0000 0000 0000 0000 
815, 6570, 6.57, 1111 1110 1111 1110 
815, 10889, 10.889, 0000 0000 0000 0000 
815, 19081, 19.081, 1111 1110 1111 1110 
815, 19705, 19.705, 0000 0000 0000 0000 
815, 23801, 23.801, 1111 1110 1111 1110 
815, 28314, 28.314, 0000 0000 0000 0000 
815, 40602, 40.602, 1111 1110 1111 1110 
815, 41351, 41.351, 0000 0000 0000 0000 
815, 45447, 45.447, 1111 1110 1111 1110 
815, 46029, 46.029, 0000 0000 0000 0000 
815, 50125, 50.125, 1111 1110 1111 1110 
815, 51686, 51.686, 0000 0000 0000 0000 
816, 0, 0.0, 0111 1110 1111 1110 
816, 1, 0.001, 0000 0001 1000 0001 
816, 20, 0.02, 0000 0001 0000 0001 
816, 581, 0.581, 0111 1110 0111 1110 
816, 2315, 2.315, 1111 1110 1111 1110 
816, 2610, 2.61, 0111 1110 1111 1110 
816, 2963, 2.963, 0111 1110 0111 1110 
816, 11806, 11.806, 0000 0000 0000 0000 
816, 15902, 15.902, 0111 1110 0111 1110 
816, 16197, 16.197, 0000 0000 0000 0000 
816, 20293, 20.293, 0111 1110 0111 1110 
816, 21984, 21.984, 0000 0000 0000 0000 
816, 26080, 26.08, 0111 1110 0111 1110 
816, 27673, 27.673, 0000 0000 0000 0000 
816, 31769, 31.769, 0111 1110 0111 1110 
816, 37364, 37.364, 0000 0000 0000 0000 
816, 45556, 45.556, 0111 1110 0111 1110 
816, 56457, 56.457, 0000 0000 0000 0000 
816, 60553, 60.553, 0111 1110 0111 1110 
816, 70105, 70.105, 0000 0000 0000 0000 
816, 74201, 74.201, 0111 1110 0111 1110 
816, 77894, 77.894, 0000 0000 0000 0000 
816, 81990, 81.99, 0111 1110 0111 1110 
816, 87706, 87.706, 0000 0000 0000 0000 
816, 95898, 95.898, 1111 1110 0111 1110 
816, 96004, 96.004, 0111 1110 0111 1110 
816, 96609, 96.609, 0000 0000 0000 0000 
817, 0, 0.0, 1111 1110 0111 1110 
817, 1, 0.001, 1000 0001 0000 0001 
817, 36, 0.036, 1000 0001 1000 0001 
817, 297, 0.297, 1111 1110 1111 1110 
817, 891, 0.891, 1111 1110 0111 1110 
817, 1299, 1.299, 1111 1110 1111 1110 
817, 3288, 3.288, 1111 1110 0111 1110 
817, 4097, 4.097, 1000 0001 0000 0001 
817, 4132, 4.132, 1000 0001 1000 0001 
817, 4393, 4.393, 1111 1110 1111 1110 
817, 4511, 4.511, 0000 0000 0000 0000 
817, 8607, 8.607, 1111 1110 1111 1110 
817, 10077, 10.077, 0000 0000 0000 0000 
817, 14173, 14.173, 1111 1110 1111 1110 
817, 18931, 18.931, 0000 0000 0000 0000 
817, 31219, 31.219, 0111 1110 1111 1110 
817, 34331, 34.331, 0000 0000 0000 0000 
818, 0, 0.0, 0111 1110 1111 1110 
818, 1, 0.001, 0000 0001 1000 0001 
818, 20, 0.02, 0000 0001 0000 0001 
818, 190, 0.19, 0111 1110 0111 1110 
818, 1368, 1.368, 0111 1110 1111 1110 
818, 1781, 1.781, 0111 1110 0111 1110 
818, 5657, 5.657, 0000 0000 0000 0000 
818, 9753, 9.753, 0111 1110 0111 1110 
818, 12376, 12.376, 0000 0000 0000 0000 
818, 16472, 16.472, 0111 1110 0111 1110 
818, 17133, 17.133, 0000 0000 0000 0000 
818, 21229, 21.229, 0111 1110 0111 1110 
818, 21863, 21.863, 0000 0000 0000 0000 
818, 25959, 25.959, 0111 1110 0111 1110 
818, 27481, 27.481, 0000 0000 0000 0000 
818, 31577, 31.577, 0111 1110 0111 1110 
818, 38913, 38.913, 0000 0000 0000 0000 
818, 43009, 43.009, 0111 1110 0111 1110 
818, 48210, 48.21, 0000 0000 0000 0000 
818, 60498, 60.498, 1111 1110 0111 1110 
818, 61465, 61.465, 0000 0000 0000 0000 
819, 0, 0.0, 1111 1110 0111 1110 
819, 1, 0.001, 1000 0001 0000 0001 
819, 19, 0.019, 1000 0001 1000 0001 
819, 187, 0.187, 1111 1110 1111 1110 
819, 1073, 1.073, 1111 1110 0111 1110 
819, 1883, 1.883, 0000 0000 0000 0000 
819, 14171, 14.171, 1111 1110 1111 1110 
819, 14238, 14.238, 0000 0000 0000 0000 
819, 18334, 18.334, 1111 1110 1111 1110 
819, 20494, 20.494, 0000 0000 0000 0000 
819, 24590, 24.59, 1111 1110 1111 1110 
819, 25086, 25.086, 0000 0000 0000 0000 
819, 33278, 33.278, 1111 1110 1111 1110 
819, 58360, 58.36, 0000 0000 0000 0000 
819, 62456, 62.456, 1111 1110 1111 1110 
819, 63357, 63.357, 0000 0000 0000 0000 
820, 0, 0.0, 0111 1110 1111 1110 
820, 1, 0.001, 0000 0001 1000 0001 
820, 20, 0.02, 0000 0001 0000 0001 
820, 177, 0.177, 0111 1110 0111 1110 
820, 1689, 1.689, 0111 1110 1111 1110 
820, 2002, 2.002, 0111 1110 0111 1110 
820, 8569, 8.569, 0000 0000 0000 0000 
820, 12665, 12.665, 0111 1110 0111 1110 
820, 17154, 17.154, 0000 0000 0000 0000 
820, 25346, 25.346, 0111 1110 0111 1110 
820, 28691, 28.691, 0000 0000 0000 0000 
820, 32787, 32.787, 0111 1110 0111 1110 
820, 34446, 34.446, 0000 0000 0000 0000 
820, 38542, 38.542, 0111 1110 0111 1110 
820, 40387, 40.387, 0000 0000 0000 0000 
820, 44483, 44.483, 0111 1110 0111 1110 
820, 49573, 49.573, 0000 0000 0000 0000 
820, 61861, 61.861, 0111 1110 0111 1110 
820, 65419, 65.419, 0000 0000 0000 0000 
821, 0, 0.0, 1111 1110 0111 1110 
821, 1, 0.001, 1000 0001 0000 0001 
821, 20, 0.02, 1000 0001 1000 0001 
821, 283, 0.283, 1111 1110 1111 1110 
821, 1778, 1.778, 1111 1110 0111 1110 
821, 3884, 3.884, 1111 1110 1111 1110 
821, 6279, 6.279, 0000 0000 0000 0000 
821, 10375, 10.375, 1111 1110 1111 1110 
821, 13972, 13.972, 0000 0000 0000 0000 
821, 18068, 18.068, 1111 1110 1111 1110 
821, 20731, 20.731, 0000 0000 0000 0000 
821, 33019, 33.019, 1111 1110 1111 1110 
821, 38254, 38.254, 0000 0000 0000 0000 
821, 42350, 42.35, 1111 1110 1111 1110 
821, 44763, 44.763, 0000 0000 0000 0000 
821, 48859, 48.859, 1111 1110 1111 1110 
821, 55116, 55.116, 0000 0000 0000 0000 
821, 59212, 59.212, 1111 1110 1111 1110 
821, 62674, 62.674, 0000 0000 0000 0000 
822, 0, 0.0, 0111 1110 1111 1110 
822, 1, 0.001, 0000 0001 1000 0001 
822, 20, 0.02, 0000 0001 0000 0001 
822, 611, 0.611, 0111 1110 0111 1110 
822, 1253, 1.253, 1111 1110 1111 1110 
822, 1971, 1.971, 0111 1110 1111 1110 
822, 2513, 2.513, 0000 0000 0000 0000 
822, 6609, 6.609, 0111 1110 0111 1110 
822, 9055, 9.055, 0000 0000 0000 0000 
822, 13151, 13.151, 0111 1110 0111 1110 
822, 14709, 14.709, 0000 0000 0000 0000 
822, 18805, 18.805, 0111 1110 0111 1110 
822, 21221, 21.221, 0000 0000 0000 0000 
822, 29413, 29.413, 0111 1110 0111 1110 
822, 30903, 30.903, 0000 0000 0000 0000 
822, 39095, 39.095, 0111 1110 0111 1110 
822, 42283, 42.283, 0000 0000 0000 0000 
822, 50475, 50.475, 0111 1110 0111 1110 
822, 63145, 63.145, 0000 0000 0000 0000 
822, 67241, 67.241, 0111 1110 0111 1110 
822, 68226, 68.226, 0000 0000 0000 0000 
822, 72322, 72.322, 1111 1110 0111 1110 
822, 73168, 73.168, 0111 1110 0111 1110 
822, 73794, 73.794, 0000 0000 0000 0000 
823, 0, 0.0, 1000 0001 1000 0001 
823, 114, 0.114, 1111 1110 1111 1110 
823, 567, 0.567, 1000 0001 1000 0001 
823, 4096, 4.096, 0000 0000 0000 0000 
823, 9120, 9.12, 1111 1110 1111 1110 
823, 15285, 15.285, 0000 0000 0000 0000 
823, 27573, 27.573, 1111 1110 1111 1110 
823, 29910, 29.91, 0000 0000 0000 0000 
823, 38102, 38.102, 1111 1110 1111 1110 
823, 41412, 41.412, 0000 0000 0000 0000 
824, 0, 0.0, 0000 0001 1000 0001 
824, 19, 0.019, 0000 0001 0000 0001 
824, 233, 0.233, 0111 1110 0111 1110 
824, 904, 0.904, 0111 1110 1111 1110 
824, 1227, 1.227, 0111 1110 0111 1110 
824, 3546, 3.546, 0111 1110 1111 1110 
824, 4096, 4.096, 0000 0001 1000 0001 
824, 4102, 4.102, 0111 1110 0111 1110 
824, 26427, 26.427, 0000 0000 0000 0000 
824, 30523, 30.523, 0111 1110 0111 1110 
824, 31971, 31.971, 0000 0000 0000 0000 
824, 36067, 36.067, 0111 1110 0111 1110 
824, 48904, 48.904, 0000 0000 0000 0000 
824, 53000, 53.0, 0111 1110 0111 1110 
824, 56111, 56.111, 0000 0000 0000 0000 
825, 0, 0.0, 1111 1110 0111 1110 
825, 1, 0.001, 1000 0001 0000 0001 
825, 19, 0.019, 1000 0001 1000 0001 
825, 177, 0.177, 1111 1110 1111 1110 
825, 545, 0.545, 0111 1110 0111 1110 
825, 866, 0.866, 1111 1110 0111 1110 
825, 891, 0.891, 0000 0000 0000 0000 
825, 4987, 4.987, 1111 1110 1111 1110 
825, 5883, 5.883, 0000 0000 0000 0000 
825, 9979, 9.979, 1111 1110 1111 1110 
825, 17034, 17.034, 0000 0000 0000 0000 
825, 21130, 21.13, 1111 1110 1111 1110 
825, 21306, 21.306, 0000 0000 0000 0000 
825, 25402, 25.402, 1111 1110 1111 1110 
825, 25775, 25.775, 0000 0000 0000 0000 
825, 29871, 29.871, 1111 1110 1111 1110 
825, 41455, 41.455, 0000 0000 0000 0000 
825, 45551, 45.551, 1111 1110 1111 1110 
825, 46710, 46.71, 0000 0000 0000 0000 
825, 50806, 50.806, 1111 1110 1111 1110 
825, 54399, 54.399, 0000 0000 0000 0000 
825, 58495, 58.495, 1111 1110 1111 1110 
825, 66594, 66.594, 0000 0000 0000 0000 
825, 70690, 70.69, 1111 1110 1111 1110 
825, 73536, 73.536, 0111 1110 1111 1110 
825, 74167, 74.167, 1111 1110 1111 1110 
825, 75147, 75.147, 0000 0000 0000 0000 
826, 0, 0.0, 0111 1110 1111 1110 
826, 1, 0.001, 0000 0001 1000 0001 
826, 20, 0.02, 0000 0001 0000 0001 
826, 423, 0.423, 0111 1110 0111 1110 
826, 962, 0.962, 0111 1110 1111 1110 
826, 1238, 1.238, 0111 1110 0111 1110 
826, 1967, 1.967, 0111 1110 1111 1110 
826, 2341, 2.341, 0111 1110 0111 1110 
826, 4014, 4.014, 0111 1110 1111 1110 
826, 4015, 4.015, 0111 1110 0111 1110 
826, 4017, 4.017, 0111 1110 1111 1110 
826, 4097, 4.097, 0000 0001 1000 0001 
826, 4116, 4.116, 0000 0001 0000 0001 
826, 4519, 4.519, 0111 1110 0111 1110 
826, 12743, 12.743, 0000 0000 0000 0000 
826, 16839, 16.839, 0111 1110 0111 1110 
826, 19186, 19.186, 0000 0000 0000 0000 
826, 23282, 23.282, 0111 1110 0111 1110 
826, 24404, 24.404, 0000 0000 0000 0000 
826, 28500, 28.5, 0111 1110 0111 1110 
826, 32127, 32.127, 0000 0000 0000 0000 
826, 40319, 40.319, 0111 1110 0111 1110 
826, 40894, 40.894, 0000 0000 0000 0000 
826, 44990, 44.99, 0111 1110 0111 1110 
826, 49868, 49.868, 0000 0000 0000 0000 
826, 58060, 58.06, 0111 1110 0111 1110 
826, 68120, 68.12, 1111 1110 0111 1110 
826, 68877, 68.877, 0111 1110 0111 1110 
826, 69491, 69.491, 0000 0000 0000 0000 
827, 0, 0.0, 1111 1110 0111 1110 
827, 1, 0.001, 1000 0001 0000 0001 
827, 20, 0.02, 1000 0001 1000 0001 
827, 1677, 1.677, 1111 1110 1111 1110 
827, 3453, 3.453, 1111 1110 0111 1110 
827, 4096, 4.096, 0000 0000 0000 0000 
827, 4183, 4.183, 1111 1110 1111 1110 
827, 7347, 7.347, 0000 0000 0000 0000 
827, 15539, 15.539, 1111 1110 1111 1110 
827, 30616, 30.616, 0000 0000 0000 0000 
827, 34712, 34.712, 1111 1110 1111 1110 
827, 41751, 41.751, 0000 0000 0000 0000 
827, 45847, 45.847, 1111 1110 1111 1110 
827, 52635, 52.635, 0000 0000 0000 0000 
827, 56731, 56.731, 1111 1110 1111 1110 
827, 69918, 69.918, 0000 0000 0000 0000 
828, 0, 0.0, 0111 1110 1111 1110 
828, 1, 0.001, 0000 0001 1000 0001 
828, 19, 0.019, 0000 0001 0000 0001 
828, 946, 0.946, 0111 1110 0111 1110 
828, 2263, 2.263, 0111 1110 1111 1110 
828, 2879, 2.879, 0111 1110 0111 1110 
828, 4075, 4.075, 0111 1110 1111 1110 
828, 4097, 4.097, 0000 0001 1000 0001 
828, 4115, 4.115, 0000 0001 0000 0001 
828, 5042, 5.042, 0111 1110 0111 1110 
828, 6014, 6.014, 0000 0000 0000 0000 
828, 10110, 10.11, 0111 1110 0111 1110 
828, 11211, 11.211, 0000 0000 0000 0000 
828, 15307, 15.307, 0111 1110 0111 1110 
828, 16207, 16.207, 0000 0000 0000 0000 
828, 20303, 20.303, 0111 1110 0111 1110 
828, 21649, 21.649, 0000 0000 0000 0000 
828, 29841, 29.841, 0111 1110 0111 1110 
828, 30291, 30.291, 0000 0000 0000 0000 
828, 34387, 34.387, 0111 1110 0111 1110 
828, 35626, 35.626, 0000 0000 0000 0000 
828, 39722, 39.722, 0111 1110 0111 1110 
828, 46308, 46.308, 0000 0000 0000 0000 
828, 50404, 50.404, 0111 1110 0111 1110 
828, 50461, 50.461, 0000 0000 0000 0000 
828, 54557, 54.557, 0111 1110 0111 1110 
828, 54756, 54.756, 0000 0000 0000 0000 
828, 58852, 58.852, 0111 1110 0111 1110 
828, 60461, 60.461, 0000 0000 0000 0000 
828, 64557, 64.557, 0111 1110 0111 1110 
828, 68003, 68.003, 0000 0000 0000 0000 
829, 0, 0.0, 1000 0001 1000 0001 
829, 1349, 1.349, 1111 1110 1111 1110 
829, 1874, 1.874, 1000 0001 1000 0001 
829, 4096, 4.096, 0000 0000 0000 0000 
829, 6350, 6.35, 1111 1110 1111 1110 
829, 9530, 9.53, 1000 0001 1000 0001 
829, 9541, 9.541, 1111 1110 1111 1110 
829, 10209, 10.209, 0000 0000 0000 0000 
829, 14305, 14.305, 1111 1110 1111 1110 
829, 15207, 15.207, 0000 0000 0000 0000 
829, 27495, 27.495, 1111 1110 1111 1110 
829, 27974, 27.974, 0000 0000 0000 0000 
829, 32070, 32.07, 1111 1110 1111 1110 
829, 39986, 39.986, 0000 0000 0000 0000 
829, 44082, 44.082, 1111 1110 1111 1110 
829, 49011, 49.011, 0000 0000 0000 0000 
829, 53107, 53.107, 1111 1110 1111 1110 
829, 56615, 56.615, 0000 0000 0000 0000 
829, 60711, 60.711, 1111 1110 1111 1110 
829, 62349, 62.349, 0000 0000 0000 0000 
830, 0, 0.0, 0111 1110 1111 1110 
830, 1, 0.001, 0000 0001 1000 0001 
830, 19, 0.019, 0000 0001 0000 0001 
830, 537, 0.537, 0111 1110 0111 1110 
830, 1030, 1.03, 0111 1110 1111 1110 
830, 2470, 2.47, 0111 1110 0111 1110 
830, 3456, 3.456, 0111 1110 1111 1110 
830, 3781, 3.781, 0111 1110 0111 1110 
830, 13753, 13.753, 0000 0000 0000 0000 
830, 21945, 21.945, 0111 1110 0111 1110 
830, 24718, 24.718, 0000 0000 0000 0000 
830, 32910, 32.91, 0111 1110 0111 1110 
830, 34558, 34.558, 0000 0000 0000 0000 
830, 38654, 38.654, 0111 1110 0111 1110 
830, 50968, 50.968, 0000 0000 0000 0000 
830, 55064, 55.064, 0111 1110 0111 1110 
830, 59428, 59.428, 0000 0000 0000 0000 
830, 63524, 63.524, 0111 1110 0111 1110 
830, 67805, 67.805, 0000 0000 0000 0000 
830, 71901, 71.901, 0111 1110 0111 1110 
830, 74800, 74.8, 0000 0000 0000 0000 
831, 0, 0.0, 1111 1110 0111 1110 
831, 1, 0.001, 1000 0001 0000 0001 
831, 19, 0.019, 1000 0001 1000 0001 
831, 154, 0.154, 1111 1110 1111 1110 
831, 601, 0.601, 1111 1110 0111 1110 
831, 1522, 1.522, 0111 1110 0111 1110 
831, 1694, 1.694, 0000 0000 0000 0000 
831, 9886, 9.886, 1111 1110 1111 1110 
831, 15911, 15.911, 0000 0000 0000 0000 
831, 20007, 20.007, 1111 1110 1111 1110 
831, 25390, 25.39, 0000 0000 0000 0000 
831, 29486, 29.486, 1111 1110 1111 1110 
831, 40431, 40.431, 0000 0000 0000 0000 
831, 44527, 44.527, 1111 1110 1111 1110 
831, 49511, 49.511, 0000 0000 0000 0000 
831, 53607, 53.607, 1111 1110 1111 1110 
831, 57005, 57.005, 0000 0000 0000 0000 
831, 61101, 61.101, 1111 1110 1111 1110 
831, 61355, 61.355, 0000 0000 0000 0000 
831, 65451, 65.451, 1111 1110 1111 1110 
831, 66189, 66.189, 0000 0000 0000 0000 
832, 0, 0.0, 0111 1110 1111 1110 
832, 1, 0.001, 0000 0001 1000 0001 
832, 20, 0.02, 0000 0001 0000 0001 
832, 264, 0.264, 0111 1110 0111 1110 
832, 3742, 3.742, 0111 1110 1111 1110 
832, 4096, 4.096, 0000 0000 0000 0000 
832, 4173, 4.173, 0111 1110 0111 1110 
832, 9741, 9.741, 0000 0000 0000 0000 
832, 13837, 13.837, 0111 1110 0111 1110 
832, 14761, 14.761, 0000 0000 0000 0000 
832, 22953, 22.953, 0111 1110 0111 1110 
832, 23752, 23.752, 0000 0000 0000 0000 
