Packet, Sample offset, Latency (ms), [packet_received_bit][packet_created_bit][button_press_mirror_bit]
66, 4097, 4.097, 0000 0001 0000 0001 
66, 4116, 4.116, 0000 0001 1000 0001 
66, 4221, 4.221, 0111 1110 1111 1110 
66, 67283, 67.283, 0000 0000 0000 0000 
67, 0, 0.0, 1111 1110 1111 1110 
67, 1, 0.001, 1000 0001 1000 0001 
67, 19, 0.019, 1000 0001 0000 0001 
67, 152, 0.152, 1111 1110 0111 1110 
67, 541, 0.541, 0111 1110 1111 1110 
67, 946, 0.946, 1111 1110 0111 1110 
67, 1892, 1.892, 1111 1110 1111 1110 
67, 2105, 2.105, 0111 1110 1111 1110 
67, 2156, 2.156, 1111 1110 0111 1110 
67, 3101, 3.101, 0111 1110 1111 1110 
67, 3289, 3.289, 1111 1110 0111 1110 
67, 4065, 4.065, 1111 1110 1111 1110 
67, 4097, 4.097, 1000 0001 1000 0001 
67, 4115, 4.115, 1000 0001 0000 0001 
67, 4248, 4.248, 1111 1110 0111 1110 
67, 29741, 29.741, 0000 0000 0000 0000 
67, 33837, 33.837, 1111 1110 0111 1110 
67, 34565, 34.565, 0000 0000 0000 0000 
67, 38661, 38.661, 1111 1110 0111 1110 
67, 38889, 38.889, 0000 0000 0000 0000 
67, 42985, 42.985, 1111 1110 0111 1110 
67, 43370, 43.37, 0000 0000 0000 0000 
67, 59754, 59.754, 1111 1110 0111 1110 
67, 68251, 68.251, 0000 0000 0000 0000 
67, 72347, 72.347, 1111 1110 0111 1110 
67, 80815, 80.815, 0000 0000 0000 0000 
67, 89007, 89.007, 0111 1110 0111 1110 
67, 92112, 92.112, 0000 0000 0000 0000 
68, 0, 0.0, 0111 1110 0111 1110 
68, 1, 0.001, 0000 0001 0000 0001 
68, 20, 0.02, 0000 0001 1000 0001 
68, 446, 0.446, 0111 1110 1111 1110 
68, 1265, 1.265, 0111 1110 0111 1110 
68, 3858, 3.858, 0000 0000 0000 0000 
68, 12050, 12.05, 0111 1110 1111 1110 
68, 15468, 15.468, 0000 0000 0000 0000 
68, 23660, 23.66, 0111 1110 1111 1110 
68, 27119, 27.119, 0000 0000 0000 0000 
68, 35311, 35.311, 0111 1110 1111 1110 
68, 35689, 35.689, 0000 0000 0000 0000 
68, 47977, 47.977, 0111 1110 1111 1110 
68, 50910, 50.91, 1111 1110 1111 1110 
68, 51059, 51.059, 0111 1110 1111 1110 
68, 51454, 51.454, 0000 0000 0000 0000 
69, 0, 0.0, 1111 1110 0111 1110 
69, 749, 0.749, 1000 0001 0000 0001 
69, 3940, 3.94, 1111 1110 0111 1110 
69, 4096, 4.096, 0000 0000 0000 0000 
69, 5793, 5.793, 1111 1110 0111 1110 
69, 6884, 6.884, 1000 0001 0000 0001 
69, 7195, 7.195, 1111 1110 0111 1110 
69, 12210, 12.21, 0000 0000 0000 0000 
69, 32690, 32.69, 1111 1110 0111 1110 
69, 38333, 38.333, 0000 0000 0000 0000 
69, 50621, 50.621, 1111 1110 0111 1110 
69, 51573, 51.573, 0000 0000 0000 0000 
69, 55669, 55.669, 1111 1110 0111 1110 
69, 58364, 58.364, 0000 0000 0000 0000 
69, 66556, 66.556, 1111 1110 0111 1110 
69, 69843, 69.843, 0000 0000 0000 0000 
70, 0, 0.0, 0111 1110 0111 1110 
70, 1, 0.001, 0000 0001 0000 0001 
70, 36, 0.036, 0000 0001 1000 0001 
70, 206, 0.206, 0111 1110 1111 1110 
70, 608, 0.608, 0111 1110 0111 1110 
70, 981, 0.981, 0111 1110 1111 1110 
70, 1928, 1.928, 0111 1110 0111 1110 
70, 2187, 2.187, 0111 1110 1111 1110 
70, 3141, 3.141, 0111 1110 0111 1110 
70, 3338, 3.338, 0111 1110 1111 1110 
70, 4042, 4.042, 0111 1110 0111 1110 
70, 4097, 4.097, 0000 0001 0000 0001 
70, 4132, 4.132, 0000 0001 1000 0001 
70, 4302, 4.302, 0111 1110 1111 1110 
70, 22879, 22.879, 0000 0000 0000 0000 
70, 26975, 26.975, 0111 1110 1111 1110 
70, 30661, 30.661, 0000 0000 0000 0000 
70, 38853, 38.853, 0111 1110 1111 1110 
70, 42141, 42.141, 0000 0000 0000 0000 
70, 50333, 50.333, 0111 1110 1111 1110 
70, 55504, 55.504, 0000 0000 0000 0000 
70, 63696, 63.696, 0111 1110 1111 1110 
70, 67505, 67.505, 0000 0000 0000 0000 
70, 83889, 83.889, 0111 1110 1111 1110 
70, 85940, 85.94, 0000 0000 0000 0000 
71, 0, 0.0, 1111 1110 1111 1110 
71, 1, 0.001, 1000 0001 1000 0001 
71, 20, 0.02, 1000 0001 0000 0001 
71, 241, 0.241, 1111 1110 0111 1110 
71, 941, 0.941, 1111 1110 1111 1110 
71, 2363, 2.363, 0000 0000 0000 0000 
71, 10555, 10.555, 1111 1110 0111 1110 
71, 10725, 10.725, 0000 0000 0000 0000 
71, 14821, 14.821, 1111 1110 0111 1110 
71, 15192, 15.192, 0000 0000 0000 0000 
71, 23384, 23.384, 1111 1110 0111 1110 
71, 24945, 24.945, 0000 0000 0000 0000 
71, 37233, 37.233, 1111 1110 0111 1110 
71, 37990, 37.99, 0000 0000 0000 0000 
71, 46182, 46.182, 1111 1110 0111 1110 
71, 50780, 50.78, 0000 0000 0000 0000 
71, 58972, 58.972, 1111 1110 0111 1110 
71, 63342, 63.342, 0000 0000 0000 0000 
71, 71534, 71.534, 1111 1110 0111 1110 
71, 76222, 76.222, 0000 0000 0000 0000 
71, 80318, 80.318, 1111 1110 0111 1110 
71, 84305, 84.305, 0000 0000 0000 0000 
71, 88401, 88.401, 1111 1110 0111 1110 
71, 164840, 164.84, 0111 1110 0111 1110 
71, 165075, 165.075, 1111 1110 0111 1110 
71, 165276, 165.276, 0000 0000 0000 0000 
72, 0, 0.0, 0111 1110 1111 1110 
72, 4096, 4.096, 0000 0000 0000 0000 
72, 11489, 11.489, 0111 1110 1111 1110 
72, 16672, 16.672, 0000 0000 0000 0000 
72, 33056, 33.056, 0111 1110 1111 1110 
72, 33615, 33.615, 0000 0000 0000 0000 
72, 37711, 37.711, 0111 1110 1111 1110 
72, 57469, 57.469, 0000 0000 0000 0000 
72, 65661, 65.661, 0111 1110 1111 1110 
72, 70670, 70.67, 0000 0000 0000 0000 
72, 87054, 87.054, 0111 1110 1111 1110 
72, 381292, 381.292, 1111 1110 1111 1110 
72, 381589, 381.589, 0111 1110 1111 1110 
72, 381914, 381.914, 0000 0000 0000 0000 
73, 0, 0.0, 1111 1110 0111 1110 
73, 891, 0.891, 1000 0001 0000 0001 
73, 3768, 3.768, 1111 1110 0111 1110 
73, 4096, 4.096, 0000 0000 0000 0000 
73, 9551, 9.551, 1111 1110 0111 1110 
73, 26022, 26.022, 0000 0000 0000 0000 
73, 30118, 30.118, 1111 1110 0111 1110 
73, 62031, 62.031, 0000 0000 0000 0000 
73, 74319, 74.319, 1111 1110 0111 1110 
73, 74523, 74.523, 0000 0000 0000 0000 
73, 82715, 82.715, 1111 1110 0111 1110 
73, 95534, 95.534, 0000 0000 0000 0000 
74, 0, 0.0, 0111 1110 0111 1110 
74, 1, 0.001, 0000 0001 0000 0001 
74, 20, 0.02, 0000 0001 1000 0001 
74, 126, 0.126, 0111 1110 1111 1110 
74, 463, 0.463, 1111 1110 0111 1110 
74, 780, 0.78, 0111 1110 1111 1110 
74, 1535, 1.535, 1111 1110 0111 1110 
74, 1826, 1.826, 0111 1110 1111 1110 
74, 2697, 2.697, 1111 1110 0111 1110 
74, 2933, 2.933, 0111 1110 1111 1110 
74, 3639, 3.639, 0111 1110 0111 1110 
74, 4022, 4.022, 0111 1110 1111 1110 
74, 23899, 23.899, 0000 0000 0000 0000 
74, 27995, 27.995, 0111 1110 1111 1110 
74, 28129, 28.129, 0000 0000 0000 0000 
74, 32225, 32.225, 0111 1110 1111 1110 
74, 32809, 32.809, 0000 0000 0000 0000 
74, 45097, 45.097, 0111 1110 1111 1110 
74, 55891, 55.891, 0000 0000 0000 0000 
74, 59987, 59.987, 0111 1110 1111 1110 
74, 62129, 62.129, 0000 0000 0000 0000 
74, 66225, 66.225, 0111 1110 1111 1110 
74, 73592, 73.592, 0000 0000 0000 0000 
74, 89976, 89.976, 1111 1110 1111 1110 
74, 90207, 90.207, 0000 0000 0000 0000 
75, 0, 0.0, 1111 1110 1111 1110 
75, 1, 0.001, 1000 0001 1000 0001 
75, 32, 0.032, 1000 0001 0000 0001 
75, 198, 0.198, 1111 1110 0111 1110 
75, 889, 0.889, 1111 1110 1111 1110 
75, 1217, 1.217, 1111 1110 0111 1110 
75, 2080, 2.08, 1111 1110 1111 1110 
75, 2382, 2.382, 1111 1110 0111 1110 
75, 3100, 3.1, 1111 1110 1111 1110 
75, 3502, 3.502, 1111 1110 0111 1110 
75, 14790, 14.79, 0000 0000 0000 0000 
75, 31174, 31.174, 1111 1110 0111 1110 
75, 31185, 31.185, 0000 0000 0000 0000 
75, 35281, 35.281, 1111 1110 0111 1110 
75, 36662, 36.662, 0000 0000 0000 0000 
75, 40758, 40.758, 1111 1110 0111 1110 
75, 43195, 43.195, 0000 0000 0000 0000 
75, 51387, 51.387, 1111 1110 0111 1110 
75, 54541, 54.541, 0000 0000 0000 0000 
75, 66829, 66.829, 0111 1110 0111 1110 
75, 67563, 67.563, 1111 1110 0111 1110 
75, 67851, 67.851, 0000 0000 0000 0000 
76, 0, 0.0, 0111 1110 0111 1110 
76, 1, 0.001, 0000 0001 0000 0001 
76, 20, 0.02, 0000 0001 1000 0001 
76, 241, 0.241, 0111 1110 1111 1110 
76, 684, 0.684, 0111 1110 0111 1110 
76, 1175, 1.175, 0111 1110 1111 1110 
76, 2139, 2.139, 0111 1110 0111 1110 
76, 2430, 2.43, 0111 1110 1111 1110 
76, 8966, 8.966, 0000 0000 0000 0000 
76, 21254, 21.254, 0111 1110 1111 1110 
76, 24537, 24.537, 0000 0000 0000 0000 
76, 32729, 32.729, 0111 1110 1111 1110 
76, 34051, 34.051, 0000 0000 0000 0000 
76, 42243, 42.243, 0111 1110 1111 1110 
76, 43594, 43.594, 0000 0000 0000 0000 
76, 47690, 47.69, 0111 1110 1111 1110 
76, 51414, 51.414, 0000 0000 0000 0000 
76, 63702, 63.702, 1111 1110 1111 1110 
76, 65398, 65.398, 0111 1110 1111 1110 
76, 66871, 66.871, 0000 0000 0000 0000 
77, 0, 0.0, 1111 1110 1111 1110 
77, 1, 0.001, 1000 0001 1000 0001 
77, 20, 0.02, 1000 0001 0000 0001 
77, 156, 0.156, 1111 1110 0111 1110 
77, 1379, 1.379, 1111 1110 1111 1110 
77, 1786, 1.786, 1111 1110 0111 1110 
77, 2758, 2.758, 1111 1110 1111 1110 
77, 2996, 2.996, 1111 1110 0111 1110 
77, 3987, 3.987, 1111 1110 1111 1110 
77, 4097, 4.097, 1000 0001 1000 0001 
77, 4116, 4.116, 1000 0001 0000 0001 
77, 4252, 4.252, 1111 1110 0111 1110 
77, 29325, 29.325, 0000 0000 0000 0000 
77, 37517, 37.517, 1111 1110 0111 1110 
77, 44748, 44.748, 0000 0000 0000 0000 
77, 48844, 48.844, 1111 1110 0111 1110 
77, 78433, 78.433, 0000 0000 0000 0000 
78, 0, 0.0, 0111 1110 0111 1110 
78, 1, 0.001, 0000 0001 0000 0001 
78, 20, 0.02, 0000 0001 1000 0001 
78, 163, 0.163, 0111 1110 1111 1110 
78, 691, 0.691, 0111 1110 0111 1110 
78, 1034, 1.034, 0111 1110 1111 1110 
78, 2140, 2.14, 1111 1110 0111 1110 
78, 2413, 2.413, 0111 1110 1111 1110 
78, 3192, 3.192, 0111 1110 0111 1110 
78, 3467, 3.467, 0111 1110 1111 1110 
78, 13464, 13.464, 0000 0000 0000 0000 
78, 17560, 17.56, 0111 1110 1111 1110 
78, 20536, 20.536, 0000 0000 0000 0000 
78, 28728, 28.728, 0111 1110 1111 1110 
78, 35796, 35.796, 0000 0000 0000 0000 
78, 56276, 56.276, 0111 1110 1111 1110 
78, 60651, 60.651, 0000 0000 0000 0000 
78, 68843, 68.843, 1111 1110 1111 1110 
78, 71560, 71.56, 0000 0000 0000 0000 
79, 0, 0.0, 1111 1110 0111 1110 
79, 4096, 4.096, 0000 0000 0000 0000 
79, 27562, 27.562, 1111 1110 0111 1110 
79, 27567, 27.567, 0000 0000 0000 0000 
80, 0, 0.0, 0111 1110 0111 1110 
80, 1, 0.001, 0000 0001 0000 0001 
80, 19, 0.019, 0000 0001 1000 0001 
80, 566, 0.566, 0111 1110 1111 1110 
80, 2245, 2.245, 1111 1110 0111 1110 
80, 2562, 2.562, 0000 0000 0000 0000 
80, 10754, 10.754, 0111 1110 1111 1110 
80, 14091, 14.091, 0000 0000 0000 0000 
80, 26379, 26.379, 0111 1110 1111 1110 
80, 39469, 39.469, 0000 0000 0000 0000 
80, 43565, 43.565, 0111 1110 1111 1110 
80, 48873, 48.873, 0000 0000 0000 0000 
80, 69353, 69.353, 0111 1110 1111 1110 
80, 71187, 71.187, 0000 0000 0000 0000 
80, 75283, 75.283, 0111 1110 1111 1110 
80, 77997, 77.997, 0000 0000 0000 0000 
80, 90285, 90.285, 0111 1110 1111 1110 
80, 93296, 93.296, 0000 0000 0000 0000 
81, 0, 0.0, 1111 1110 1111 1110 
81, 1, 0.001, 1000 0001 1000 0001 
81, 19, 0.019, 1000 0001 0000 0001 
81, 267, 0.267, 1111 1110 0111 1110 
81, 959, 0.959, 1111 1110 1111 1110 
81, 1282, 1.282, 1111 1110 0111 1110 
81, 2104, 2.104, 1111 1110 1111 1110 
81, 2591, 2.591, 1111 1110 0111 1110 
81, 3527, 3.527, 1111 1110 1111 1110 
81, 3749, 3.749, 1111 1110 0111 1110 
81, 16761, 16.761, 0000 0000 0000 0000 
81, 37241, 37.241, 1111 1110 0111 1110 
81, 38949, 38.949, 0000 0000 0000 0000 
81, 47141, 47.141, 1111 1110 0111 1110 
81, 49344, 49.344, 0000 0000 0000 0000 
81, 57536, 57.536, 1111 1110 0111 1110 
81, 58175, 58.175, 0000 0000 0000 0000 
81, 70463, 70.463, 1111 1110 0111 1110 
81, 72926, 72.926, 0000 0000 0000 0000 
82, 0, 0.0, 0111 1110 0111 1110 
82, 1, 0.001, 0000 0001 0000 0001 
82, 20, 0.02, 0000 0001 1000 0001 
82, 733, 0.733, 0111 1110 1111 1110 
82, 1258, 1.258, 0111 1110 0111 1110 
82, 1638, 1.638, 0111 1110 1111 1110 
82, 2712, 2.712, 0111 1110 0111 1110 
82, 3032, 3.032, 0111 1110 1111 1110 
82, 4163, 4.163, 0000 0001 1000 0001 
82, 4776, 4.776, 0111 1110 1111 1110 
82, 22322, 22.322, 0000 0000 0000 0000 
82, 26418, 26.418, 0111 1110 1111 1110 
82, 26989, 26.989, 0000 0000 0000 0000 
82, 31085, 31.085, 0111 1110 1111 1110 
82, 35074, 35.074, 0000 0000 0000 0000 
82, 51458, 51.458, 0111 1110 1111 1110 
82, 54411, 54.411, 0000 0000 0000 0000 
82, 58507, 58.507, 0111 1110 1111 1110 
82, 61362, 61.362, 0000 0000 0000 0000 
82, 65458, 65.458, 0111 1110 1111 1110 
82, 67892, 67.892, 0000 0000 0000 0000 
82, 84276, 84.276, 0111 1110 1111 1110 
82, 85691, 85.691, 0000 0000 0000 0000 
82, 102075, 102.075, 0111 1110 1111 1110 
82, 180880, 180.88, 0000 0000 0000 0000 
83, 0, 0.0, 1111 1110 1111 1110 
83, 1, 0.001, 1000 0001 1000 0001 
83, 20, 0.02, 1000 0001 0000 0001 
83, 186, 0.186, 1111 1110 0111 1110 
83, 713, 0.713, 1111 1110 1111 1110 
83, 4096, 4.096, 0000 0000 0000 0000 
83, 11448, 11.448, 1111 1110 0111 1110 
83, 19194, 19.194, 0000 0000 0000 0000 
83, 31482, 31.482, 1111 1110 0111 1110 
83, 32357, 32.357, 0000 0000 0000 0000 
83, 44645, 44.645, 1111 1110 0111 1110 
83, 46131, 46.131, 0000 0000 0000 0000 
84, 0, 0.0, 0111 1110 0111 1110 
84, 1, 0.001, 0000 0001 0000 0001 
84, 20, 0.02, 0000 0001 1000 0001 
84, 301, 0.301, 0111 1110 1111 1110 
84, 747, 0.747, 0111 1110 0111 1110 
84, 1154, 1.154, 0111 1110 1111 1110 
84, 2604, 2.604, 0111 1110 0111 1110 
84, 3056, 3.056, 0111 1110 1111 1110 
84, 3996, 3.996, 0111 1110 0111 1110 
84, 4097, 4.097, 0000 0001 0000 0001 
84, 4116, 4.116, 0000 0001 1000 0001 
84, 4397, 4.397, 0111 1110 1111 1110 
84, 28864, 28.864, 0000 0000 0000 0000 
84, 37056, 37.056, 0111 1110 1111 1110 
84, 39953, 39.953, 0000 0000 0000 0000 
84, 48145, 48.145, 0111 1110 1111 1110 
84, 51261, 51.261, 0000 0000 0000 0000 
84, 63549, 63.549, 0111 1110 1111 1110 
84, 67502, 67.502, 0000 0000 0000 0000 
84, 71598, 71.598, 0111 1110 1111 1110 
84, 73467, 73.467, 0000 0000 0000 0000 
85, 0, 0.0, 1111 1110 1111 1110 
85, 1, 0.001, 1000 0001 1000 0001 
85, 20, 0.02, 1000 0001 0000 0001 
85, 213, 0.213, 1111 1110 0111 1110 
85, 953, 0.953, 1111 1110 1111 1110 
85, 1314, 1.314, 1111 1110 0111 1110 
85, 2283, 2.283, 1111 1110 1111 1110 
85, 2786, 2.786, 1111 1110 0111 1110 
85, 3598, 3.598, 1111 1110 1111 1110 
85, 3969, 3.969, 1111 1110 0111 1110 
85, 17784, 17.784, 0000 0000 0000 0000 
85, 21880, 21.88, 1111 1110 0111 1110 
85, 23297, 23.297, 0000 0000 0000 0000 
85, 35585, 35.585, 1111 1110 0111 1110 
85, 76680, 76.68, 0000 0000 0000 0000 
85, 88968, 88.968, 1111 1110 0111 1110 
85, 100154, 100.154, 0000 0000 0000 0000 
85, 104250, 104.25, 1111 1110 0111 1110 
85, 114010, 114.01, 0000 0000 0000 0000 
85, 122202, 122.202, 1111 1110 0111 1110 
85, 178281, 178.281, 0111 1110 0111 1110 
85, 178621, 178.621, 1111 1110 0111 1110 
85, 178803, 178.803, 0000 0000 0000 0000 
86, 0, 0.0, 0111 1110 0111 1110 
86, 1, 0.001, 0000 0001 0000 0001 
86, 28, 0.028, 0000 0001 1000 0001 
86, 253, 0.253, 0111 1110 1111 1110 
86, 760, 0.76, 0111 1110 0111 1110 
86, 1377, 1.377, 0000 0000 0000 0000 
86, 5473, 5.473, 0111 1110 1111 1110 
86, 9451, 9.451, 0000 0000 0000 0000 
86, 13547, 13.547, 0111 1110 1111 1110 
86, 15533, 15.533, 0000 0000 0000 0000 
87, 0, 0.0, 1111 1110 1111 1110 
87, 1, 0.001, 1000 0001 1000 0001 
87, 20, 0.02, 1000 0001 0000 0001 
87, 1705, 1.705, 1111 1110 0111 1110 
87, 4053, 4.053, 1111 1110 1111 1110 
87, 4096, 4.096, 0000 0000 0000 0000 
87, 8542, 8.542, 1111 1110 0111 1110 
87, 33622, 33.622, 0000 0000 0000 0000 
87, 37718, 37.718, 1111 1110 0111 1110 
87, 41340, 41.34, 0000 0000 0000 0000 
87, 49532, 49.532, 1111 1110 0111 1110 
87, 52238, 52.238, 0000 0000 0000 0000 
87, 72718, 72.718, 1111 1110 0111 1110 
87, 75062, 75.062, 0000 0000 0000 0000 
87, 99638, 99.638, 0111 1110 0111 1110 
87, 100199, 100.199, 0000 0000 0000 0000 
88, 0, 0.0, 0111 1110 0111 1110 
88, 1, 0.001, 0000 0001 0000 0001 
88, 20, 0.02, 0000 0001 1000 0001 
88, 950, 0.95, 0111 1110 1111 1110 
88, 1501, 1.501, 0111 1110 0111 1110 
88, 1849, 1.849, 0111 1110 1111 1110 
88, 4421, 4.421, 0000 0001 1000 0001 
88, 4828, 4.828, 0111 1110 1111 1110 
88, 6246, 6.246, 0000 0000 0000 0000 
88, 22630, 22.63, 0111 1110 1111 1110 
88, 25873, 25.873, 0000 0000 0000 0000 
88, 34065, 34.065, 0111 1110 1111 1110 
88, 34758, 34.758, 0000 0000 0000 0000 
88, 38854, 38.854, 0111 1110 1111 1110 
88, 40621, 40.621, 0000 0000 0000 0000 
88, 44717, 44.717, 0111 1110 1111 1110 
88, 50776, 50.776, 0000 0000 0000 0000 
89, 0, 0.0, 1111 1110 1111 1110 
89, 1, 0.001, 1000 0001 1000 0001 
89, 20, 0.02, 1000 0001 0000 0001 
89, 211, 0.211, 1111 1110 0111 1110 
89, 1553, 1.553, 1111 1110 1111 1110 
89, 2005, 2.005, 0000 0000 0000 0000 
89, 10197, 10.197, 1111 1110 0111 1110 
89, 17853, 17.853, 0000 0000 0000 0000 
89, 26045, 26.045, 1111 1110 0111 1110 
89, 26427, 26.427, 0000 0000 0000 0000 
89, 30523, 30.523, 1111 1110 0111 1110 
89, 31538, 31.538, 0000 0000 0000 0000 
89, 39730, 39.73, 1111 1110 0111 1110 
89, 43368, 43.368, 0000 0000 0000 0000 
89, 47464, 47.464, 1111 1110 0111 1110 
89, 50921, 50.921, 0000 0000 0000 0000 
89, 55017, 55.017, 1111 1110 0111 1110 
89, 58128, 58.128, 0000 0000 0000 0000 
89, 62224, 62.224, 1111 1110 0111 1110 
89, 67254, 67.254, 0111 1110 0111 1110 
89, 67875, 67.875, 1111 1110 0111 1110 
89, 68193, 68.193, 0000 0000 0000 0000 
90, 0, 0.0, 0111 1110 0111 1110 
90, 1, 0.001, 0000 0001 0000 0001 
90, 20, 0.02, 0000 0001 1000 0001 
90, 222, 0.222, 0111 1110 1111 1110 
90, 1201, 1.201, 0111 1110 0111 1110 
90, 1466, 1.466, 1111 1110 0111 1110 
90, 1539, 1.539, 0111 1110 1111 1110 
90, 2633, 2.633, 0111 1110 0111 1110 
90, 2928, 2.928, 0111 1110 1111 1110 
90, 3880, 3.88, 0111 1110 0111 1110 
90, 4097, 4.097, 0000 0001 0000 0001 
90, 4116, 4.116, 0000 0001 1000 0001 
90, 4318, 4.318, 0111 1110 1111 1110 
90, 12990, 12.99, 0000 0000 0000 0000 
90, 21182, 21.182, 0111 1110 1111 1110 
90, 21645, 21.645, 0000 0000 0000 0000 
90, 29837, 29.837, 0111 1110 1111 1110 
90, 33004, 33.004, 0000 0000 0000 0000 
90, 45292, 45.292, 0111 1110 1111 1110 
90, 45621, 45.621, 0000 0000 0000 0000 
90, 49717, 49.717, 0111 1110 1111 1110 
90, 53541, 53.541, 0000 0000 0000 0000 
90, 57637, 57.637, 0111 1110 1111 1110 
90, 59447, 59.447, 0000 0000 0000 0000 
91, 0, 0.0, 1111 1110 1111 1110 
91, 1, 0.001, 1000 0001 1000 0001 
91, 19, 0.019, 1000 0001 0000 0001 
91, 156, 0.156, 1111 1110 0111 1110 
91, 539, 0.539, 0111 1110 1111 1110 
91, 3361, 3.361, 1111 1110 1111 1110 
91, 4096, 4.096, 0000 0000 0000 0000 
91, 4951, 4.951, 1111 1110 0111 1110 
91, 22562, 22.562, 0000 0000 0000 0000 
91, 26658, 26.658, 1111 1110 0111 1110 
91, 29566, 29.566, 0000 0000 0000 0000 
91, 37758, 37.758, 1111 1110 0111 1110 
91, 41055, 41.055, 0000 0000 0000 0000 
91, 45151, 45.151, 1111 1110 0111 1110 
91, 49037, 49.037, 0000 0000 0000 0000 
91, 61325, 61.325, 1111 1110 0111 1110 
91, 69737, 69.737, 0000 0000 0000 0000 
92, 0, 0.0, 0111 1110 0111 1110 
92, 1, 0.001, 0000 0001 0000 0001 
92, 20, 0.02, 0000 0001 1000 0001 
92, 137, 0.137, 0111 1110 1111 1110 
92, 614, 0.614, 0111 1110 0111 1110 
92, 1000, 1.0, 0111 1110 1111 1110 
92, 1961, 1.961, 0111 1110 0111 1110 
92, 2525, 2.525, 0111 1110 1111 1110 
92, 3514, 3.514, 0111 1110 0111 1110 
92, 3736, 3.736, 0111 1110 1111 1110 
92, 17360, 17.36, 0000 0000 0000 0000 
92, 21456, 21.456, 0111 1110 1111 1110 
92, 21858, 21.858, 0000 0000 0000 0000 
92, 34146, 34.146, 0111 1110 1111 1110 
92, 34276, 34.276, 0000 0000 0000 0000 
92, 38372, 38.372, 0111 1110 1111 1110 
92, 42285, 42.285, 0000 0000 0000 0000 
92, 46381, 46.381, 0111 1110 1111 1110 
92, 48998, 48.998, 0000 0000 0000 0000 
92, 57190, 57.19, 0111 1110 1111 1110 
92, 62853, 62.853, 0000 0000 0000 0000 
92, 66949, 66.949, 0111 1110 1111 1110 
92, 69512, 69.512, 0000 0000 0000 0000 
93, 0, 0.0, 1111 1110 1111 1110 
93, 1, 0.001, 1000 0001 1000 0001 
93, 20, 0.02, 1000 0001 0000 0001 
93, 167, 0.167, 1111 1110 0111 1110 
93, 658, 0.658, 1111 1110 1111 1110 
93, 1005, 1.005, 1111 1110 0111 1110 
93, 1930, 1.93, 1111 1110 1111 1110 
93, 2237, 2.237, 1111 1110 0111 1110 
93, 3096, 3.096, 1111 1110 1111 1110 
93, 3296, 3.296, 1111 1110 0111 1110 
93, 4151, 4.151, 1000 0001 0000 0001 
93, 4263, 4.263, 1111 1110 0111 1110 
93, 31243, 31.243, 0000 0000 0000 0000 
93, 35339, 35.339, 1111 1110 0111 1110 
93, 37498, 37.498, 0000 0000 0000 0000 
93, 41594, 41.594, 1111 1110 0111 1110 
93, 43126, 43.126, 0000 0000 0000 0000 
93, 55414, 55.414, 1111 1110 0111 1110 
93, 55936, 55.936, 0000 0000 0000 0000 
93, 64128, 64.128, 1111 1110 0111 1110 
93, 65285, 65.285, 0000 0000 0000 0000 
94, 0, 0.0, 0000 0001 0000 0001 
94, 19, 0.019, 0000 0001 1000 0001 
94, 223, 0.223, 0111 1110 1111 1110 
94, 1358, 1.358, 0111 1110 0111 1110 
94, 1751, 1.751, 0111 1110 1111 1110 
94, 2684, 2.684, 0111 1110 0111 1110 
94, 2963, 2.963, 0111 1110 1111 1110 
94, 3781, 3.781, 0111 1110 0111 1110 
94, 4096, 4.096, 0000 0001 0000 0001 
94, 4115, 4.115, 0000 0001 1000 0001 
94, 4210, 4.21, 0111 1110 1111 1110 
94, 27479, 27.479, 0000 0000 0000 0000 
94, 31575, 31.575, 0111 1110 1111 1110 
94, 36428, 36.428, 0000 0000 0000 0000 
94, 40524, 40.524, 0111 1110 1111 1110 
94, 43651, 43.651, 0000 0000 0000 0000 
94, 47747, 47.747, 0111 1110 1111 1110 
94, 48372, 48.372, 0000 0000 0000 0000 
94, 64756, 64.756, 0111 1110 1111 1110 
94, 67795, 67.795, 0000 0000 0000 0000 
94, 71891, 71.891, 0111 1110 1111 1110 
94, 73546, 73.546, 0000 0000 0000 0000 
94, 89930, 89.93, 1111 1110 1111 1110 
94, 90270, 90.27, 0111 1110 1111 1110 
94, 92440, 92.44, 0000 0000 0000 0000 
95, 0, 0.0, 1111 1110 0111 1110 
95, 4096, 4.096, 0000 0000 0000 0000 
95, 13049, 13.049, 1111 1110 0111 1110 
95, 18838, 18.838, 0000 0000 0000 0000 
95, 27030, 27.03, 1111 1110 0111 1110 
95, 28758, 28.758, 0000 0000 0000 0000 
95, 41046, 41.046, 1111 1110 0111 1110 
95, 42310, 42.31, 0000 0000 0000 0000 
95, 46406, 46.406, 1111 1110 0111 1110 
95, 50294, 50.294, 0000 0000 0000 0000 
95, 58486, 58.486, 1111 1110 0111 1110 
95, 61968, 61.968, 0000 0000 0000 0000 
95, 66064, 66.064, 1111 1110 0111 1110 
95, 69063, 69.063, 0000 0000 0000 0000 
95, 73159, 73.159, 1111 1110 0111 1110 
95, 265073, 265.073, 0111 1110 0111 1110 
95, 265402, 265.402, 1111 1110 0111 1110 
95, 265579, 265.579, 0000 0000 0000 0000 
96, 0, 0.0, 0111 1110 0111 1110 
96, 1, 0.001, 0000 0001 0000 0001 
96, 20, 0.02, 0000 0001 1000 0001 
96, 295, 0.295, 0111 1110 1111 1110 
