29,3423,3.423,100000000,,
29,3742,3.742,110000000,,
29,31426,31.426,0,,
29,35522,35.522,110000000,,
29,106151,106.151,10000000,,
29,106260,106.26,110000000,,
29,106592,106.592,0,,
30,0,0,10000000,,
30,1,0.001,10000011,,
30,20,0.02,11,,
30,218,0.218,0,,
30,1067,1.067,110000000,,
30,1378,1.378,0,,
30,2240,2.24,110000000,,
30,2462,2.462,0,,
30,3347,3.347,110000000,,
30,3500,3.5,10000000,,
30,3562,3.562,0,,
30,4309,4.309,11,,
30,4314,4.314,0,,
31,0,0,100000000,,
31,1,0.001,100000011,,
31,20,0.02,110000011,,
31,216,0.216,110000000,,
31,1053,1.053,0,,
31,1396,1.396,110000000,,
31,2226,2.226,0,,
31,2337,2.337,100000000,,
31,2534,2.534,110000000,,
31,3408,3.408,100000000,,
31,3409,3.409,0,,
31,3485,3.485,100000000,,
31,3636,3.636,110000000,,
31,30596,30.596,0,,
31,34692,34.692,110000000,,
31,108967,108.967,10000000,,
31,109129,109.129,110000000,,
31,109399,109.399,0,,
32,0,0,10000000,,
32,1,0.001,10000011,,
32,20,0.02,11,,
32,143,0.143,0,,
32,810,0.81,110000000,,
32,1214,1.214,0,,
32,2058,2.058,110000000,,
32,2308,2.308,0,,
32,3193,3.193,10000000,,
32,3407,3.407,0,,
32,4101,4.101,10000011,,
32,4116,4.116,11,,
32,4239,4.239,0,,
33,0,0,100000000,,
33,1,0.001,100000011,,
33,19,0.019,110000011,,
33,165,0.165,110000000,,
33,1056,1.056,0,,
33,1327,1.327,110000000,,
33,2240,2.24,0,,
33,2470,2.47,110000000,,
33,3269,3.269,100000000,,
33,3527,3.527,110000000,,
33,12627,12.627,10000000,,
33,12752,12.752,110000000,,
33,13060,13.06,0,,
34,0,0,10000000,,
34,1,0.001,10000011,,
34,20,0.02,11,,
34,228,0.228,0,,
34,1104,1.104,10000000,,
34,1435,1.435,0,,
34,2453,2.453,110000000,,
34,2675,2.675,0,,
34,3462,3.462,10000000,,
34,3902,3.902,0,,
35,0,0,100000000,,
35,1,0.001,100000011,,
35,20,0.02,110000011,,
35,219,0.219,110000000,,
35,1108,1.108,0,,
35,1413,1.413,110000000,,
35,2293,2.293,0,,
35,2535,2.535,110000000,,
35,3388,3.388,0,,
35,3454,3.454,100000000,,
35,3616,3.616,110000000,,
35,14390,14.39,0,,
36,0,0,110000000,,
36,1,0.001,110000011,,
36,20,0.02,100000011,,
36,147,0.147,100000000,,
36,916,0.916,110000000,,
36,1247,1.247,100000000,,
36,2198,2.198,10000000,,
36,2483,2.483,100000000,,
36,3383,3.383,110000000,,
36,3622,3.622,100000000,,
36,30657,30.657,0,,
36,34753,34.753,100000000,,
36,112546,112.546,0,,
37,1,0.001,11,,
37,19,0.019,10000011,,
37,225,0.225,10000000,,
37,1028,1.028,100000000,,
37,1348,1.348,10000000,,
37,2223,2.223,0,,
37,2400,2.4,100000000,,
37,2450,2.45,10000000,,
37,3276,3.276,100000000,,
37,3442,3.442,10000000,,
37,4105,4.105,11,,
37,4115,4.115,10000011,,
37,4321,4.321,10000000,,
37,30348,30.348,0,,
37,34444,34.444,10000000,,
37,117049,117.049,0,,
38,0,0,110000000,,
38,1,0.001,110000011,,
38,20,0.02,100000011,,
38,194,0.194,100000000,,
38,992,0.992,10000000,,
38,1266,1.266,100000000,,
38,2066,2.066,10000000,,
38,2301,2.301,110000000,,
38,2351,2.351,100000000,,
38,3283,3.283,10000000,,
38,3429,3.429,110000000,,
38,3467,3.467,100000000,,
38,4233,4.233,100000011,,
38,4290,4.29,100000000,,
38,29918,29.918,0,,
38,34014,34.014,100000000,,
38,34543,34.543,0,,
38,38639,38.639,100000000,,
38,102725,102.725,0,,
39,1,0.001,11,,
39,19,0.019,10000011,,
39,190,0.19,10000000,,
39,1016,1.016,100000000,,
39,1323,1.323,10000000,,
39,2251,2.251,100000000,,
39,2497,2.497,10000000,,
39,3460,3.46,0,,
39,3671,3.671,10000000,,
39,31057,31.057,0,,
39,39249,39.249,10000000,,
39,112293,112.293,0,,
40,0,0,110000000,,
40,1,0.001,110000011,,
40,20,0.02,100000011,,
40,167,0.167,100000000,,
40,1025,1.025,10000000,,
40,1371,1.371,100000000,,
40,2308,2.308,10000000,,
40,2556,2.556,100000000,,
40,3506,3.506,110000000,,
40,3730,3.73,100000000,,
40,8522,8.522,0,,
41,0,0,100000000,,
41,1,0.001,100000011,,
41,19,0.019,110000011,,
41,168,0.168,110000000,,
41,1019,1.019,100000000,,
41,1351,1.351,110000000,,
41,2256,2.256,100000000,,
41,2503,2.503,110000000,,
41,3419,3.419,100000000,,
41,3635,3.635,110000000,,
41,31314,31.314,0,,
41,35410,35.41,110000000,,
41,110853,110.853,0,,
42,0,0,10000000,,
42,1,0.001,10000011,,
42,19,0.019,11,,
42,211,0.211,0,,
42,1074,1.074,110000000,,
42,1452,1.452,0,,
42,2372,2.372,110000000,,
42,2605,2.605,0,,
42,3495,3.495,10000000,,
42,3913,3.913,0,,
43,0,0,100000000,,
43,1,0.001,100000011,,
43,20,0.02,110000011,,
43,163,0.163,110000000,,
43,1034,1.034,0,,
43,1339,1.339,110000000,,
43,2184,2.184,0,,
43,2436,2.436,110000000,,
43,3323,3.323,0,,
43,3451,3.451,100000000,,
43,3503,3.503,110000000,,
43,4182,4.182,110000011,,
43,4259,4.259,110000000,,
43,30351,30.351,0,,
43,34447,34.447,110000000,,
43,34714,34.714,0,,
43,38810,38.81,110000000,,
43,115999,115.999,0,,
44,0,0,10000000,,
44,1,0.001,10000011,,
44,19,0.019,11,,
44,208,0.208,0,,
44,1324,1.324,10000000,,
44,1654,1.654,0,,
44,2617,2.617,110000000,,
44,2904,2.904,0,,
44,3732,3.732,10000000,,
44,4076,4.076,0,,
45,0,0,100000000,,
45,1,0.001,100000011,,
45,19,0.019,110000011,,
45,162,0.162,110000000,,
45,899,0.899,0,,
45,1217,1.217,110000000,,
45,1984,1.984,0,,
45,2248,2.248,110000000,,
45,3080,3.08,0,,
45,3308,3.308,110000000,,
45,3958,3.958,100000000,,
45,4097,4.097,100000011,,
45,4115,4.115,110000011,,
45,4258,4.258,110000000,,
45,8558,8.558,0,,
46,0,0,10000000,,
46,1,0.001,10000011,,
46,20,0.02,11,,
46,146,0.146,0,,
46,973,0.973,110000000,,
46,1305,1.305,0,,
46,2123,2.123,110000000,,
46,2372,2.372,0,,
46,3232,3.232,110000000,,
46,3419,3.419,0,,
46,4124,4.124,11,,
46,4242,4.242,0,,
47,0,0,100000000,,
47,1,0.001,100000011,,
47,20,0.02,110000011,,
47,183,0.183,110000000,,
47,1008,1.008,0,,
47,1393,1.393,110000000,,
47,2429,2.429,100000000,,
47,2534,2.534,0,,
47,2745,2.745,110000000,,
47,3874,3.874,100000000,,
47,4097,4.097,100000011,,
47,4116,4.116,110000011,,
47,4275,4.275,110000000,,
47,9930,9.93,10000000,,
47,10052,10.052,110000000,,
47,10295,10.295,0,,
48,0,0,10000000,,
48,1,0.001,10000011,,
48,20,0.02,11,,
48,253,0.253,0,,
48,1139,1.139,110000000,,
48,1455,1.455,0,,
48,2430,2.43,10000000,,
48,2591,2.591,110000000,,
48,2668,2.668,0,,
48,3476,3.476,10000000,,
48,3895,3.895,0,,
48,105122,105.122,100000000,,
48,105482,105.482,0,,
49,0,0,100000000,,
49,1,0.001,100000011,,
49,20,0.02,110000011,,
49,247,0.247,110000000,,
49,1045,1.045,0,,
49,1370,1.37,110000000,,
49,2304,2.304,0,,
49,2548,2.548,110000000,,
49,3389,3.389,100000000,,
49,3552,3.552,110000000,,
49,4328,4.328,110000011,,
49,4343,4.343,110000000,,
49,34634,34.634,0,,
49,38730,38.73,110000000,,
49,335505,335.505,10000000,,
49,335651,335.651,110000000,,
49,336029,336.029,0,,
50,0,0,10000000,,
50,1,0.001,10000011,,
50,20,0.02,11,,
50,224,0.224,0,,
50,1043,1.043,110000000,,
50,1341,1.341,0,,
50,2171,2.171,110000000,,
50,2454,2.454,0,,
50,3201,3.201,110000000,,
50,3349,3.349,0,,
50,4076,4.076,10000000,,
50,4097,4.097,10000011,,
50,4116,4.116,11,,
50,4320,4.32,0,,
50,7362,7.362,100000000,,
50,7384,7.384,0,,
51,0,0,100000000,,
51,1,0.001,100000011,,
51,20,0.02,110000011,,
51,196,0.196,110000000,,
51,927,0.927,0,,
51,1223,1.223,110000000,,
51,1937,1.937,0,,
51,2286,2.286,110000000,,
51,3066,3.066,0,,
51,3270,3.27,110000000,,
51,3888,3.888,100000000,,
51,4097,4.097,100000011,,
51,4116,4.116,110000011,,
51,4279,4.279,110000000,,
51,30709,30.709,0,,
51,34805,34.805,110000000,,
51,102553,102.553,10000000,,
51,102940,102.94,110000000,,
51,103435,103.435,0,,
52,0,0,10000000,,
52,1,0.001,10000011,,
52,19,0.019,11,,
52,240,0.24,0,,
52,1033,1.033,10000000,,
52,1394,1.394,0,,
52,2457,2.457,110000000,,
52,2729,2.729,0,,
52,3482,3.482,10000000,,
52,3790,3.79,0,,
53,0,0,100000000,,
53,1,0.001,100000011,,
53,20,0.02,110000011,,
53,191,0.191,110000000,,
53,1018,1.018,0,,
53,1343,1.343,110000000,,
53,2320,2.32,0,,
53,2646,2.646,110000000,,
53,3541,3.541,100000000,,
53,3892,3.892,110000000,,
53,7776,7.776,0,,
54,0,0,10000000,,
54,1,0.001,10000011,,
54,19,0.019,11,,
54,388,0.388,0,,
54,1400,1.4,110000000,,
54,1839,1.839,0,,
54,2901,2.901,110000000,,
54,3192,3.192,0,,
54,4290,4.29,11,,
54,4484,4.484,0,,
55,0,0,100000000,,
55,1,0.001,100000011,,
55,31,0.031,110000011,,
55,253,0.253,110000000,,
55,1009,1.009,0,,
55,1304,1.304,110000000,,
55,2223,2.223,0,,
55,2532,2.532,110000000,,
55,3562,3.562,100000000,,
55,3870,3.87,110000000,,
55,31279,31.279,0,,
55,35375,35.375,110000000,,
55,1006770,1006.77,0,,
56,0,0,10000000,,
56,1,0.001,10000011,,
56,20,0.02,11,,
56,214,0.214,0,,
56,964,0.964,110000000,,
56,1262,1.262,0,,
56,2114,2.114,110000000,,
56,2410,2.41,0,,
56,3331,3.331,110000000,,
56,3447,3.447,10000000,,
56,3549,3.549,0,,
56,4267,4.267,11,,
56,4310,4.31,0,,
57,0,0,100000011,,
57,19,0.019,110000011,,
57,163,0.163,110000000,,
57,994,0.994,0,,
57,1318,1.318,110000000,,
57,2079,2.079,0,,
57,2318,2.318,110000000,,
57,3089,3.089,100000000,,
57,3285,3.285,0,,
57,3302,3.302,110000000,,
57,3927,3.927,100000000,,
57,4096,4.096,100000011,,
57,4115,4.115,110000011,,
57,4259,4.259,110000000,,
57,30207,30.207,0,,
57,34303,34.303,110000000,,
57,115376,115.376,0,,
58,0,0,10000001,,
58,1,0.001,10000011,,
58,19,0.019,11,,
58,228,0.228,0,,
58,1052,1.052,10000000,,
58,1373,1.373,0,,
58,2301,2.301,110000000,,
58,2539,2.539,0,,
58,3427,3.427,110000000,,
58,3511,3.511,10000000,,
58,3624,3.624,0,,
59,0,0,100000000,,
59,1,0.001,100000011,,
59,19,0.019,110000011,,
59,161,0.161,110000000,,
59,926,0.926,0,,
59,1284,1.284,110000000,,
59,2117,2.117,0,,
59,2159,2.159,100000000,,
59,2384,2.384,110000000,,
59,3214,3.214,0,,
59,3424,3.424,110000000,,
59,4129,4.129,110000011,,
59,4257,4.257,110000000,,
59,7668,7.668,0,,
60,0,0,10000000,,
60,1,0.001,10000011,,
60,20,0.02,11,,
60,171,0.171,0,,
60,912,0.912,110000000,,
60,1235,1.235,0,,
60,2061,2.061,110000000,,
60,2303,2.303,0,,
60,3178,3.178,110000000,,
60,3367,3.367,0,,
60,4063,4.063,10000000,,
60,4097,4.097,10000011,,
60,4116,4.116,11,,
60,4267,4.267,0,,
61,0,0,100000000,,
61,1,0.001,100000011,,
61,19,0.019,110000011,,
61,172,0.172,110000000,,
61,1230,1.23,0,,
61,1537,1.537,110000000,,
61,2454,2.454,0,,
61,2698,2.698,110000000,,
61,3446,3.446,100000000,,
61,3819,3.819,110000000,,
61,9644,9.644,10000000,,
61,9675,9.675,110000000,,
61,9960,9.96,0,,
62,0,0,10000000,,
62,1,0.001,10000011,,
62,20,0.02,11,,
62,168,0.168,0,,
62,1017,1.017,110000000,,
62,1332,1.332,0,,
62,2277,2.277,10000000,,
62,2293,2.293,110000000,,
62,2550,2.55,0,,
62,3714,3.714,10000000,,
62,4097,4.097,10000011,,
62,4116,4.116,11,,
62,4264,4.264,0,,
62,116705,116.705,100000000,,
62,116717,116.717,0,,
63,0,0,110000000,,
63,4096,4.096,0,,
63,4830,4.83,110000000,,
63,22499,22.499,0,,
63,26595,26.595,110000000,,
63,105916,105.916,10000000,,
63,106016,106.016,110000000,,
63,106301,106.301,0,,
64,0,0,10000000,,
64,1,0.001,10000011,,
64,20,0.02,11,,
64,198,0.198,0,,
64,1017,1.017,10000000,,
64,1391,1.391,0,,
64,2269,2.269,110000000,,
64,2508,2.508,0,,
64,3386,3.386,110000000,,
64,3499,3.499,10000000,,
64,3542,3.542,0,,
65,0,0,100000000,,
65,1,0.001,100000011,,
65,20,0.02,110000011,,
65,173,0.173,110000000,,
65,901,0.901,0,,
65,1169,1.169,110000000,,
65,1968,1.968,0,,
65,2188,2.188,110000000,,
65,3031,3.031,0,,
65,3192,3.192,110000000,,
65,3996,3.996,100000000,,
65,4097,4.097,100000011,,
65,4116,4.116,110000011,,
65,4269,4.269,110000000,,
65,31679,31.679,0,,
65,39871,39.871,110000000,,
65,48051,48.051,0,,
65,52147,52.147,110000000,,
65,115369,115.369,0,,
66,0,0,10000000,,
66,1,0.001,10000011,,
66,20,0.02,11,,
66,205,0.205,0,,
66,1020,1.02,10000000,,
66,1089,1.089,110000000,,
66,1335,1.335,0,,
66,2225,2.225,110000000,,
66,2514,2.514,0,,
66,3406,3.406,110000000,,
66,3444,3.444,10000000,,
66,3631,3.631,0,,
66,112787,112.787,100000000,,
66,113093,113.093,0,,
67,0,0,100000000,,
67,1,0.001,100000011,,
67,20,0.02,110000011,,
67,197,0.197,110000000,,
67,1008,1.008,0,,
67,1364,1.364,110000000,,
67,2296,2.296,100000000,,
67,2536,2.536,110000000,,
67,3424,3.424,0,,
67,3526,3.526,100000000,,
67,3599,3.599,110000000,,
67,30645,30.645,0,,
67,34741,34.741,110000000,,
67,107341,107.341,10000000,,
67,107355,107.355,110000000,,
67,107644,107.644,0,,
68,0,0,10000000,,
68,1,0.001,10000011,,
68,20,0.02,11,,
68,190,0.19,0,,
68,1026,1.026,10000000,,
68,1330,1.33,0,,
68,2163,2.163,110000000,,
68,2405,2.405,0,,
68,3293,3.293,110000000,,
68,3472,3.472,0,,
68,4210,4.21,11,,
68,4286,4.286,0,,
69,0,0,100000000,,
69,1,0.001,100000011,,
69,19,0.019,110000011,,
69,131,0.131,110000000,,
69,993,0.993,0,,
69,1325,1.325,110000000,,
69,2119,2.119,0,,
69,2410,2.41,110000000,,
69,3301,3.301,0,,
69,3386,3.386,100000000,,
69,3475,3.475,110000000,,
69,30728,30.728,0,,
69,38920,38.92,110000000,,
69,116931,116.931,0,,
70,0,0,10000000,,
70,1,0.001,10000011,,
70,20,0.02,11,,
70,237,0.237,0,,
70,948,0.948,110000000,,
70,1231,1.231,0,,
70,2094,2.094,110000000,,
70,2354,2.354,0,,
70,3236,3.236,110000000,,
70,3400,3.4,0,,
70,4092,4.092,10000000,,
70,4097,4.097,10000011,,
70,4116,4.116,11,,
70,4333,4.333,0,,
71,0,0,100000000,,
71,1,0.001,100000011,,
71,20,0.02,110000011,,
71,174,0.174,110000000,,
71,1059,1.059,100000000,,
71,1351,1.351,110000000,,
71,2294,2.294,0,,
71,2573,2.573,110000000,,
71,3494,3.494,100000000,,
71,3772,3.772,110000000,,
71,30515,30.515,0,,
71,34611,34.611,110000000,,
71,113193,113.193,0,,
72,0,0,10000000,,
72,1,0.001,10000011,,
72,19,0.019,11,,
72,224,0.224,0,,
72,978,0.978,110000000,,
72,1373,1.373,0,,
72,2206,2.206,110000000,,
72,2456,2.456,0,,
72,3302,3.302,110000000,,
72,3445,3.445,10000000,,
72,3498,3.498,0,,
72,4230,4.23,11,,
72,4320,4.32,0,,
73,0,0,100000000,,
73,1,0.001,100000011,,
73,20,0.02,110000011,,
73,158,0.158,110000000,,
73,862,0.862,0,,
73,1155,1.155,110000000,,
73,1970,1.97,100000000,,
73,2226,2.226,110000000,,
73,3164,3.164,0,,
73,3350,3.35,110000000,,
73,4073,4.073,100000000,,
73,4097,4.097,100000011,,
73,4116,4.116,110000011,,
73,4254,4.254,110000000,,
73,30765,30.765,0,,
73,34861,34.861,110000000,,
73,111572,111.572,10000000,,
73,111690,111.69,110000000,,
73,111993,111.993,0,,
74,0,0,10000000,,
74,1,0.001,10000011,,
74,20,0.02,11,,
74,206,0.206,0,,
74,868,0.868,110000000,,
74,998,0.998,10000000,,
74,1154,1.154,0,,
