missed packet number, sample offset, latency (ms), sample
-510, 1302, 1.302, 0111 1110 1111 1110
-510, 1587, 1.587, 0111 1110 0111 1110
-510, 2257, 2.257, 0111 1110 1111 1110
-510, 2490, 2.49, 0111 1110 0111 1110
-510, 3205, 3.205, 0111 1110 1111 1110
-510, 3388, 3.388, 0111 1110 0111 1110
-510, 3923, 3.923, 0111 1110 1111 1110
-510, 4097, 4.097, 0000 0001 1000 0001
-510, 4117, 4.117, 0000 0001 0000 0001
-510, 4174, 4.174, 0111 1110 0111 1110
-510, 1277042, 1277.042, 0000 0000 0000 0000
-510, 1285234, 1285.234, 0111 1110 0111 1110
-520, 0, 0.0, 1111 1110 0111 1110
-520, 1, 0.001, 1000 0001 0000 0001
-520, 21, 0.021, 1000 0001 1000 0001
-520, 61, 0.061, 1111 1110 1111 1110
-520, 264, 0.264, 1111 1110 0111 1110
-520, 582, 0.582, 1111 1110 1111 1110
-520, 1138, 1.138, 1111 1110 0111 1110
-520, 1405, 1.405, 1111 1110 1111 1110
-520, 2014, 2.014, 1111 1110 0111 1110
-520, 2233, 2.233, 1111 1110 1111 1110
-520, 2871, 2.871, 1111 1110 0111 1110
-520, 3060, 3.06, 1111 1110 1111 1110
-520, 3714, 3.714, 1111 1110 0111 1110
-520, 3873, 3.873, 1111 1110 1111 1110
-523, 0, 0.0, 1111 1110 1111 1110
-523, 1, 0.001, 1000 0001 1000 0001
-523, 21, 0.021, 1000 0001 0000 0001
-523, 62, 0.062, 1111 1110 0111 1110
-523, 309, 0.309, 1111 1110 1111 1110
-523, 618, 0.618, 1111 1110 0111 1110
-523, 1224, 1.224, 1111 1110 1111 1110
-523, 1504, 1.504, 1111 1110 0111 1110
-523, 2193, 2.193, 1111 1110 1111 1110
-523, 2420, 2.42, 1111 1110 0111 1110
-523, 3135, 3.135, 1111 1110 1111 1110
-523, 3305, 3.305, 1111 1110 0111 1110
-523, 3823, 3.823, 1111 1110 1111 1110
-523, 4097, 4.097, 1000 0001 1000 0001
-523, 4117, 4.117, 1000 0001 0000 0001
-523, 4158, 4.158, 1111 1110 0111 1110
-544, 0, 0.0, 1111 1110 0111 1110
-544, 1, 0.001, 1000 0001 0000 0001
-544, 21, 0.021, 1000 0001 1000 0001
-544, 76, 0.076, 1111 1110 1111 1110
-544, 303, 0.303, 1111 1110 0111 1110
-544, 605, 0.605, 1111 1110 1111 1110
-544, 1168, 1.168, 1111 1110 0111 1110
-544, 1416, 1.416, 1111 1110 1111 1110
-544, 2180, 2.18, 1111 1110 0111 1110
-544, 2402, 2.402, 1111 1110 1111 1110
-544, 3074, 3.074, 1111 1110 0111 1110
-544, 3298, 3.298, 1111 1110 1111 1110
-544, 3983, 3.983, 1111 1110 0111 1110
-544, 4097, 4.097, 1000 0001 0000 0001
-544, 4117, 4.117, 1000 0001 1000 0001
-544, 4172, 4.172, 1111 1110 1111 1110
-544, 386695, 386.695, 1111 1110 0111 1110
-544, 387348, 387.348, 1111 1110 1111 1110
-544, 387553, 387.553, 1111 1110 0111 1110
-544, 388285, 388.285, 1111 1110 1111 1110
-544, 388445, 388.445, 1111 1110 0111 1110
-544, 388932, 388.932, 1111 1110 1111 1110
-544, 389283, 389.283, 1111 1110 0111 1110
-544, 389828, 389.828, 1111 1110 1111 1110
-544, 390111, 390.111, 1111 1110 0111 1110
-553, 0, 0.0, 1111 1110 0111 1110
-553, 1, 0.001, 1000 0001 0000 0001
-553, 21, 0.021, 1000 0001 1000 0001
-553, 124, 0.124, 1111 1110 1111 1110
-553, 405, 0.405, 1111 1110 0111 1110
-553, 723, 0.723, 1111 1110 1111 1110
-553, 1273, 1.273, 1111 1110 0111 1110
-553, 1520, 1.52, 1111 1110 1111 1110
-553, 2145, 2.145, 1111 1110 0111 1110
-553, 2349, 2.349, 1111 1110 1111 1110
-553, 2987, 2.987, 1111 1110 0111 1110
-553, 3149, 3.149, 1111 1110 1111 1110
-553, 3606, 3.606, 1111 1110 0111 1110
-553, 3958, 3.958, 1111 1110 1111 1110
-589, 0, 0.0, 0111 1110 1111 1110
-589, 1, 0.001, 0000 0001 1000 0001
-589, 21, 0.021, 0000 0001 0000 0001
-589, 66, 0.066, 0111 1110 0111 1110
-589, 381, 0.381, 0111 1110 1111 1110
-589, 692, 0.692, 0111 1110 0111 1110
-589, 1441, 1.441, 0111 1110 1111 1110
-589, 1688, 1.688, 0111 1110 0111 1110
-589, 2441, 2.441, 0111 1110 1111 1110
-589, 2650, 2.65, 0111 1110 0111 1110
-589, 3412, 3.412, 0111 1110 1111 1110
-589, 3565, 3.565, 0111 1110 0111 1110
-589, 4145, 4.145, 0000 0001 0000 0001
-589, 4162, 4.162, 0111 1110 0111 1110
-608, 0, 0.0, 0111 1110 0111 1110
-608, 1, 0.001, 0000 0001 0000 0001
-608, 21, 0.021, 0000 0001 1000 0001
-608, 62, 0.062, 0111 1110 1111 1110
-608, 325, 0.325, 0111 1110 0111 1110
-608, 641, 0.641, 0111 1110 1111 1110
-608, 1208, 1.208, 0111 1110 0111 1110
-608, 1496, 1.496, 0111 1110 1111 1110
-608, 2112, 2.112, 0111 1110 0111 1110
-608, 2345, 2.345, 0111 1110 1111 1110
-608, 3102, 3.102, 0111 1110 0111 1110
-608, 3270, 3.27, 0111 1110 1111 1110
-608, 3824, 3.824, 0111 1110 0111 1110
-608, 4097, 4.097, 0000 0001 0000 0001
-608, 4117, 4.117, 0000 0001 1000 0001
-608, 4158, 4.158, 0111 1110 1111 1110
-613, 0, 0.0, 0111 1110 1111 1110
-613, 1, 0.001, 0000 0001 1000 0001
-613, 21, 0.021, 0000 0001 0000 0001
-613, 80, 0.08, 0111 1110 0111 1110
-613, 323, 0.323, 0111 1110 1111 1110
-613, 694, 0.694, 0111 1110 0111 1110
-613, 1366, 1.366, 0111 1110 1111 1110
-613, 1640, 1.64, 0111 1110 0111 1110
-613, 2300, 2.3, 0111 1110 1111 1110
-613, 2514, 2.514, 0111 1110 0111 1110
-613, 3252, 3.252, 0111 1110 1111 1110
-613, 3461, 3.461, 0111 1110 0111 1110
-613, 4093, 4.093, 0111 1110 1111 1110
-613, 4097, 4.097, 0000 0001 1000 0001
-613, 4117, 4.117, 0000 0001 0000 0001
-613, 4176, 4.176, 0111 1110 0111 1110
-614, 0, 0.0, 0111 1110 0111 1110
-614, 1, 0.001, 0000 0001 0000 0001
-614, 21, 0.021, 0000 0001 1000 0001
-614, 65, 0.065, 0111 1110 1111 1110
-614, 342, 0.342, 0111 1110 0111 1110
-614, 690, 0.69, 0111 1110 1111 1110
-614, 1254, 1.254, 0111 1110 0111 1110
-614, 1504, 1.504, 0111 1110 1111 1110
-614, 2122, 2.122, 0111 1110 0111 1110
-614, 2329, 2.329, 0111 1110 1111 1110
-614, 2965, 2.965, 0111 1110 0111 1110
-614, 3128, 3.128, 0111 1110 1111 1110
-614, 3590, 3.59, 0111 1110 0111 1110
-614, 3928, 3.928, 0111 1110 1111 1110
-647, 0, 0.0, 0111 1110 1111 1110
-647, 1, 0.001, 0000 0001 1000 0001
-647, 20, 0.02, 0000 0001 0000 0001
-647, 67, 0.067, 0111 1110 0111 1110
-647, 342, 0.342, 0111 1110 1111 1110
-647, 658, 0.658, 0111 1110 0111 1110
-647, 1232, 1.232, 0111 1110 1111 1110
-647, 1502, 1.502, 0111 1110 0111 1110
-647, 2309, 2.309, 0111 1110 1111 1110
-647, 2643, 2.643, 0111 1110 0111 1110
-647, 3490, 3.49, 0111 1110 1111 1110
-647, 3657, 3.657, 0111 1110 0111 1110
-650, 0, 0.0, 0111 1110 0111 1110
-650, 1, 0.001, 0000 0001 0000 0001
-650, 36, 0.036, 0000 0001 1000 0001
-650, 88, 0.088, 0111 1110 1111 1110
-650, 332, 0.332, 0111 1110 0111 1110
-650, 657, 0.657, 0111 1110 1111 1110
-650, 1274, 1.274, 0111 1110 0111 1110
-650, 1548, 1.548, 0111 1110 1111 1110
-650, 2232, 2.232, 0111 1110 0111 1110
-650, 2463, 2.463, 0111 1110 1111 1110
-650, 3197, 3.197, 0111 1110 0111 1110
-650, 3404, 3.404, 0111 1110 1111 1110
-650, 3922, 3.922, 0111 1110 0111 1110
-650, 4097, 4.097, 0000 0001 0000 0001
-650, 4132, 4.132, 0000 0001 1000 0001
-650, 4184, 4.184, 0111 1110 1111 1110
-662, 0, 0.0, 1111 1110 1111 1110
-662, 1, 0.001, 1000 0001 1000 0001
-662, 21, 0.021, 1000 0001 0000 0001
-662, 86, 0.086, 1111 1110 0111 1110
-662, 350, 0.35, 1111 1110 1111 1110
-662, 726, 0.726, 1111 1110 0111 1110
-662, 1566, 1.566, 1111 1110 1111 1110
-662, 1875, 1.875, 1111 1110 0111 1110
-662, 2721, 2.721, 1111 1110 1111 1110
-662, 2981, 2.981, 1111 1110 0111 1110
-662, 3910, 3.91, 1111 1110 1111 1110
-662, 4097, 4.097, 1000 0001 1000 0001
-662, 4117, 4.117, 1000 0001 0000 0001
-662, 4182, 4.182, 1111 1110 0111 1110
-662, 579166, 579.166, 0000 0000 0000 0000
-662, 587358, 587.358, 1111 1110 0111 1110
-664, 0, 0.0, 0111 1110 0111 1110
-664, 1, 0.001, 0000 0001 0000 0001
-664, 20, 0.02, 0000 0001 1000 0001
-664, 75, 0.075, 0111 1110 1111 1110
-664, 287, 0.287, 0111 1110 0111 1110
-664, 657, 0.657, 0111 1110 1111 1110
-664, 1220, 1.22, 0111 1110 0111 1110
-664, 1491, 1.491, 0111 1110 1111 1110
-664, 2203, 2.203, 0111 1110 0111 1110
-664, 2418, 2.418, 0111 1110 1111 1110
-664, 3159, 3.159, 0111 1110 0111 1110
-664, 3369, 3.369, 0111 1110 1111 1110
-664, 3946, 3.946, 0111 1110 0111 1110
-664, 4097, 4.097, 0000 0001 0000 0001
-664, 4116, 4.116, 0000 0001 1000 0001
-664, 4171, 4.171, 0111 1110 1111 1110
-682, 0, 0.0, 1111 1110 1111 1110
-682, 1, 0.001, 1000 0001 1000 0001
-682, 21, 0.021, 1000 0001 0000 0001
-682, 63, 0.063, 1111 1110 0111 1110
-682, 281, 0.281, 1111 1110 1111 1110
-682, 599, 0.599, 1111 1110 0111 1110
-682, 1169, 1.169, 1111 1110 1111 1110
-682, 1474, 1.474, 1111 1110 0111 1110
-682, 2196, 2.196, 1111 1110 1111 1110
-682, 2453, 2.453, 1111 1110 0111 1110
-682, 3122, 3.122, 1111 1110 1111 1110
-682, 3286, 3.286, 1111 1110 0111 1110
-682, 3781, 3.781, 1111 1110 1111 1110
-682, 4097, 4.097, 1111 1110 0111 1110
-706, 0, 0.0, 0111 1110 0111 1110
-706, 1, 0.001, 0000 0001 0000 0001
-706, 20, 0.02, 0000 0001 1000 0001
-706, 62, 0.062, 0111 1110 1111 1110
-706, 314, 0.314, 0111 1110 0111 1110
-706, 651, 0.651, 0111 1110 1111 1110
-706, 1251, 1.251, 0111 1110 0111 1110
-706, 1539, 1.539, 0111 1110 1111 1110
-706, 2142, 2.142, 0111 1110 0111 1110
-706, 2361, 2.361, 0111 1110 1111 1110
-706, 3012, 3.012, 0111 1110 0111 1110
-706, 3185, 3.185, 0111 1110 1111 1110
-706, 3770, 3.77, 0111 1110 0111 1110
-706, 4097, 4.097, 0000 0001 0000 0001
-706, 4098, 4.098, 0111 1110 1111 1110
-708, 0, 0.0, 1111 1110 1111 1110
-708, 1, 0.001, 1000 0001 1000 0001
-708, 21, 0.021, 1000 0001 0000 0001
-708, 102, 0.102, 1111 1110 0111 1110
-708, 359, 0.359, 1111 1110 1111 1110
-708, 689, 0.689, 1111 1110 0111 1110
-708, 1339, 1.339, 1111 1110 1111 1110
-708, 1654, 1.654, 1111 1110 0111 1110
-708, 2314, 2.314, 1111 1110 1111 1110
-708, 2539, 2.539, 1111 1110 0111 1110
-708, 3181, 3.181, 1111 1110 1111 1110
-708, 3404, 3.404, 1111 1110 0111 1110
-708, 4020, 4.02, 1111 1110 1111 1110
-708, 4097, 4.097, 1000 0001 1000 0001
-708, 4117, 4.117, 1000 0001 0000 0001
-708, 4198, 4.198, 1111 1110 0111 1110
-723, 0, 0.0, 1111 1110 0111 1110
-723, 1, 0.001, 1000 0001 0000 0001
-723, 21, 0.021, 1000 0001 1000 0001
-723, 108, 0.108, 1111 1110 1111 1110
-723, 731, 0.731, 1111 1110 0111 1110
-723, 1332, 1.332, 1111 1110 1111 1110
-723, 2292, 2.292, 1111 1110 0111 1110
-723, 2293, 2.293, 1111 1110 1111 1110
-723, 2296, 2.296, 1111 1110 0111 1110
-723, 2521, 2.521, 1111 1110 1111 1110
-723, 3247, 3.247, 1111 1110 0111 1110
-723, 3431, 3.431, 1111 1110 1111 1110
-723, 3955, 3.955, 1111 1110 0111 1110
-723, 4097, 4.097, 1000 0001 0000 0001
-723, 4117, 4.117, 1000 0001 1000 0001
-723, 4204, 4.204, 1111 1110 1111 1110
-724, 0, 0.0, 1111 1110 1111 1110
-724, 1, 0.001, 1000 0001 1000 0001
-724, 21, 0.021, 1000 0001 0000 0001
-724, 62, 0.062, 1111 1110 0111 1110
-724, 297, 0.297, 1111 1110 1111 1110
-724, 625, 0.625, 1111 1110 0111 1110
-724, 1345, 1.345, 1111 1110 1111 1110
-724, 1624, 1.624, 1111 1110 0111 1110
-724, 2298, 2.298, 1111 1110 1111 1110
-724, 2521, 2.521, 1111 1110 0111 1110
-724, 3378, 3.378, 1111 1110 1111 1110
-724, 3546, 3.546, 1111 1110 0111 1110
-724, 4078, 4.078, 1111 1110 1111 1110
-724, 4097, 4.097, 1000 0001 1000 0001
-724, 4117, 4.117, 1000 0001 0000 0001
-724, 4158, 4.158, 1111 1110 0111 1110
-727, 0, 0.0, 1111 1110 0111 1110
-727, 1, 0.001, 1000 0001 0000 0001
-727, 21, 0.021, 1000 0001 1000 0001
-727, 76, 0.076, 1111 1110 1111 1110
-727, 343, 0.343, 1111 1110 0111 1110
-727, 681, 0.681, 1111 1110 1111 1110
-727, 1395, 1.395, 1111 1110 0111 1110
-727, 1650, 1.65, 1111 1110 1111 1110
-727, 2363, 2.363, 1111 1110 0111 1110
-727, 2603, 2.603, 1111 1110 1111 1110
-727, 3291, 3.291, 1111 1110 0111 1110
-727, 3469, 3.469, 1111 1110 1111 1110
-727, 4018, 4.018, 1111 1110 0111 1110
-727, 4097, 4.097, 1000 0001 0000 0001
-727, 4117, 4.117, 1000 0001 1000 0001
-727, 4172, 4.172, 1111 1110 1111 1110
-748, 0, 0.0, 1000 0000 1000 0001
-748, 1, 0.001, 1000 0001 1000 0001
-748, 20, 0.02, 1000 0001 0000 0001
-748, 62, 0.062, 1111 1110 0111 1110
-748, 294, 0.294, 1111 1110 1111 1110
-748, 601, 0.601, 1111 1110 0111 1110
-748, 1178, 1.178, 1111 1110 1111 1110
-748, 1440, 1.44, 1111 1110 0111 1110
-748, 2060, 2.06, 1111 1110 1111 1110
-748, 2281, 2.281, 1111 1110 0111 1110
-748, 2915, 2.915, 1111 1110 1111 1110
-748, 3087, 3.087, 1111 1110 0111 1110
-748, 3771, 3.771, 1111 1110 1111 1110
-748, 3904, 3.904, 1111 1110 0111 1110
-756, 0, 0.0, 0000 0001 0000 0001
-756, 20, 0.02, 0000 0001 1000 0001
-756, 88, 0.088, 0111 1110 1111 1110
-756, 319, 0.319, 0111 1110 0111 1110
-756, 660, 0.66, 0111 1110 1111 1110
-756, 1314, 1.314, 0111 1110 0111 1110
-756, 1572, 1.572, 0111 1110 1111 1110
-756, 2193, 2.193, 0111 1110 0111 1110
-756, 2401, 2.401, 0111 1110 1111 1110
-756, 3044, 3.044, 0111 1110 0111 1110
-756, 3216, 3.216, 0111 1110 1111 1110
-756, 3768, 3.768, 0111 1110 0111 1110
-756, 4096, 4.096, 0000 0001 0000 0001
-756, 4099, 4.099, 0111 1110 1111 1110
-786, 0, 0.0, 1111 1110 1111 1110
-786, 1, 0.001, 1000 0001 1000 0001
-786, 21, 0.021, 1000 0001 0000 0001
-786, 88, 0.088, 1111 1111 0111 1110
-786, 89, 0.089, 1111 1110 0111 1110
-786, 360, 0.36, 1111 1110 1111 1110
-786, 663, 0.663, 1111 1110 0111 1110
-786, 1251, 1.251, 1111 1110 1111 1110
-786, 1539, 1.539, 1111 1110 0111 1110
-786, 2252, 2.252, 1111 1110 1111 1110
-786, 2467, 2.467, 1111 1110 0111 1110
-786, 3189, 3.189, 1111 1110 1111 1110
-786, 3369, 3.369, 1111 1110 0111 1110
-786, 3891, 3.891, 1111 1110 1111 1110
-786, 4097, 4.097, 1000 0001 1000 0001
-786, 4117, 4.117, 1000 0001 0000 0001
-786, 4184, 4.184, 1111 1111 0111 1110
-786, 4185, 4.185, 1111 1110 0111 1110
-789, 0, 0.0, 1111 1110 0111 1110
-789, 1, 0.001, 1000 0001 0000 0001
-789, 21, 0.021, 1000 0001 1000 0001
-789, 63, 0.063, 1111 1110 1111 1110
-789, 299, 0.299, 1111 1110 0111 1110
-789, 615, 0.615, 1111 1110 1111 1110
-789, 1229, 1.229, 1111 1110 0111 1110
-789, 1516, 1.516, 1111 1110 1111 1110
-789, 2212, 2.212, 1111 1110 0111 1110
-789, 2446, 2.446, 1111 1110 1111 1110
-789, 3193, 3.193, 1111 1110 0111 1110
-789, 3394, 3.394, 1111 1110 1111 1110
-789, 3955, 3.955, 1111 1110 0111 1110
-789, 4097, 4.097, 1000 0001 0000 0001
-789, 4117, 4.117, 1000 0001 1000 0001
-789, 4159, 4.159, 1111 1110 1111 1110
-789, 1000950, 1000.95, 0000 0000 0000 0000
-789, 1005046, 1005.046, 1111 1110 1111 1110
-790, 0, 0.0, 1111 1110 0111 1110
-790, 1, 0.001, 1000 0001 0000 0001
-790, 20, 0.02, 1000 0001 1000 0001
-790, 79, 0.079, 1111 1110 1111 1110
-790, 3523, 3.523, 1111 1110 0111 1110
-790, 3616, 3.616, 1111 1110 1111 1110
-792, 0, 0.0, 0111 1110 1111 1110
-792, 1, 0.001, 0000 0001 1000 0001
-792, 21, 0.021, 0000 0001 0000 0001
-792, 93, 0.093, 0111 1110 0111 1110
-792, 357, 0.357, 0111 1110 1111 1110
-792, 674, 0.674, 0111 1110 0111 1110
-792, 1331, 1.331, 0111 1110 1111 1110
-792, 1580, 1.58, 0111 1110 0111 1110
-792, 2176, 2.176, 0111 1110 1111 1110
-792, 2414, 2.414, 0111 1110 0111 1110
-792, 3280, 3.28, 0111 1110 1111 1110
-792, 3440, 3.44, 0111 1110 0111 1110
-792, 4016, 4.016, 0111 1110 1111 1110
-792, 4097, 4.097, 0000 0001 1000 0001
-792, 4117, 4.117, 0000 0001 0000 0001
-792, 4189, 4.189, 0111 1110 0111 1110
-794, 0, 0.0, 1111 1110 0111 1110
-794, 1, 0.001, 1000 0001 0000 0001
-794, 20, 0.02, 1000 0001 1000 0001
-794, 74, 0.074, 1111 1110 1111 1110
-794, 325, 0.325, 1111 1110 0111 1110
-794, 636, 0.636, 1111 1110 1111 1110
-794, 1268, 1.268, 1111 1110 0111 1110
-794, 1539, 1.539, 1111 1110 1111 1110
-794, 2215, 2.215, 1111 1110 0111 1110
-794, 2456, 2.456, 1111 1110 1111 1110
-794, 3134, 3.134, 1111 1110 0111 1110
-794, 3304, 3.304, 1111 1110 1111 1110
-794, 3822, 3.822, 1111 1110 0111 1110
-794, 4097, 4.097, 1000 0001 0000 0001
-794, 4116, 4.116, 1000 0001 1000 0001
-794, 4170, 4.17, 1111 1110 1111 1110
-799, 0, 0.0, 1111 1110 1111 1110
-799, 1, 0.001, 1000 0001 1000 0001
-799, 21, 0.021, 1000 0001 0000 0001
-799, 124, 0.124, 1111 1110 0111 1110
-799, 485, 0.485, 1111 1110 1111 1110
-799, 779, 0.779, 1111 1110 0111 1110
-799, 1486, 1.486, 1111 1110 1111 1110
-799, 1726, 1.726, 1111 1110 0111 1110
-799, 2400, 2.4, 1111 1110 1111 1110
-799, 2591, 2.591, 1111 1110 0111 1110
-799, 3327, 3.327, 1111 1110 1111 1110
-799, 3512, 3.512, 1111 1110 0111 1110
-799, 4067, 4.067, 1111 1110 1111 1110
-799, 4097, 4.097, 1000 0001 1000 0001
-799, 4117, 4.117, 1000 0001 0000 0001
-799, 4220, 4.22, 1111 1110 0111 1110
-800, 0, 0.0, 1111 1110 0111 1110
-800, 1, 0.001, 1000 0001 0000 0001
-800, 21, 0.021, 1000 0001 1000 0001
-800, 102, 0.102, 1111 1110 1111 1110
-800, 347, 0.347, 1111 1110 0111 1110
-800, 673, 0.673, 1111 1110 1111 1110
-800, 1266, 1.266, 1111 1110 0111 1110
-800, 1535, 1.535, 1111 1110 1111 1110
-800, 2195, 2.195, 1111 1110 0111 1110
-800, 2422, 2.422, 1111 1110 1111 1110
-800, 3146, 3.146, 1111 1110 0111 1110
-800, 3307, 3.307, 1111 1110 1111 1110
-800, 3835, 3.835, 1111 1110 0111 1110
-800, 4097, 4.097, 1000 0001 0000 0001
-800, 4117, 4.117, 1000 0001 1000 0001
-800, 4198, 4.198, 1111 1110 1111 1110
-818, 0, 0.0, 0111 1110 1111 1110
-818, 1, 0.001, 0000 0001 1000 0001
-818, 21, 0.021, 0000 0001 0000 0001
-818, 75, 0.075, 0111 1110 0111 1110
-818, 301, 0.301, 0111 1110 1111 1110
-818, 304, 0.304, 0111 1110 0111 1110
-818, 305, 0.305, 0111 1110 1111 1110
-818, 623, 0.623, 0111 1110 0111 1110
-818, 1289, 1.289, 0111 1110 1111 1110
-818, 1546, 1.546, 0111 1110 0111 1110
-818, 2182, 2.182, 0111 1110 1111 1110
-818, 2387, 2.387, 0111 1110 0111 1110
-818, 3098, 3.098, 0111 1110 1111 1110
-818, 3276, 3.276, 0111 1110 0111 1110
-818, 3847, 3.847, 0111 1110 1111 1110
-818, 4097, 4.097, 0000 0001 1000 0001
-818, 4117, 4.117, 0000 0001 0000 0001
-818, 4171, 4.171, 0111 1110 0111 1110
-828, 0, 0.0, 1111 1110 0111 1110
-828, 1, 0.001, 1000 0001 0000 0001
-828, 20, 0.02, 1000 0001 1000 0001
-828, 129, 0.129, 1111 1110 1111 1110
-828, 388, 0.388, 1111 1110 0111 1110
-828, 715, 0.715, 1111 1110 1111 1110
-828, 1364, 1.364, 1111 1110 0111 1110
-828, 1659, 1.659, 1111 1110 1111 1110
-828, 2377, 2.377, 1111 1110 0111 1110
-828, 2599, 2.599, 1111 1110 1111 1110
-828, 3328, 3.328, 1111 1110 0111 1110
-828, 3531, 3.531, 1111 1110 1111 1110
-828, 4137, 4.137, 1000 0001 1000 0001
-828, 4225, 4.225, 1111 1110 1111 1110
-846, 0, 0.0, 0111 1110 1111 1110
-846, 1, 0.001, 0000 0001 1000 0001
-846, 33, 0.033, 0000 0001 0000 0001
-846, 61, 0.061, 0111 1110 0111 1110
-846, 291, 0.291, 0111 1110 1111 1110
-846, 638, 0.638, 0111 1110 0111 1110
-846, 1261, 1.261, 0111 1110 1111 1110
-846, 1517, 1.517, 0111 1110 0111 1110
-846, 2163, 2.163, 0111 1110 1111 1110
-846, 2377, 2.377, 0111 1110 0111 1110
-846, 3044, 3.044, 0111 1110 1111 1110
-846, 3251, 3.251, 0111 1110 0111 1110
-846, 3786, 3.786, 0111 1110 1111 1110
-846, 4097, 4.097, 0000 0001 1000 0001
-846, 4129, 4.129, 0000 0001 0000 0001
-846, 4136, 4.136, 0111 1110 0111 1110
-851, 0, 0.0, 0111 1110 0111 1110
-851, 1, 0.001, 0000 0001 0000 0001
-851, 21, 0.021, 0000 0001 1000 0001
-851, 64, 0.064, 0111 1110 1111 1110
-851, 311, 0.311, 0111 1110 0111 1110
-851, 627, 0.627, 0111 1110 1111 1110
-851, 1201, 1.201, 0111 1110 0111 1110
-851, 1467, 1.467, 0111 1110 1111 1110
-851, 2129, 2.129, 0111 1110 0111 1110
-851, 2364, 2.364, 0111 1110 1111 1110
-851, 3083, 3.083, 0111 1110 0111 1110
-851, 3261, 3.261, 0111 1110 1111 1110
-851, 3765, 3.765, 0111 1110 0111 1110
-851, 4097, 4.097, 0000 0001 0000 0001
-851, 4117, 4.117, 0000 0001 1000 0001
-851, 4137, 4.137, 0111 1110 1111 1110
-853, 0, 0.0, 1111 1110 1111 1110
-853, 1, 0.001, 1000 0001 1000 0001
-853, 21, 0.021, 1000 0001 0000 0001
-853, 88, 0.088, 1111 1110 0111 1110
-853, 362, 0.362, 1111 1110 1111 1110
-853, 786, 0.786, 1111 1110 0111 1110
-853, 1439, 1.439, 1111 1110 1111 1110
-853, 1687, 1.687, 1111 1110 0111 1110
-853, 2286, 2.286, 1111 1110 1111 1110
-853, 2496, 2.496, 1111 1110 0111 1110
-853, 3243, 3.243, 1111 1110 1111 1110
-853, 3437, 3.437, 1111 1110 0111 1110
-853, 4041, 4.041, 1111 1110 1111 1110
-853, 4097, 4.097, 1000 0001 1000 0001
-853, 4117, 4.117, 1000 0001 0000 0001
-853, 4184, 4.184, 1111 1110 0111 1110
-878, 0, 0.0, 1111 1110 0111 1110
-878, 1, 0.001, 1000 0001 0000 0001
-878, 20, 0.02, 1000 0001 1000 0001
-878, 90, 0.09, 1111 1110 1111 1110
-878, 409, 0.409, 1111 1110 0111 1110
-878, 783, 0.783, 1111 1110 1111 1110
-878, 1530, 1.53, 1111 1110 0111 1110
-878, 1782, 1.782, 1111 1110 1111 1110
-878, 2436, 2.436, 1111 1110 0111 1110
-878, 2646, 2.646, 1111 1110 1111 1110
-878, 3290, 3.29, 1111 1110 0111 1110
-878, 3440, 3.44, 1111 1110 1111 1110
-878, 3910, 3.91, 1111 1110 0111 1110
-878, 4097, 4.097, 1000 0001 0000 0001
-878, 4116, 4.116, 1000 0001 1000 0001
-878, 4186, 4.186, 1111 1110 1111 1110
-882, 0, 0.0, 0111 1110 1111 1110
-882, 1, 0.001, 0000 0001 1000 0001
-882, 67, 0.067, 0000 0001 0000 0001
-882, 374, 0.374, 0111 1110 0111 1110
-882, 800, 0.8, 0111 1110 1111 1110
-882, 1166, 1.166, 0111 1110 0111 1110
-882, 1986, 1.986, 0111 1110 1111 1110
-882, 2248, 2.248, 0111 1110 0111 1110
-882, 3001, 3.001, 0111 1110 1111 1110
-882, 3200, 3.2, 0111 1110 0111 1110
-882, 3733, 3.733, 0111 1110 1111 1110
-882, 4097, 4.097, 0000 0001 1000 0001
-882, 4127, 4.127, 0111 1110 0111 1110
-895, 0, 0.0, 0111 1110 0111 1110
-895, 1, 0.001, 0000 0001 0000 0001
-895, 21, 0.021, 0000 0001 1000 0001
-895, 104, 0.104, 0111 1110 1111 1110
-895, 334, 0.334, 0111 1110 0111 1110
-895, 677, 0.677, 0111 1110 1111 1110
-895, 1305, 1.305, 0111 1110 0111 1110
-895, 1564, 1.564, 0111 1110 1111 1110
-895, 2258, 2.258, 0111 1110 0111 1110
-895, 2457, 2.457, 0111 1110 1111 1110
-895, 3169, 3.169, 0111 1110 0111 1110
-895, 3334, 3.334, 0111 1110 1111 1110
-895, 3927, 3.927, 0111 1110 0111 1110
-895, 4097, 4.097, 0000 0001 0000 0001
-895, 4117, 4.117, 0000 0001 1000 0001
-895, 4200, 4.2, 0111 1110 1111 1110
-895, 1395722, 1395.722, 0000 0000 0000 0000
-895, 1399818, 1399.818, 0111 1110 1111 1110
-907, 0, 0.0, 1111 1110 1111 1110
-907, 1, 0.001, 1000 0001 1000 0001
-907, 21, 0.021, 1000 0001 0000 0001
-907, 90, 0.09, 1111 1110 0111 1110
-907, 312, 0.312, 1111 1110 1111 1110
-907, 640, 0.64, 1111 1110 0111 1110
-907, 1310, 1.31, 1111 1110 1111 1110
-907, 1602, 1.602, 1111 1110 0111 1110
-907, 2345, 2.345, 1111 1110 1111 1110
-907, 2574, 2.574, 1111 1110 0111 1110
-907, 3288, 3.288, 1111 1110 1111 1110
-907, 3476, 3.476, 1111 1110 0111 1110
