Packet, Sample offset, Latency (ms), Sample
1, 0, 0.0, 0111 1110 1111 1110 
1, 1, 0.001, 0000 0001 1000 0001 
1, 21, 0.021, 0000 0001 0000 0001 
1, 94, 0.094, 0111 1110 0111 1110 
1, 304, 0.304, 1111 1110 1111 1110 
1, 611, 0.611, 0111 1110 0111 1110 
1, 1153, 1.153, 1111 1110 1111 1110 
1, 1417, 1.417, 0111 1110 0111 1110 
1, 2018, 2.018, 1111 1110 1111 1110 
1, 2242, 2.242, 0111 1110 0111 1110 
1, 2900, 2.9, 1111 1110 1111 1110 
1, 3067, 3.067, 0111 1110 0111 1110 
1, 3664, 3.664, 0111 1110 1111 1110 
1, 3872, 3.872, 0111 1110 0111 1110 
1, 15495, 15.495, 1111 1110 1111 1110 
1, 16055, 16.055, 0111 1110 0111 1110 
1, 16419, 16.419, 0000 0000 0000 0000 
2, 0, 0.0, 1111 1110 1111 1110 
2, 1, 0.001, 1000 0001 1000 0001 
2, 20, 0.02, 1000 0001 0000 0001 
2, 59, 0.059, 1111 1110 0111 1110 
2, 281, 0.281, 1111 1110 1111 1110 
2, 598, 0.598, 1111 1110 0111 1110 
2, 1261, 1.261, 1111 1110 1111 1110 
2, 1521, 1.521, 1111 1110 0111 1110 
2, 2195, 2.195, 1111 1110 1111 1110 
2, 2402, 2.402, 1111 1110 0111 1110 
2, 3128, 3.128, 1111 1110 1111 1110 
2, 3307, 3.307, 1111 1110 0111 1110 
2, 3806, 3.806, 1111 1110 1111 1110 
2, 4097, 4.097, 1000 0001 1000 0001 
2, 4116, 4.116, 1000 0001 0000 0001 
2, 4152, 4.152, 1111 1110 0111 1110 
2, 10161, 10.161, 1111 1110 1111 1110 
2, 10168, 10.168, 0111 1110 1111 1110 
2, 10490, 10.49, 1111 1110 0111 1110 
2, 10696, 10.696, 0111 1110 1111 1110 
2, 11343, 11.343, 1111 1110 0111 1110 
2, 11503, 11.503, 0000 0000 0000 0000 
3, 0, 0.0, 0111 1110 1111 1110 
3, 1, 0.001, 0000 0001 1000 0001 
3, 21, 0.021, 0000 0001 0000 0001 
3, 76, 0.076, 0111 1110 0111 1110 
3, 373, 0.373, 0111 1110 1111 1110 
3, 803, 0.803, 0111 1110 0111 1110 
3, 1661, 1.661, 0111 1110 1111 1110 
3, 1667, 1.667, 0111 1110 0111 1110 
3, 1671, 1.671, 0111 1110 1111 1110 
3, 1935, 1.935, 0111 1110 0111 1110 
3, 2564, 2.564, 0111 1110 1111 1110 
3, 2762, 2.762, 0111 1110 0111 1110 
3, 3398, 3.398, 0111 1110 1111 1110 
3, 3552, 3.552, 0111 1110 0111 1110 
3, 4060, 4.06, 0111 1110 1111 1110 
3, 4097, 4.097, 0000 0001 1000 0001 
3, 4117, 4.117, 0000 0001 0000 0001 
3, 4172, 4.172, 0111 1110 0111 1110 
3, 14071, 14.071, 0111 1110 1111 1110 
3, 14078, 14.078, 1111 1110 1111 1110 
3, 14313, 14.313, 0111 1110 0111 1110 
3, 14555, 14.555, 1111 1110 1111 1110 
3, 15203, 15.203, 0111 1110 0111 1110 
3, 15399, 15.399, 0000 0000 0000 0000 
4, 0, 0.0, 1111 1110 1111 1110 
4, 1, 0.001, 1000 0001 1000 0001 
4, 21, 0.021, 1000 0001 0000 0001 
4, 104, 0.104, 1111 1110 0111 1110 
4, 341, 0.341, 1111 1110 1111 1110 
4, 640, 0.64, 1111 1110 0111 1110 
4, 1184, 1.184, 1111 1110 1111 1110 
4, 1439, 1.439, 1111 1110 0111 1110 
4, 2018, 2.018, 1111 1110 1111 1110 
4, 2232, 2.232, 1111 1110 0111 1110 
4, 2899, 2.899, 1111 1110 1111 1110 
4, 3062, 3.062, 1111 1110 0111 1110 
4, 3580, 3.58, 1111 1110 1111 1110 
4, 3901, 3.901, 1111 1110 0111 1110 
