missed packet number, sample offset, latency (ms), sample
-11, 2164, 2.164, 0111 1110 0111 1110
-11, 2420, 2.42, 0111 1110 1111 1110
-11, 3112, 3.112, 0111 1110 0111 1110
-11, 3294, 3.294, 0111 1110 1111 1110
-11, 3825, 3.825, 0111 1110 0111 1110
-11, 4097, 4.097, 0000 0001 0000 0001
-11, 4116, 4.116, 0000 0001 1000 0001
-11, 4165, 4.165, 0111 1110 1111 1110
-15, 0, 0.0, 1111 1110 1111 1110
-15, 1, 0.001, 1000 0001 1000 0001
-15, 20, 0.02, 1000 0001 0000 0001
-15, 77, 0.077, 1111 1110 0111 1110
-15, 305, 0.305, 1111 1110 1111 1110
-15, 644, 0.644, 1111 1110 0111 1110
-15, 1248, 1.248, 1111 1110 1111 1110
-15, 1519, 1.519, 1111 1110 0111 1110
-15, 2153, 2.153, 1111 1110 1111 1110
-15, 2380, 2.38, 1111 1110 0111 1110
-15, 3071, 3.071, 1111 1110 1111 1110
-15, 3258, 3.258, 1111 1110 0111 1110
-15, 3768, 3.768, 1111 1110 1111 1110
-15, 4097, 4.097, 1000 0001 1000 0001
-15, 4116, 4.116, 1000 0001 0000 0001
-15, 4131, 4.131, 1111 1110 0111 1110
-18, 0, 0.0, 1000 0001 0000 0001
-18, 20, 0.02, 1000 0001 1000 0001
-18, 63, 0.063, 1111 1110 1111 1110
-18, 290, 0.29, 1111 1110 0111 1110
-18, 597, 0.597, 1111 1110 1111 1110
-18, 1177, 1.177, 1111 1110 0111 1110
-18, 1470, 1.47, 1111 1110 1111 1110
-18, 2095, 2.095, 1111 1110 0111 1110
-18, 2324, 2.324, 1111 1110 1111 1110
-18, 2935, 2.935, 1111 1110 0111 1110
-18, 3124, 3.124, 1111 1110 1111 1110
-18, 3784, 3.784, 1111 1110 0111 1110
-18, 3946, 3.946, 1111 1110 1111 1110
-32, 0, 0.0, 0111 1110 1111 1110
-32, 1, 0.001, 0000 0001 1000 0001
-32, 20, 0.02, 0000 0001 0000 0001
-32, 156, 0.156, 0111 1110 0111 1110
-32, 505, 0.505, 0111 1110 1111 1110
-32, 823, 0.823, 0111 1110 0111 1110
-32, 1583, 1.583, 0111 1110 1111 1110
-32, 1855, 1.855, 0111 1110 0111 1110
-32, 2683, 2.683, 0111 1110 1111 1110
-32, 2913, 2.913, 0111 1110 0111 1110
-32, 3524, 3.524, 0111 1110 1111 1110
-32, 3852, 3.852, 0111 1110 0111 1110
-34, 0, 0.0, 1111 1110 0111 1110
-34, 1, 0.001, 1000 0001 0000 0001
-34, 20, 0.02, 1000 0001 1000 0001
-34, 114, 0.114, 1111 1110 1111 1110
-34, 377, 0.377, 1111 1110 0111 1110
-34, 696, 0.696, 1111 1110 1111 1110
-34, 1308, 1.308, 1111 1110 0111 1110
-34, 1550, 1.55, 1111 1110 1111 1110
-34, 2163, 2.163, 1111 1110 0111 1110
-34, 2364, 2.364, 1111 1110 1111 1110
-34, 3045, 3.045, 1111 1110 0111 1110
-34, 3195, 3.195, 1111 1110 1111 1110
-34, 3660, 3.66, 1111 1110 0111 1110
-34, 4023, 4.023, 1111 1110 1111 1110
-37, 0, 0.0, 1111 1110 1111 1110
-37, 1, 0.001, 1000 0001 1000 0001
-37, 20, 0.02, 1000 0001 0000 0001
-37, 89, 0.089, 1111 1110 0111 1110
-37, 355, 0.355, 1111 1110 1111 1110
-37, 687, 0.687, 1111 1110 0111 1110
-37, 1323, 1.323, 1111 1110 1111 1110
-37, 1602, 1.602, 1111 1110 0111 1110
-37, 2254, 2.254, 1111 1110 1111 1110
-37, 2485, 2.485, 1111 1110 0111 1110
-37, 3182, 3.182, 1111 1110 1111 1110
-37, 3373, 3.373, 1111 1110 0111 1110
-37, 3899, 3.899, 1111 1110 1111 1110
-37, 4097, 4.097, 1000 0001 1000 0001
-37, 4116, 4.116, 1000 0001 0000 0001
-37, 4185, 4.185, 1111 1110 0111 1110
-41, 0, 0.0, 0111 1110 0111 1110
-41, 1, 0.001, 0000 0001 0000 0001
-41, 20, 0.02, 0000 0001 1000 0001
-41, 61, 0.061, 0111 1110 1111 1110
-41, 383, 0.383, 0111 1110 0111 1110
-41, 800, 0.8, 0111 1110 1111 1110
-41, 1660, 1.66, 0111 1110 0111 1110
-41, 1964, 1.964, 0111 1110 1111 1110
-41, 2636, 2.636, 0111 1110 0111 1110
-41, 2833, 2.833, 0111 1110 1111 1110
-41, 3502, 3.502, 0111 1110 0111 1110
-41, 3666, 3.666, 0111 1110 1111 1110
-41, 4153, 4.153, 0000 0001 1000 0001
-41, 4157, 4.157, 0111 1110 1111 1110
-42, 0, 0.0, 0111 1110 1111 1110
-42, 1, 0.001, 0000 0001 1000 0001
-42, 20, 0.02, 0000 0001 0000 0001
-42, 75, 0.075, 0111 1110 0111 1110
-42, 330, 0.33, 0111 1110 1111 1110
-42, 641, 0.641, 0111 1110 0111 1110
-42, 1234, 1.234, 0111 1110 1111 1110
-42, 1504, 1.504, 0111 1110 0111 1110
-42, 2164, 2.164, 0111 1110 1111 1110
-42, 2432, 2.432, 0111 1110 0111 1110
-42, 3112, 3.112, 0111 1110 1111 1110
-42, 3278, 3.278, 0111 1110 0111 1110
-42, 3777, 3.777, 0111 1110 1111 1110
-42, 4097, 4.097, 0000 0001 1000 0001
-42, 4116, 4.116, 0000 0001 0000 0001
-42, 4122, 4.122, 0111 1110 0111 1110
-42, 103475, 103.475, 0000 0000 0000 0000
-42, 107571, 107.571, 0111 1110 0111 1110
-42, 110102, 110.102, 0000 0000 0000 0000
-42, 118294, 118.294, 0111 1110 0111 1110
-45, 0, 0.0, 0111 1110 0111 1110
-45, 1, 0.001, 0000 0001 0000 0001
-45, 20, 0.02, 0000 0001 1000 0001
-45, 77, 0.077, 0111 1110 1111 1110
-45, 329, 0.329, 0111 1110 0111 1110
-45, 661, 0.661, 0111 1110 1111 1110
-45, 1273, 1.273, 0111 1110 0111 1110
-45, 1549, 1.549, 0111 1110 1111 1110
-45, 2200, 2.2, 0111 1110 0111 1110
-45, 2431, 2.431, 0111 1110 1111 1110
-45, 3119, 3.119, 0111 1110 0111 1110
-45, 3313, 3.313, 0111 1110 1111 1110
-45, 3819, 3.819, 0111 1110 0111 1110
-45, 4097, 4.097, 0000 0001 0000 0001
-45, 4116, 4.116, 0000 0001 1000 0001
-45, 4173, 4.173, 0111 1110 1111 1110
-46, 0, 0.0, 0111 1110 1111 1110
-46, 1, 0.001, 0000 0001 1000 0001
-46, 21, 0.021, 0000 0001 0000 0001
-46, 91, 0.091, 0111 1110 0111 1110
-46, 320, 0.32, 0111 1110 1111 1110
-46, 624, 0.624, 0111 1110 0111 1110
-46, 1180, 1.18, 0111 1110 1111 1110
-46, 1441, 1.441, 0111 1110 0111 1110
-46, 2111, 2.111, 0111 1110 1111 1110
-46, 2321, 2.321, 0111 1110 0111 1110
-46, 2966, 2.966, 0111 1110 1111 1110
-46, 3141, 3.141, 0111 1110 0111 1110
-46, 3629, 3.629, 0111 1110 1111 1110
-46, 3970, 3.97, 0111 1110 0111 1110
-47, 0, 0.0, 0111 1110 0111 1110
-47, 1, 0.001, 0000 0001 0000 0001
-47, 20, 0.02, 0000 0001 1000 0001
-47, 196, 0.196, 0111 1110 1111 1110
-47, 663, 0.663, 0111 1110 0111 1110
-47, 922, 0.922, 0111 1110 1111 1110
-47, 1553, 1.553, 0111 1110 0111 1110
-47, 1767, 1.767, 0111 1110 1111 1110
-47, 2446, 2.446, 0111 1110 0111 1110
-47, 2619, 2.619, 0111 1110 1111 1110
-47, 3189, 3.189, 0111 1110 0111 1110
-47, 3446, 3.446, 0111 1110 1111 1110
-47, 3979, 3.979, 0111 1110 0111 1110
-47, 4097, 4.097, 0000 0001 0000 0001
-47, 4116, 4.116, 0000 0001 1000 0001
-47, 4284, 4.284, 0111 1110 1111 1110
-49, 0, 0.0, 1000 0001 1000 0001
-49, 20, 0.02, 1000 0001 0000 0001
-49, 71, 0.071, 1111 1110 0111 1110
-49, 291, 0.291, 1111 1110 1111 1110
-49, 585, 0.585, 1111 1110 0111 1110
-49, 1162, 1.162, 1111 1110 1111 1110
-49, 1416, 1.416, 1111 1110 0111 1110
-49, 2029, 2.029, 1111 1110 1111 1110
-49, 2231, 2.231, 1111 1110 0111 1110
-49, 2899, 2.899, 1111 1110 1111 1110
-49, 3074, 3.074, 1111 1110 0111 1110
-49, 3543, 3.543, 1111 1110 1111 1110
-49, 3923, 3.923, 1111 1110 0111 1110
-51, 0, 0.0, 0000 0001 0000 0001
-51, 36, 0.036, 0000 0001 1000 0001
-51, 113, 0.113, 0111 1110 1111 1110
-51, 367, 0.367, 0111 1110 0111 1110
-51, 664, 0.664, 0111 1110 1111 1110
-51, 1259, 1.259, 0111 1110 0111 1110
-51, 1532, 1.532, 0111 1110 1111 1110
-51, 2175, 2.175, 0111 1110 0111 1110
-51, 2395, 2.395, 0111 1110 1111 1110
-51, 3056, 3.056, 0111 1110 0111 1110
-51, 3215, 3.215, 0111 1110 1111 1110
-51, 3697, 3.697, 0111 1110 0111 1110
-51, 4023, 4.023, 0111 1110 1111 1110
-55, 0, 0.0, 1111 1110 1111 1110
-55, 1, 0.001, 1000 0001 1000 0001
-55, 21, 0.021, 1000 0001 0000 0001
-55, 77, 0.077, 1111 1110 0111 1110
-55, 289, 0.289, 1111 1110 1111 1110
-55, 602, 0.602, 1111 1110 0111 1110
-55, 1156, 1.156, 1111 1110 1111 1110
-55, 1436, 1.436, 1111 1110 0111 1110
-55, 2018, 2.018, 1111 1110 1111 1110
-55, 2342, 2.342, 1111 1110 0111 1110
-55, 3228, 3.228, 1111 1110 1111 1110
-55, 3438, 3.438, 1111 1110 0111 1110
-55, 4115, 4.115, 1000 0001 1000 0001
-55, 4117, 4.117, 1000 0001 0000 0001
-55, 4173, 4.173, 1111 1110 0111 1110
-56, 0, 0.0, 1111 1110 0111 1110
-56, 1, 0.001, 1000 0001 0000 0001
-56, 20, 0.02, 1000 0001 1000 0001
-56, 80, 0.08, 1111 1110 1111 1110
-56, 327, 0.327, 1111 1110 0111 1110
-56, 676, 0.676, 1111 1110 1111 1110
-56, 1324, 1.324, 1111 1110 0111 1110
-56, 1632, 1.632, 1111 1110 1111 1110
-56, 2303, 2.303, 1111 1110 0111 1110
-56, 2551, 2.551, 1111 1110 1111 1110
-56, 3290, 3.29, 1111 1110 0111 1110
-56, 3473, 3.473, 1111 1110 1111 1110
-56, 4013, 4.013, 1111 1110 0111 1110
-56, 4097, 4.097, 1000 0001 0000 0001
-56, 4116, 4.116, 1000 0001 1000 0001
-56, 4176, 4.176, 1111 1110 1111 1110
-58, 0, 0.0, 0111 1110 1111 1110
-58, 1, 0.001, 0000 0001 1000 0001
-58, 20, 0.02, 0000 0001 0000 0001
-58, 63, 0.063, 0111 1110 0111 1110
-58, 280, 0.28, 0111 1110 1111 1110
-58, 584, 0.584, 0111 1110 0111 1110
-58, 1147, 1.147, 0111 1110 1111 1110
-58, 1411, 1.411, 0111 1110 0111 1110
-58, 2017, 2.017, 0111 1110 1111 1110
-58, 2243, 2.243, 0111 1110 0111 1110
-58, 2861, 2.861, 0111 1110 1111 1110
-58, 3046, 3.046, 0111 1110 0111 1110
-58, 3729, 3.729, 0111 1110 1111 1110
-58, 3874, 3.874, 0111 1110 0111 1110
-60, 0, 0.0, 1111 1110 0111 1110
-60, 1, 0.001, 1000 0001 0000 0001
-60, 20, 0.02, 1000 0001 1000 0001
-60, 83, 0.083, 1111 1110 1111 1110
-60, 345, 0.345, 1111 1110 0111 1110
-60, 677, 0.677, 1111 1110 1111 1110
-60, 1313, 1.313, 1111 1110 0111 1110
-60, 1604, 1.604, 1111 1110 1111 1110
-60, 2277, 2.277, 1111 1110 0111 1110
-60, 2505, 2.505, 1111 1110 1111 1110
-60, 3239, 3.239, 1111 1110 0111 1110
-60, 3412, 3.412, 1111 1110 1111 1110
-60, 3939, 3.939, 1111 1110 0111 1110
-60, 4097, 4.097, 1000 0001 0000 0001
-60, 4116, 4.116, 1000 0001 1000 0001
-60, 4179, 4.179, 1111 1110 1111 1110
-85, 0, 0.0, 1111 1110 0111 1110
-85, 1, 0.001, 1000 0001 0000 0001
-85, 20, 0.02, 1000 0001 1000 0001
-85, 167, 0.167, 1111 1110 1111 1110
-85, 573, 0.573, 1111 1110 0111 1110
-85, 873, 0.873, 1111 1110 1111 1110
-85, 1515, 1.515, 1111 1110 0111 1110
-85, 1743, 1.743, 1111 1110 1111 1110
-85, 2358, 2.358, 1111 1110 0111 1110
-85, 2535, 2.535, 1111 1110 1111 1110
-85, 3187, 3.187, 1111 1110 0111 1110
-85, 3332, 3.332, 1111 1110 1111 1110
-85, 3835, 3.835, 1111 1110 0111 1110
-85, 4097, 4.097, 1000 0001 0000 0001
-85, 4116, 4.116, 1000 0001 1000 0001
-85, 4149, 4.149, 1111 1110 1111 1110
-85, 866743, 866.743, 1111 1110 0111 1110
-85, 867082, 867.082, 1111 1110 1111 1110
-85, 867245, 867.245, 1111 1110 0111 1110
-85, 867763, 867.763, 1111 1110 1111 1110
-85, 868102, 868.102, 1111 1110 0111 1110
-85, 868686, 868.686, 1111 1110 1111 1110
-85, 868969, 868.969, 1111 1110 0111 1110
-85, 869626, 869.626, 1111 1110 1111 1110
-85, 869897, 869.897, 1111 1110 0111 1110
-85, 870577, 870.577, 1111 1110 1111 1110
-85, 870774, 870.774, 1111 1110 0111 1110
-86, 0, 0.0, 1111 1110 0111 1110
-86, 1, 0.001, 1000 0001 0000 0001
-86, 20, 0.02, 1000 0001 1000 0001
-86, 61, 0.061, 1111 1110 1111 1110
-86, 313, 0.313, 1111 1110 0111 1110
-86, 613, 0.613, 1111 1110 1111 1110
-86, 1231, 1.231, 1111 1110 0111 1110
-86, 1502, 1.502, 1111 1110 1111 1110
-86, 2389, 2.389, 1111 1110 0111 1110
-86, 2593, 2.593, 1111 1110 1111 1110
-86, 3231, 3.231, 1111 1110 0111 1110
-86, 3399, 3.399, 1111 1110 1111 1110
-86, 3867, 3.867, 1111 1110 0111 1110
-86, 4097, 4.097, 1000 0001 0000 0001
-86, 4116, 4.116, 1000 0001 1000 0001
-86, 4157, 4.157, 1111 1110 1111 1110
-90, 0, 0.0, 0111 1110 1111 1110
-90, 1, 0.001, 0000 0001 1000 0001
-90, 23, 0.023, 0000 0001 0000 0001
-90, 61, 0.061, 0111 1110 0111 1110
-90, 288, 0.288, 0111 1110 1111 1110
-90, 601, 0.601, 0111 1110 0111 1110
-90, 1181, 1.181, 0111 1110 1111 1110
-90, 1441, 1.441, 0111 1110 0111 1110
-90, 2030, 2.03, 0111 1110 1111 1110
-90, 2250, 2.25, 0111 1110 0111 1110
-90, 2897, 2.897, 0111 1110 1111 1110
-90, 3064, 3.064, 0111 1110 0111 1110
-90, 3709, 3.709, 0111 1110 1111 1110
-90, 3881, 3.881, 0111 1110 0111 1110
-93, 0, 0.0, 0000 0001 0000 0001
-93, 36, 0.036, 0000 0001 1000 0001
-93, 107, 0.107, 0111 1110 1111 1110
-93, 438, 0.438, 0111 1110 0111 1110
-93, 774, 0.774, 0111 1110 1111 1110
-93, 1486, 1.486, 0111 1110 0111 1110
-93, 1742, 1.742, 0111 1110 1111 1110
-93, 2435, 2.435, 0111 1110 0111 1110
-93, 2634, 2.634, 0111 1110 1111 1110
-93, 3302, 3.302, 0111 1110 0111 1110
-93, 3482, 3.482, 0111 1110 1111 1110
-93, 3983, 3.983, 0111 1110 0111 1110
-93, 4096, 4.096, 0000 0001 0000 0001
-93, 4132, 4.132, 0000 0001 1000 0001
-93, 4203, 4.203, 0111 1110 1111 1110
-94, 0, 0.0, 0111 1110 1111 1110
-94, 1, 0.001, 0000 0001 1000 0001
-94, 20, 0.02, 0000 0001 0000 0001
-94, 87, 0.087, 0111 1110 0111 1110
-94, 377, 0.377, 0111 1110 1111 1110
-94, 672, 0.672, 0111 1110 0111 1110
-94, 1225, 1.225, 0111 1110 1111 1110
-94, 1471, 1.471, 0111 1110 0111 1110
-94, 2116, 2.116, 0111 1110 1111 1110
-94, 2322, 2.322, 0111 1110 0111 1110
-94, 2969, 2.969, 0111 1110 1111 1110
-94, 3127, 3.127, 0111 1110 0111 1110
-94, 3605, 3.605, 0111 1110 1111 1110
-94, 3933, 3.933, 0111 1110 0111 1110
-94, 1444042, 1444.042, 0000 0000 0000 0000
-94, 1448138, 1448.138, 0111 1110 0111 1110
-95, 0, 0.0, 0111 1110 0111 1110
-95, 1, 0.001, 0000 0001 0000 0001
-95, 20, 0.02, 0000 0001 1000 0001
-95, 78, 0.078, 0111 1110 1111 1110
-95, 281, 0.281, 0111 1110 0111 1110
-95, 579, 0.579, 0111 1110 1111 1110
-95, 1185, 1.185, 0111 1110 0111 1110
-95, 1441, 1.441, 0111 1110 1111 1110
-95, 2064, 2.064, 0111 1110 0111 1110
-95, 2295, 2.295, 0111 1110 1111 1110
-95, 2958, 2.958, 0111 1110 0111 1110
-95, 3162, 3.162, 0111 1110 1111 1110
-95, 3702, 3.702, 0111 1110 0111 1110
-95, 4014, 4.014, 0111 1110 1111 1110
-96, 0, 0.0, 0111 1110 1111 1110
-96, 1, 0.001, 0000 0001 1000 0001
-96, 20, 0.02, 0000 0001 0000 0001
-96, 75, 0.075, 0111 1110 0111 1110
-96, 308, 0.308, 0111 1110 1111 1110
-96, 628, 0.628, 0111 1110 0111 1110
-96, 1197, 1.197, 0111 1110 1111 1110
-96, 1479, 1.479, 0111 1110 0111 1110
-96, 2234, 2.234, 0111 1110 1111 1110
-96, 2510, 2.51, 0111 1110 0111 1110
-96, 3374, 3.374, 0111 1110 1111 1110
-96, 3536, 3.536, 0111 1110 0111 1110
-96, 4059, 4.059, 0111 1110 1111 1110
-96, 4097, 4.097, 0000 0001 1000 0001
-96, 4116, 4.116, 0000 0001 0000 0001
-96, 4171, 4.171, 0111 1110 0111 1110
-98, 0, 0.0, 1111 1110 0111 1110
-98, 1, 0.001, 1000 0001 0000 0001
-98, 20, 0.02, 1000 0001 1000 0001
-98, 106, 0.106, 1111 1110 1111 1110
-98, 339, 0.339, 1111 1110 0111 1110
-98, 643, 0.643, 1111 1110 1111 1110
-98, 1209, 1.209, 1111 1110 0111 1110
-98, 1472, 1.472, 1111 1110 1111 1110
-98, 2079, 2.079, 1111 1110 0111 1110
-98, 2304, 2.304, 1111 1110 1111 1110
-98, 2958, 2.958, 1111 1110 0111 1110
-98, 3133, 3.133, 1111 1110 1111 1110
-98, 3779, 3.779, 1111 1110 0111 1110
-98, 4008, 4.008, 1111 1110 1111 1110
-100, 0, 0.0, 0111 1110 1111 1110
-100, 1, 0.001, 0000 0001 1000 0001
-100, 20, 0.02, 0000 0001 0000 0001
-100, 60, 0.06, 0111 1110 0111 1110
-100, 302, 0.302, 0111 1110 1111 1110
-100, 598, 0.598, 0111 1110 0111 1110
-100, 1153, 1.153, 0111 1110 1111 1110
-100, 1405, 1.405, 0111 1110 0111 1110
-100, 2005, 2.005, 0111 1110 1111 1110
-100, 2213, 2.213, 0111 1110 0111 1110
-100, 2860, 2.86, 0111 1110 1111 1110
-100, 3052, 3.052, 0111 1110 0111 1110
-100, 3531, 3.531, 0111 1110 1111 1110
-100, 3858, 3.858, 0111 1110 0111 1110
-105, 0, 0.0, 0111 1110 0111 1110
-105, 1, 0.001, 0000 0001 0000 0001
-105, 21, 0.021, 0000 0001 1000 0001
-105, 67, 0.067, 0111 1110 1111 1110
-105, 279, 0.279, 0111 1110 0111 1110
-105, 608, 0.608, 0111 1110 1111 1110
-105, 1195, 1.195, 0111 1110 0111 1110
-105, 1455, 1.455, 0111 1110 1111 1110
-105, 2103, 2.103, 0111 1110 0111 1110
-105, 2310, 2.31, 0111 1110 1111 1110
-105, 2943, 2.943, 0111 1110 0111 1110
-105, 3118, 3.118, 0111 1110 1111 1110
-105, 3700, 3.7, 0111 1110 0111 1110
-105, 3937, 3.937, 0111 1110 1111 1110
-109, 0, 0.0, 1111 1110 1111 1110
-109, 1, 0.001, 1000 0001 1000 0001
-109, 21, 0.021, 1000 0001 0000 0001
-109, 60, 0.06, 1111 1110 0111 1110
-109, 300, 0.3, 1111 1110 1111 1110
-109, 601, 0.601, 1111 1110 0111 1110
-109, 1159, 1.159, 1111 1110 1111 1110
-109, 1408, 1.408, 1111 1110 0111 1110
-109, 2025, 2.025, 1111 1110 1111 1110
-109, 2271, 2.271, 1111 1110 0111 1110
-109, 2987, 2.987, 1111 1110 1111 1110
-109, 3142, 3.142, 1111 1110 0111 1110
-109, 3609, 3.609, 1111 1110 1111 1110
-109, 3936, 3.936, 1111 1110 0111 1110
-117, 0, 0.0, 0111 1110 0111 1110
-117, 1, 0.001, 0000 0001 0000 0001
-117, 20, 0.02, 0000 0001 1000 0001
-117, 61, 0.061, 0111 1110 1111 1110
-117, 298, 0.298, 0111 1110 0111 1110
-117, 635, 0.635, 0111 1110 1111 1110
-117, 1185, 1.185, 0111 1110 0111 1110
-117, 1449, 1.449, 0111 1110 1111 1110
-117, 2112, 2.112, 0111 1110 0111 1110
-117, 2333, 2.333, 0111 1110 1111 1110
-117, 2970, 2.97, 0111 1110 0111 1110
-117, 3158, 3.158, 0111 1110 1111 1110
-117, 3777, 3.777, 0111 1110 0111 1110
-117, 4008, 4.008, 0111 1110 1111 1110
-119, 0, 0.0, 1111 1110 1111 1110
-119, 1, 0.001, 1000 0001 1000 0001
-119, 20, 0.02, 1000 0001 0000 0001
-119, 77, 0.077, 1111 1110 0111 1110
-119, 334, 0.334, 1111 1110 1111 1110
-119, 643, 0.643, 1111 1110 0111 1110
-119, 1276, 1.276, 1111 1110 1111 1110
-119, 1547, 1.547, 1111 1110 0111 1110
-119, 2298, 2.298, 1111 1110 1111 1110
-119, 2300, 2.3, 1111 1110 0111 1110
-119, 2301, 2.301, 1111 1110 1111 1110
-119, 2539, 2.539, 1111 1110 0111 1110
-119, 3259, 3.259, 1111 1110 1111 1110
-119, 3435, 3.435, 1111 1110 0111 1110
-119, 3959, 3.959, 1111 1110 1111 1110
-119, 4097, 4.097, 1000 0001 1000 0001
-119, 4116, 4.116, 1000 0001 0000 0001
-119, 4173, 4.173, 1111 1110 0111 1110
-119, 287311, 287.311, 0000 0000 0000 0000
-119, 291407, 291.407, 1111 1110 0111 1110
-123, 0, 0.0, 0111 1110 0111 1110
-123, 1, 0.001, 0000 0001 0000 0001
-123, 20, 0.02, 0000 0001 1000 0001
-123, 78, 0.078, 0111 1110 1111 1110
-123, 404, 0.404, 0111 1110 0111 1110
-123, 701, 0.701, 0111 1110 1111 1110
-123, 1320, 1.32, 0111 1110 0111 1110
-123, 1613, 1.613, 0111 1110 1111 1110
-123, 2247, 2.247, 0111 1110 0111 1110
-123, 2448, 2.448, 0111 1110 1111 1110
-123, 3151, 3.151, 0111 1110 0111 1110
-123, 3329, 3.329, 0111 1110 1111 1110
-123, 3910, 3.91, 0111 1110 0111 1110
-123, 4097, 4.097, 0000 0001 0000 0001
-123, 4116, 4.116, 0000 0001 1000 0001
-123, 4174, 4.174, 0111 1110 1111 1110
-124, 0, 0.0, 0111 1110 1111 1110
-124, 1, 0.001, 0000 0001 1000 0001
-124, 20, 0.02, 0000 0001 0000 0001
-124, 72, 0.072, 0111 1110 0111 1110
-124, 321, 0.321, 0111 1110 1111 1110
-124, 642, 0.642, 0111 1110 0111 1110
-124, 1251, 1.251, 0111 1110 1111 1110
-124, 1515, 1.515, 0111 1110 0111 1110
-124, 2383, 2.383, 0111 1110 1111 1110
-124, 2658, 2.658, 0111 1110 0111 1110
-124, 3511, 3.511, 0111 1110 1111 1110
-124, 3664, 3.664, 0111 1110 0111 1110
-126, 0, 0.0, 1111 1110 0111 1110
-126, 1, 0.001, 1000 0001 0000 0001
-126, 20, 0.02, 1000 0001 1000 0001
-126, 94, 0.094, 1111 1110 1111 1110
-126, 420, 0.42, 1111 1110 0111 1110
-126, 713, 0.713, 1111 1110 1111 1110
-126, 1349, 1.349, 1111 1110 0111 1110
-126, 1642, 1.642, 1111 1110 1111 1110
-126, 2274, 2.274, 1111 1110 0111 1110
-126, 2512, 2.512, 1111 1110 1111 1110
-126, 3215, 3.215, 1111 1110 0111 1110
-126, 3370, 3.37, 1111 1110 1111 1110
-126, 3897, 3.897, 1111 1110 0111 1110
-126, 4097, 4.097, 1000 0001 0000 0001
-126, 4116, 4.116, 1000 0001 1000 0001
-126, 4190, 4.19, 1111 1110 1111 1110
-128, 0, 0.0, 0000 0001 1000 0001
-128, 20, 0.02, 0000 0001 0000 0001
-128, 127, 0.127, 0111 1110 0111 1110
-128, 465, 0.465, 0111 1110 1111 1110
-128, 801, 0.801, 0111 1110 0111 1110
-128, 1749, 1.749, 0111 1110 1111 1110
-128, 2041, 2.041, 0111 1110 0111 1110
-128, 2933, 2.933, 0111 1110 1111 1110
-128, 3136, 3.136, 0111 1110 0111 1110
-128, 3805, 3.805, 0111 1110 1111 1110
-128, 4096, 4.096, 0000 0001 1000 0001
-128, 4104, 4.104, 0111 1110 0111 1110
