Packet, Sample offset, Latency (ms), Sample
1, 0, 0.0, 0111 1110 0111 1110 
1, 1, 0.001, 0000 0001 0000 0001 
1, 21, 0.021, 0000 0001 1000 0001 
1, 111, 0.111, 0111 1110 1111 1110 
1, 392, 0.392, 1111 1110 0111 1110 
1, 760, 0.76, 0111 1110 1111 1110 
1, 1436, 1.436, 1111 1110 0111 1110 
1, 1718, 1.718, 0111 1110 1111 1110 
1, 2389, 2.389, 1111 1110 0111 1110 
1, 2615, 2.615, 0111 1110 1111 1110 
1, 3327, 3.327, 1111 1110 0111 1110 
1, 3503, 3.503, 0111 1110 1111 1110 
1, 4029, 4.029, 0111 1110 0111 1110 
1, 4097, 4.097, 0000 0001 0000 0001 
1, 4117, 4.117, 0000 0001 1000 0001 
1, 4207, 4.207, 0111 1110 1111 1110 
1, 6196, 6.196, 1111 1110 1111 1110 
1, 6776, 6.776, 0111 1110 1111 1110 
1, 6972, 6.972, 0000 0000 0000 0000 
2, 0, 0.0, 1111 1110 1111 1110 
2, 1, 0.001, 1000 0001 1000 0001 
2, 21, 0.021, 1000 0001 0000 0001 
2, 475, 0.475, 1111 1110 0111 1110 
2, 1307, 1.307, 1111 1110 1111 1110 
2, 1499, 1.499, 1111 1110 0111 1110 
2, 2220, 2.22, 1111 1110 1111 1110 
2, 2533, 2.533, 1111 1110 0111 1110 
2, 3224, 3.224, 1111 1110 1111 1110 
2, 3479, 3.479, 1111 1110 0111 1110 
2, 4187, 4.187, 1000 0001 0000 0001 
2, 4374, 4.374, 1111 1110 0111 1110 
2, 79093, 79.093, 0111 1110 0111 1110 
2, 79576, 79.576, 1111 1110 0111 1110 
2, 79904, 79.904, 0000 0000 0000 0000 
-3, 0, 0.0, 0111 1110 0111 1110 
-3, 1, 0.001, 0000 0001 0000 0001 
-3, 21, 0.021, 0000 0001 1000 0001 
-3, 594, 0.594, 0111 1110 1111 1110 
-3, 1845, 1.845, 0111 1110 0111 1110 
-3, 2727, 2.727, 0111 1110 1111 1110 
-3, 4101, 4.101, 0000 0001 0000 0001 
-3, 4117, 4.117, 0000 0001 1000 0001 
-3, 4655, 4.655, 0111 1110 1111 1110 
4, 0, 0.0, 0111 1110 1111 1110 
4, 1, 0.001, 0000 0001 1000 0001 
4, 21, 0.021, 0000 0001 0000 0001 
4, 91, 0.091, 0111 1110 0111 1110 
4, 384, 0.384, 0111 1110 1111 1110 
4, 694, 0.694, 0111 1110 0111 1110 
4, 1325, 1.325, 0111 1110 1111 1110 
4, 1565, 1.565, 0111 1110 0111 1110 
4, 2216, 2.216, 0111 1110 1111 1110 
4, 2450, 2.45, 0111 1110 0111 1110 
4, 3147, 3.147, 0111 1110 1111 1110 
4, 3359, 3.359, 0111 1110 0111 1110 
4, 3905, 3.905, 0111 1110 1111 1110 
4, 4097, 4.097, 0000 0001 1000 0001 
4, 4117, 4.117, 0000 0001 0000 0001 
4, 4187, 4.187, 0111 1110 0111 1110 
4, 52040, 52.04, 1111 1110 0111 1110 
4, 52065, 52.065, 0111 1110 0111 1110 
4, 52255, 52.255, 1111 1110 0111 1110 
4, 52760, 52.76, 0111 1110 0111 1110 
4, 53107, 53.107, 0000 0000 0000 0000 
-5, 0, 0.0, 1111 1110 0111 1110 
-5, 1, 0.001, 1000 0001 0000 0001 
-5, 21, 0.021, 1000 0001 1000 0001 
-5, 657, 0.657, 1111 1110 1111 1110 
-5, 2049, 2.049, 1111 1110 0111 1110 
-5, 3053, 3.053, 1111 1110 1111 1110 
6, 0, 0.0, 1111 1110 1111 1110 
6, 1, 0.001, 1000 0001 1000 0001 
6, 21, 0.021, 1000 0001 0000 0001 
6, 125, 0.125, 1111 1110 0111 1110 
6, 548, 0.548, 1111 1110 1111 1110 
6, 859, 0.859, 1111 1110 0111 1110 
6, 1523, 1.523, 1111 1110 1111 1110 
6, 1749, 1.749, 1111 1110 0111 1110 
6, 2391, 2.391, 1111 1110 1111 1110 
6, 2576, 2.576, 1111 1110 0111 1110 
6, 3243, 3.243, 1111 1110 1111 1110 
6, 3391, 3.391, 1111 1110 0111 1110 
6, 3889, 3.889, 1111 1110 1111 1110 
6, 4097, 4.097, 1000 0001 1000 0001 
6, 4117, 4.117, 1000 0001 0000 0001 
6, 4201, 4.201, 1111 1110 0111 1110 
6, 49218, 49.218, 0111 1110 0111 1110 
6, 49720, 49.72, 1111 1110 0111 1110 
6, 50001, 50.001, 0000 0000 0000 0000 
7, 0, 0.0, 0111 1110 0111 1110 
7, 1, 0.001, 0000 0001 0000 0001 
7, 20, 0.02, 0000 0001 1000 0001 
7, 639, 0.639, 0111 1110 1111 1110 
7, 1690, 1.69, 0111 1110 0111 1110 
7, 2101, 2.101, 0111 1110 1111 1110 
7, 2894, 2.894, 0111 1110 0111 1110 
7, 3157, 3.157, 0111 1110 1111 1110 
7, 3856, 3.856, 0111 1110 0111 1110 
7, 4012, 4.012, 0111 1110 1111 1110 
7, 4485, 4.485, 0000 0001 1000 0001 
7, 4735, 4.735, 0111 1110 1111 1110 
7, 102303, 102.303, 1111 1110 1111 1110 
7, 102833, 102.833, 0111 1110 1111 1110 
7, 103178, 103.178, 0000 0000 0000 0000 
8, 0, 0.0, 1111 1110 1111 1110 
8, 1, 0.001, 1000 0001 1000 0001 
8, 20, 0.02, 1000 0001 0000 0001 
8, 558, 0.558, 1111 1110 0111 1110 
8, 1555, 1.555, 1111 1110 1111 1110 
8, 2090, 2.09, 1111 1110 0111 1110 
8, 3266, 3.266, 1111 1110 1111 1110 
8, 3511, 3.511, 1111 1110 0111 1110 
8, 4149, 4.149, 1000 0001 0000 0001 
8, 4356, 4.356, 1111 1110 0111 1110 
8, 55771, 55.771, 0111 1110 0111 1110 
8, 56376, 56.376, 1111 1110 0111 1110 
8, 56618, 56.618, 0000 0000 0000 0000 
9, 0, 0.0, 0111 1110 0111 1110 
9, 1, 0.001, 0000 0001 0000 0001 
9, 20, 0.02, 0000 0001 1000 0001 
9, 248, 0.248, 0111 1110 1111 1110 
9, 688, 0.688, 0111 1110 0111 1110 
9, 945, 0.945, 0111 1110 1111 1110 
9, 1638, 1.638, 0111 1110 0111 1110 
9, 1802, 1.802, 0111 1110 1111 1110 
9, 2305, 2.305, 0111 1110 0111 1110 
9, 2629, 2.629, 0111 1110 1111 1110 
9, 3184, 3.184, 0111 1110 0111 1110 
9, 3463, 3.463, 0111 1110 1111 1110 
9, 4126, 4.126, 0000 0001 1000 0001 
9, 4344, 4.344, 0111 1110 1111 1110 
9, 110264, 110.264, 1111 1110 1111 1110 
9, 110994, 110.994, 0111 1110 1111 1110 
9, 111232, 111.232, 0000 0000 0000 0000 
10, 0, 0.0, 1111 1110 1111 1110 
10, 1, 0.001, 1000 0001 1000 0001 
10, 37, 0.037, 1000 0001 0000 0001 
10, 251, 0.251, 1111 1110 0111 1110 
10, 670, 0.67, 1111 1110 1111 1110 
10, 882, 0.882, 1111 1110 0111 1110 
10, 1536, 1.536, 1111 1110 1111 1110 
10, 1694, 1.694, 1111 1110 0111 1110 
10, 2207, 2.207, 1111 1110 1111 1110 
10, 2543, 2.543, 1111 1110 0111 1110 
10, 3054, 3.054, 1111 1110 1111 1110 
10, 3341, 3.341, 1111 1110 0111 1110 
10, 3948, 3.948, 1111 1110 1111 1110 
10, 4097, 4.097, 1000 0001 1000 0001 
10, 4133, 4.133, 1000 0001 0000 0001 
10, 4208, 4.208, 1111 1110 0111 1110 
10, 83583, 83.583, 0111 1110 0111 1110 
10, 83706, 83.706, 1111 1110 0111 1110 
10, 83849, 83.849, 0111 1110 0111 1110 
10, 84407, 84.407, 1111 1110 0111 1110 
10, 84725, 84.725, 0000 0000 0000 0000 
-11, 0, 0.0, 0111 1110 0111 1110 
-11, 1, 0.001, 0000 0001 0000 0001 
-11, 20, 0.02, 0000 0001 1000 0001 
-11, 273, 0.273, 0111 1110 1111 1110 
-11, 811, 0.811, 0111 1110 0111 1110 
-11, 1242, 1.242, 0111 1110 1111 1110 
-11, 2000, 2.0, 0111 1110 0111 1110 
-11, 2381, 2.381, 0111 1110 1111 1110 
-11, 3078, 3.078, 0111 1110 0111 1110 
-11, 3345, 3.345, 0111 1110 1111 1110 
-11, 3998, 3.998, 0111 1110 0111 1110 
-11, 4097, 4.097, 0000 0001 0000 0001 
-11, 4116, 4.116, 0000 0001 1000 0001 
-11, 4205, 4.205, 0111 1110 1111 1110 
12, 0, 0.0, 0111 1110 1111 1110 
12, 1, 0.001, 0000 0001 1000 0001 
12, 21, 0.021, 0000 0001 0000 0001 
12, 66, 0.066, 0111 1110 0111 1110 
12, 343, 0.343, 0111 1110 1111 1110 
12, 653, 0.653, 0111 1110 0111 1110 
12, 1187, 1.187, 0111 1110 1111 1110 
12, 1447, 1.447, 0111 1110 0111 1110 
12, 2034, 2.034, 0111 1110 1111 1110 
12, 2261, 2.261, 0111 1110 0111 1110 
12, 2877, 2.877, 0111 1110 1111 1110 
12, 3053, 3.053, 0111 1110 0111 1110 
12, 3711, 3.711, 0111 1110 1111 1110 
12, 3854, 3.854, 0111 1110 0111 1110 
12, 59687, 59.687, 1111 1110 0111 1110 
12, 60300, 60.3, 0111 1110 0111 1110 
12, 60488, 60.488, 0000 0000 0000 0000 
13, 0, 0.0, 1111 1110 0111 1110 
13, 1, 0.001, 1000 0001 0000 0001 
13, 21, 0.021, 1000 0001 1000 0001 
13, 234, 0.234, 1111 1110 1111 1110 
13, 664, 0.664, 1111 1110 0111 1110 
13, 877, 0.877, 1111 1110 1111 1110 
13, 1554, 1.554, 1111 1110 0111 1110 
13, 1721, 1.721, 1111 1110 1111 1110 
13, 2246, 2.246, 1111 1110 0111 1110 
13, 2576, 2.576, 1111 1110 1111 1110 
13, 3144, 3.144, 1111 1110 0111 1110 
13, 3427, 3.427, 1111 1110 1111 1110 
13, 4029, 4.029, 1111 1110 0111 1110 
13, 4097, 4.097, 1000 0001 0000 0001 
13, 4117, 4.117, 1000 0001 1000 0001 
13, 4275, 4.275, 1111 1110 1111 1110 
13, 88293, 88.293, 0111 1110 1111 1110 
13, 88682, 88.682, 1111 1110 1111 1110 
13, 88985, 88.985, 0000 0000 0000 0000 
14, 0, 0.0, 0111 1110 1111 1110 
14, 1, 0.001, 0000 0001 1000 0001 
14, 21, 0.021, 0000 0001 0000 0001 
14, 331, 0.331, 0111 1110 0111 1110 
14, 815, 0.815, 0111 1110 1111 1110 
14, 1057, 1.057, 0111 1110 0111 1110 
14, 1781, 1.781, 0111 1110 1111 1110 
14, 2015, 2.015, 0111 1110 0111 1110 
14, 2566, 2.566, 0111 1110 1111 1110 
14, 2931, 2.931, 0111 1110 0111 1110 
14, 3532, 3.532, 0111 1110 1111 1110 
14, 3827, 3.827, 0111 1110 0111 1110 
14, 37121, 37.121, 1111 1110 0111 1110 
14, 37562, 37.562, 0111 1110 0111 1110 
14, 37762, 37.762, 0000 0000 0000 0000 
15, 0, 0.0, 1111 1110 0111 1110 
15, 1, 0.001, 1000 0001 0000 0001 
15, 21, 0.021, 1000 0001 1000 0001 
15, 138, 0.138, 1111 1110 1111 1110 
15, 681, 0.681, 1111 1110 0111 1110 
15, 911, 0.911, 1111 1110 1111 1110 
15, 1679, 1.679, 1111 1110 0111 1110 
15, 1853, 1.853, 1111 1110 1111 1110 
15, 2405, 2.405, 1111 1110 0111 1110 
15, 2750, 2.75, 1111 1110 1111 1110 
15, 3364, 3.364, 1111 1110 0111 1110 
15, 3660, 3.66, 1111 1110 1111 1110 
15, 98410, 98.41, 0111 1110 1111 1110 
15, 99108, 99.108, 1111 1110 1111 1110 
15, 99299, 99.299, 0000 0000 0000 0000 
16, 0, 0.0, 0000 0001 1000 0001 
16, 20, 0.02, 0000 0001 0000 0001 
16, 116, 0.116, 0111 1110 0111 1110 
16, 536, 0.536, 0111 1110 1111 1110 
16, 740, 0.74, 0111 1110 0111 1110 
16, 1451, 1.451, 0111 1110 1111 1110 
16, 1601, 1.601, 0111 1110 0111 1110 
16, 2117, 2.117, 0111 1110 1111 1110 
16, 2450, 2.45, 0111 1110 0111 1110 
16, 3010, 3.01, 0111 1110 1111 1110 
16, 3300, 3.3, 0111 1110 0111 1110 
16, 3878, 3.878, 0111 1110 1111 1110 
16, 4096, 4.096, 0000 0001 1000 0001 
16, 4116, 4.116, 0000 0001 0000 0001 
16, 4119, 4.119, 0111 1110 0111 1110 
16, 98850, 98.85, 1111 1110 0111 1110 
16, 99389, 99.389, 0111 1110 0111 1110 
16, 99607, 99.607, 1111 1110 0111 1110 
16, 100217, 100.217, 0111 1110 0111 1110 
16, 100611, 100.611, 0000 0000 0000 0000 
17, 0, 0.0, 1111 1110 0111 1110 
17, 1, 0.001, 1000 0001 0000 0001 
17, 20, 0.02, 1000 0001 1000 0001 
17, 355, 0.355, 1111 1110 1111 1110 
17, 1128, 1.128, 1111 1110 0111 1110 
17, 1493, 1.493, 1111 1110 1111 1110 
17, 2105, 2.105, 1111 1110 0111 1110 
17, 2395, 2.395, 1111 1110 1111 1110 
17, 3001, 3.001, 1111 1110 0111 1110 
17, 3267, 3.267, 1111 1110 1111 1110 
17, 3947, 3.947, 1111 1110 0111 1110 
17, 4097, 4.097, 1000 0001 0000 0001 
17, 4116, 4.116, 1000 0001 1000 0001 
17, 4145, 4.145, 1111 1110 1111 1110 
17, 94560, 94.56, 0111 1110 1111 1110 
17, 94904, 94.904, 1111 1110 1111 1110 
17, 95093, 95.093, 0111 1110 1111 1110 
17, 95697, 95.697, 1111 1110 1111 1110 
17, 96053, 96.053, 0000 0000 0000 0000 
18, 0, 0.0, 0111 1110 1111 1110 
18, 1, 0.001, 0000 0001 1000 0001 
18, 21, 0.021, 0000 0001 0000 0001 
18, 198, 0.198, 0111 1110 0111 1110 
18, 779, 0.779, 0111 1110 1111 1110 
18, 1116, 1.116, 0111 1110 0111 1110 
18, 1834, 1.834, 0111 1110 1111 1110 
18, 2309, 2.309, 0111 1110 0111 1110 
18, 2883, 2.883, 0111 1110 1111 1110 
18, 3145, 3.145, 0111 1110 0111 1110 
18, 3720, 3.72, 0111 1110 1111 1110 
18, 3941, 3.941, 0111 1110 0111 1110 
18, 52177, 52.177, 1111 1110 0111 1110 
18, 52662, 52.662, 0111 1110 0111 1110 
18, 52913, 52.913, 0000 0000 0000 0000 
19, 0, 0.0, 1111 1110 0111 1110 
19, 1, 0.001, 1000 0001 0000 0001 
19, 21, 0.021, 1000 0001 1000 0001 
19, 173, 0.173, 1111 1110 1111 1110 
19, 669, 0.669, 1111 1110 0111 1110 
19, 863, 0.863, 1111 1110 1111 1110 
19, 1544, 1.544, 1111 1110 0111 1110 
19, 1763, 1.763, 1111 1110 1111 1110 
19, 2343, 2.343, 1111 1110 0111 1110 
