Packet, Sample offset, Latency (ms), Sample
1, 0, 0.0, 1111 1110 1111 1110 
1, 1, 0.001, 1000 0001 1000 0001 
1, 20, 0.02, 1000 0001 0000 0001 
1, 61, 0.061, 1111 1110 0111 1110 
1, 292, 0.292, 0111 1110 1111 1110 
1, 632, 0.632, 1111 1110 0111 1110 
1, 1235, 1.235, 0111 1110 1111 1110 
1, 1493, 1.493, 1111 1110 0111 1110 
1, 2149, 2.149, 0111 1110 1111 1110 
1, 2406, 2.406, 1111 1110 0111 1110 
1, 3102, 3.102, 0111 1110 1111 1110 
1, 3280, 3.28, 1111 1110 0111 1110 
1, 3789, 3.789, 1111 1110 1111 1110 
1, 4097, 4.097, 1000 0001 1000 0001 
1, 4116, 4.116, 1000 0001 0000 0001 
1, 4117, 4.117, 1111 1110 0111 1110 
1, 29497, 29.497, 0111 1110 0111 1110 
1, 29770, 29.77, 1111 1110 0111 1110 
1, 30073, 30.073, 0111 1110 0111 1110 
1, 30736, 30.736, 1111 1110 0111 1110 
1, 30985, 30.985, 0000 0000 0000 0000 
2, 0, 0.0, 0111 1110 0111 1110 
2, 1, 0.001, 0000 0001 0000 0001 
2, 37, 0.037, 0000 0001 1000 0001 
2, 195, 0.195, 0111 1110 1111 1110 
2, 619, 0.619, 0111 1110 0111 1110 
2, 885, 0.885, 0111 1110 1111 1110 
2, 1617, 1.617, 0111 1110 0111 1110 
2, 1813, 1.813, 0111 1110 1111 1110 
2, 2436, 2.436, 0111 1110 0111 1110 
2, 2749, 2.749, 0111 1110 1111 1110 
2, 3377, 3.377, 0111 1110 0111 1110 
2, 3663, 3.663, 0111 1110 1111 1110 
2, 33204, 33.204, 1111 1110 1111 1110 
2, 33609, 33.609, 0111 1110 1111 1110 
2, 33612, 33.612, 1111 1110 1111 1110 
2, 33613, 33.613, 0111 1110 1111 1110 
2, 33792, 33.792, 0000 0000 0000 0000 
3, 0, 0.0, 1111 1110 1111 1110 
3, 1, 0.001, 1000 0001 1000 0001 
3, 21, 0.021, 1000 0001 0000 0001 
3, 206, 0.206, 1111 1110 0111 1110 
3, 599, 0.599, 1111 1110 1111 1110 
3, 815, 0.815, 1111 1110 0111 1110 
3, 1561, 1.561, 1111 1110 1111 1110 
3, 1723, 1.723, 1111 1110 0111 1110 
3, 2293, 2.293, 1111 1110 1111 1110 
3, 2626, 2.626, 1111 1110 0111 1110 
3, 3201, 3.201, 1111 1110 1111 1110 
3, 3485, 3.485, 1111 1110 0111 1110 
3, 4121, 4.121, 1000 0001 0000 0001 
3, 4302, 4.302, 1111 1110 0111 1110 
3, 69365, 69.365, 0111 1110 0111 1110 
3, 69784, 69.784, 1111 1110 0111 1110 
3, 69998, 69.998, 0000 0000 0000 0000 
4, 0, 0.0, 0111 1110 0111 1110 
4, 1, 0.001, 0000 0001 0000 0001 
4, 21, 0.021, 0000 0001 1000 0001 
