Packet, Sample offset, Latency (ms), Sample
5, 3144, 3.144, 1111 1110 0111 1110 
5, 3329, 3.329, 1111 1110 1111 1110 
5, 3869, 3.869, 1111 1110 0111 1110 
5, 4097, 4.097, 1000 0001 0000 0001 
5, 4117, 4.117, 1000 0001 1000 0001 
5, 4158, 4.158, 1111 1110 1111 1110 
5, 20066, 20.066, 1111 1110 0111 1110 
5, 20211, 20.211, 0111 1110 0111 1110 
5, 20315, 20.315, 1111 1110 1111 1110 
5, 20676, 20.676, 0111 1110 0111 1110 
5, 21305, 21.305, 1111 1110 1111 1110 
5, 21602, 21.602, 0000 0000 0000 0000 
6, 0, 0.0, 0111 1110 0111 1110 
6, 1, 0.001, 0000 0001 0000 0001 
6, 20, 0.02, 0000 0001 1000 0001 
6, 76, 0.076, 0111 1110 1111 1110 
6, 296, 0.296, 0111 1110 0111 1110 
6, 590, 0.59, 0111 1110 1111 1110 
6, 1125, 1.125, 0111 1110 0111 1110 
6, 1135, 1.135, 0111 1110 1111 1110 
6, 1143, 1.143, 0111 1110 0111 1110 
6, 1403, 1.403, 0111 1110 1111 1110 
6, 2068, 2.068, 0111 1110 0111 1110 
6, 2286, 2.286, 0111 1110 1111 1110 
6, 2961, 2.961, 0111 1110 0111 1110 
6, 3137, 3.137, 0111 1110 1111 1110 
6, 3693, 3.693, 0111 1110 0111 1110 
6, 3942, 3.942, 0111 1110 1111 1110 
6, 68277, 68.277, 0111 1110 0111 1110 
6, 68422, 68.422, 1111 1110 0111 1110 
6, 68782, 68.782, 0111 1110 1111 1110 
6, 68936, 68.936, 1111 1110 0111 1110 
6, 69418, 69.418, 0111 1110 1111 1110 
6, 69758, 69.758, 0000 0000 0000 0000 
7, 0, 0.0, 1111 1110 0111 1110 
7, 1, 0.001, 1000 0001 0000 0001 
7, 21, 0.021, 1000 0001 1000 0001 
7, 75, 0.075, 1111 1110 1111 1110 
7, 274, 0.274, 1111 1110 0111 1110 
7, 561, 0.561, 1111 1110 1111 1110 
7, 1108, 1.108, 1111 1110 0111 1110 
7, 1369, 1.369, 1111 1110 1111 1110 
7, 1930, 1.93, 1111 1110 0111 1110 
7, 2153, 2.153, 1111 1110 1111 1110 
7, 2820, 2.82, 1111 1110 0111 1110 
7, 3006, 3.006, 1111 1110 1111 1110 
7, 3665, 3.665, 1111 1110 0111 1110 
7, 3805, 3.805, 1111 1110 1111 1110 
7, 4613, 4.613, 0111 1110 0111 1110 
7, 5143, 5.143, 1111 1110 1111 1110 
7, 5403, 5.403, 0000 0000 0000 0000 
-8, 0, 0.0, 0111 1110 0111 1110 
-8, 1, 0.001, 0000 0001 0000 0001 
-8, 21, 0.021, 0000 0001 1000 0001 
-8, 139, 0.139, 0111 1110 1111 1110 
-8, 487, 0.487, 0111 1110 0111 1110 
-8, 787, 0.787, 0111 1110 1111 1110 
-8, 1397, 1.397, 0111 1110 0111 1110 
-8, 1642, 1.642, 0111 1110 1111 1110 
-8, 2264, 2.264, 0111 1110 0111 1110 
-8, 2455, 2.455, 0111 1110 1111 1110 
-8, 3094, 3.094, 0111 1110 0111 1110 
-8, 3265, 3.265, 0111 1110 1111 1110 
-8, 3740, 3.74, 0111 1110 0111 1110 
-8, 4061, 4.061, 0111 1110 1111 1110 
-9, 0, 0.0, 0111 1110 1111 1110 
-9, 1, 0.001, 0000 0001 1000 0001 
-9, 20, 0.02, 0000 0001 0000 0001 
-9, 167, 0.167, 0111 1110 0111 1110 
-9, 649, 0.649, 0111 1110 1111 1110 
-9, 966, 0.966, 0111 1110 0111 1110 
-9, 1729, 1.729, 0111 1110 1111 1110 
-9, 2069, 2.069, 0111 1110 0111 1110 
-9, 2797, 2.797, 0111 1110 1111 1110 
-9, 3003, 3.003, 0111 1110 0111 1110 
-9, 3601, 3.601, 0111 1110 1111 1110 
-9, 3932, 3.932, 0111 1110 0111 1110 
-9, 280812, 280.812, 0000 0000 0000 0000 
-9, 284908, 284.908, 0111 1110 0111 1110 
-10, 0, 0.0, 0111 1110 0111 1110 
-10, 1, 0.001, 0000 0001 0000 0001 
-10, 20, 0.02, 0000 0001 1000 0001 
-10, 74, 0.074, 0111 1110 1111 1110 
-10, 313, 0.313, 0111 1110 0111 1110 
-10, 629, 0.629, 0111 1110 1111 1110 
-10, 1226, 1.226, 0111 1110 0111 1110 
-10, 1498, 1.498, 0111 1110 1111 1110 
-10, 2140, 2.14, 0111 1110 0111 1110 
-10, 2374, 2.374, 0111 1110 1111 1110 
-10, 3068, 3.068, 0111 1110 0111 1110 
-10, 3245, 3.245, 0111 1110 1111 1110 
-10, 3757, 3.757, 0111 1110 0111 1110 
-10, 4095, 4.095, 0111 1110 1111 1110 
-11, 0, 0.0, 0111 1110 1111 1110 
-11, 1, 0.001, 0000 0001 1000 0001 
-11, 20, 0.02, 0000 0001 0000 0001 
-11, 58, 0.058, 0111 1110 0111 1110 
-11, 266, 0.266, 0111 1110 1111 1110 
-11, 561, 0.561, 0111 1110 0111 1110 
-11, 1093, 1.093, 0111 1110 1111 1110 
-11, 1376, 1.376, 0111 1110 0111 1110 
-11, 2023, 2.023, 0111 1110 1111 1110 
-11, 2243, 2.243, 0111 1110 0111 1110 
-11, 2913, 2.913, 0111 1110 1111 1110 
-11, 3082, 3.082, 0111 1110 0111 1110 
-11, 3804, 3.804, 0111 1110 1111 1110 
-11, 3949, 3.949, 0111 1110 0111 1110 
-12, 0, 0.0, 0111 1110 0111 1110 
-12, 1, 0.001, 0000 0001 0000 0001 
-12, 20, 0.02, 0000 0001 1000 0001 
-12, 60, 0.06, 0111 1110 1111 1110 
-12, 301, 0.301, 0111 1110 0111 1110 
-12, 638, 0.638, 0111 1110 1111 1110 
-12, 1258, 1.258, 0111 1110 0111 1110 
-12, 1519, 1.519, 0111 1110 1111 1110 
-12, 2123, 2.123, 0111 1110 0111 1110 
-12, 2353, 2.353, 0111 1110 1111 1110 
-12, 3016, 3.016, 0111 1110 0111 1110 
-12, 3202, 3.202, 0111 1110 1111 1110 
-12, 3754, 3.754, 0111 1110 0111 1110 
-12, 4097, 4.097, 0000 0001 0000 0001 
-12, 4106, 4.106, 0111 1110 1111 1110 
-13, 0, 0.0, 0111 1110 1111 1110 
-13, 1, 0.001, 0000 0001 1000 0001 
-13, 21, 0.021, 0000 0001 0000 0001 
-13, 75, 0.075, 0111 1110 0111 1110 
-13, 314, 0.314, 0111 1110 1111 1110 
-13, 622, 0.622, 0111 1110 0111 1110 
-13, 1296, 1.296, 0111 1110 1111 1110 
-13, 1559, 1.559, 0111 1110 0111 1110 
-13, 2184, 2.184, 0111 1110 1111 1110 
-13, 2392, 2.392, 0111 1110 0111 1110 
-13, 3029, 3.029, 0111 1110 1111 1110 
-13, 3185, 3.185, 0111 1110 0111 1110 
-13, 3710, 3.71, 0111 1110 1111 1110 
-13, 4038, 4.038, 0111 1110 0111 1110 
