Packet, Sample offset, Latency (ms), Sample
1, 0, 0.0, 0111 1110 1111 1110 
1, 1, 0.001, 0000 0001 1000 0001 
1, 37, 0.037, 0000 0001 0000 0001 
1, 78, 0.078, 0111 1110 0111 1110 
1, 339, 0.339, 0111 1110 1111 1110 
1, 650, 0.65, 0111 1110 0111 1110 
1, 1337, 1.337, 0111 1110 1111 1110 
1, 1591, 1.591, 0111 1110 0111 1110 
1, 2322, 2.322, 0111 1110 1111 1110 
1, 2553, 2.553, 0111 1110 0111 1110 
1, 3297, 3.297, 0111 1110 1111 1110 
1, 3462, 3.462, 0111 1110 0111 1110 
1, 3993, 3.993, 0111 1110 1111 1110 
1, 4097, 4.097, 0000 0001 1000 0001 
1, 4133, 4.133, 0000 0001 0000 0001 
1, 4174, 4.174, 0111 1110 0111 1110 
1, 31269, 31.269, 1111 1110 0111 1110 
1, 31542, 31.542, 0111 1110 0111 1110 
1, 31732, 31.732, 1111 1110 0111 1110 
1, 32307, 32.307, 0111 1110 0111 1110 
1, 32663, 32.663, 0000 0000 0000 0000 
2, 0, 0.0, 1111 1110 0111 1110 
2, 1, 0.001, 1000 0001 0000 0001 
2, 20, 0.02, 1000 0001 1000 0001 
2, 123, 0.123, 1111 1110 1111 1110 
2, 617, 0.617, 1111 1110 0111 1110 
2, 891, 0.891, 1111 1110 1111 1110 
2, 1626, 1.626, 1111 1110 0111 1110 
2, 1875, 1.875, 1111 1110 1111 1110 
2, 2601, 2.601, 1111 1110 0111 1110 
2, 3073, 3.073, 1111 1110 1111 1110 
2, 3810, 3.81, 1111 1110 0111 1110 
2, 4097, 4.097, 1000 0001 0000 0001 
2, 4116, 4.116, 1000 0001 1000 0001 
2, 4146, 4.146, 1111 1110 1111 1110 
2, 14894, 14.894, 0111 1110 1111 1110 
2, 15051, 15.051, 1111 1110 1111 1110 
2, 15338, 15.338, 0111 1110 1111 1110 
2, 15898, 15.898, 1111 1110 1111 1110 
2, 16162, 16.162, 0000 0000 0000 0000 
-3, 0, 0.0, 0111 1110 0111 1110 
-3, 1, 0.001, 0000 0001 0000 0001 
-3, 21, 0.021, 0000 0001 1000 0001 
-3, 241, 0.241, 0111 1110 1111 1110 
-3, 646, 0.646, 0111 1110 0111 1110 
-3, 878, 0.878, 0111 1110 1111 1110 
-3, 1521, 1.521, 0111 1110 0111 1110 
-3, 1700, 1.7, 0111 1110 1111 1110 
-3, 2303, 2.303, 0111 1110 0111 1110 
-3, 2524, 2.524, 0111 1110 1111 1110 
-3, 3032, 3.032, 0111 1110 0111 1110 
-3, 3337, 3.337, 0111 1110 1111 1110 
-3, 3875, 3.875, 0111 1110 0111 1110 
-3, 4097, 4.097, 0000 0001 0000 0001 
-3, 4117, 4.117, 0000 0001 1000 0001 
-3, 4141, 4.141, 0111 1110 1111 1110 
4, 0, 0.0, 0111 1110 1111 1110 
4, 1, 0.001, 0000 0001 1000 0001 
4, 21, 0.021, 0000 0001 0000 0001 
4, 62, 0.062, 0111 1110 0111 1110 
4, 329, 0.329, 0111 1110 1111 1110 
4, 653, 0.653, 0111 1110 0111 1110 
4, 1249, 1.249, 0111 1110 1111 1110 
4, 1530, 1.53, 0111 1110 0111 1110 
4, 2185, 2.185, 0111 1110 1111 1110 
4, 2399, 2.399, 0111 1110 0111 1110 
4, 3070, 3.07, 0111 1110 1111 1110 
4, 3237, 3.237, 0111 1110 0111 1110 
4, 3764, 3.764, 0111 1110 1111 1110 
4, 4097, 4.097, 0000 0001 1000 0001 
4, 4114, 4.114, 0111 1110 0111 1110 
4, 13229, 13.229, 1111 1110 0111 1110 
4, 13691, 13.691, 0111 1110 0111 1110 
4, 13933, 13.933, 0000 0000 0000 0000 
5, 0, 0.0, 1111 1110 0111 1110 
5, 1, 0.001, 1000 0001 0000 0001 
